index,lon,lat,age,plate_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
311,-115.48,39.22,203,101,-55.75,17.36,0.1,786.0,-61.65,15.68,8.47,54.17,-4.16,-80.07,0.2,71.62,131.0,101.0,8.09,8.09,4.96,6.87,0.72,-4.1,-6.3,26.22,5.65,2.78,39.97,0.07,14.25,348.4,2.43
312,-116.68,40.6,108,101,-77.08,41.83,0.11,408.0,-85.28,39.63,12.31,-4.99,5.6,-144.72,0.19,66.89,902.0,101.0,28.31,28.31,12.27,-1.07,-4.57,-3.23,-8.8,-29.31,7.67,-4.31,84.34,0.24,55.54,127.53,2.48
313,-116.79,37.01,44,101,-106.0,41.55,0.07,339.0,-109.34,38.26,8.12,4.68,2.29,-132.21,0.18,39.45,903.0,101.0,24.58,24.58,8.09,0.66,-1.54,-1.7,-6.61,-8.97,6.53,-1.03,41.78,0.11,18.87,224.75,2.39
314,-116.8,41.24,173,101,-58.08,32.51,0.11,402.0,-65.22,30.66,10.07,8.68,1.95,-119.76,0.19,71.73,902.0,101.0,11.84,11.99,9.95,1.52,-0.97,-1.7,-8.99,-1.13,8.99,-0.18,86.47,0.19,10.71,960.5,2.81
315,-117.04,40.61,159,101,-61.68,30.19,0.1,466.0,-68.19,28.75,9.63,25.45,5.05,-102.26,0.19,74.51,902.0,101.0,11.47,13.38,8.69,4.14,-1.07,-4.94,-7.67,-6.24,7.62,-0.83,87.75,0.17,20.0,252.31,2.68
316,-117.08,38.7,81,101,-92.25,46.16,0.09,324.0,-98.62,43.63,13.55,3.52,3.73,-143.38,0.19,56.62,902.0,101.0,26.81,26.81,13.53,0.83,-2.99,-2.22,-10.63,-7.6,10.54,-1.41,65.24,0.24,9.44,117.47,2.56
317,-117.08,40.69,189,101,-58.27,25.8,0.1,478.0,-64.44,24.04,8.78,47.39,-6.91,-68.36,0.19,70.57,902.0,101.0,7.85,11.61,5.94,6.46,2.55,-6.42,-8.51,0.2,8.51,0.03,61.96,0.1,3.07,293.51,2.61
318,-117.12,40.56,209,101,-56.05,16.64,0.1,790.0,-61.94,15.54,8.49,49.53,-4.14,-86.68,0.19,78.51,131.0,101.0,10.24,10.24,5.51,6.46,0.24,-4.13,-6.19,22.25,5.73,2.34,31.5,0.07,-0.0,163.35,2.35
319,-117.22,40.42,93,101,-85.41,45.47,0.11,426.0,-93.21,42.89,13.51,4.79,5.0,-123.03,0.19,62.45,902.0,101.0,28.31,28.31,13.46,1.13,-2.72,-4.19,-11.15,-15.88,10.73,-3.05,79.89,0.25,51.82,114.29,2.17
320,-117.37,49.88,156,101,-57.51,39.73,0.1,689.0,-65.21,39.62,1.5,-82.08,-2.99,-76.0,0.2,62.84,101.0,16111.0,0.1,0.1,0.21,-1.49,0.72,-2.9,-4.48,-78.1,0.92,-4.39,97.8,0.0,2.3,169.04,2.82
321,-117.5,38.33,101,101,-82.51,41.37,0.08,437.0,-88.03,39.31,10.25,2.94,4.99,-118.14,0.19,63.65,902.0,101.0,26.43,26.43,10.24,0.53,-2.36,-4.4,-8.77,-26.18,7.87,-3.87,82.85,0.2,42.79,117.04,2.39
322,-117.75,40.27,198,101,-57.55,21.18,0.09,694.0,-62.89,19.73,4.67,30.21,5.27,-93.05,0.19,73.77,131.0,101.0,11.42,11.42,4.03,2.35,-0.28,-5.26,-4.71,-37.93,3.72,-2.9,46.16,0.06,11.68,160.22,2.48
323,-118.6,49.0,145,101,-60.16,42.19,0.08,675.0,-66.07,41.2,1.5,-82.08,-1.95,-30.66,0.19,64.24,101.0,16111.0,0.1,0.1,0.21,-1.49,1.68,-0.99,-3.11,-52.77,1.88,-2.48,68.22,0.0,4.17,170.52,2.6
324,-119.24,39.05,124,101,-70.98,37.14,0.07,344.0,-75.78,35.8,17.92,14.87,4.66,-127.96,0.19,69.86,902.0,101.0,26.84,26.84,17.32,4.6,-2.87,-3.67,-14.5,3.67,14.47,0.93,95.64,0.35,90.54,96.23,2.71
325,-119.27,38.96,99,101,-85.02,42.91,0.07,420.0,-89.99,41.32,9.56,13.26,5.0,-121.12,0.19,64.63,902.0,101.0,28.12,28.12,9.3,2.19,-2.58,-4.28,-7.02,-17.2,6.7,-2.07,80.22,0.18,47.97,113.77,2.47
326,-120.01,49.88,87,101,-88.16,56.57,0.07,463.0,-95.42,56.56,13.67,-43.98,4.86,-163.94,0.19,100.82,902.0,101.0,16.82,41.39,9.84,-9.49,-4.67,-1.35,-11.99,-64.57,5.15,-10.83,73.68,0.18,32.36,880.09,2.48
327,-120.11,38.0,37,101,-111.53,42.57,0.05,343.0,-114.48,40.69,11.0,9.56,2.78,-147.67,0.19,50.06,903.0,101.0,29.26,29.26,10.85,1.83,-2.35,-1.48,-8.49,2.47,8.48,0.37,33.38,0.14,11.7,284.54,1.98
328,-120.11,38.0,209,101,-59.39,15.38,0.04,807.0,-61.76,14.78,8.48,54.06,-4.15,-81.34,0.2,74.08,131.0,101.0,9.47,9.47,4.98,6.87,0.62,-4.1,-6.24,26.52,5.58,2.78,32.59,0.07,-0.0,220.81,2.37
329,-120.85,40.2,145,101,-67.24,35.16,0.06,430.0,-71.11,34.32,2.74,-3.58,-3.17,-70.13,0.19,76.1,902.0,101.0,9.7,14.74,2.73,-0.17,1.08,-2.98,-4.94,-39.65,3.8,-3.15,94.57,0.05,6.92,167.61,2.7
330,-120.98,48.2,217,101,-54.12,21.75,0.06,1315.0,-57.44,23.8,5.45,-6.18,3.96,-140.32,0.2,124.37,131.0,101.0,0.89,22.19,5.42,-0.59,-3.04,-2.53,-3.92,-52.52,2.39,-3.11,33.43,0.07,0.0,159.67,2.4
331,-121.0,50.49,138,101,-60.86,46.26,0.06,470.0,-66.02,46.72,7.04,-14.58,3.17,-157.09,0.19,73.82,902.0,101.0,15.38,37.71,6.81,-1.77,-2.92,-1.23,-4.92,-37.51,3.9,-2.99,75.2,0.13,9.43,170.64,2.63
332,-121.37,47.5,12,101,-119.21,49.59,0.06,325.0,-124.11,49.05,4.35,-35.97,2.43,144.58,0.18,75.92,903.0,101.0,4.73,12.41,3.52,-2.56,-1.98,1.41,-1.93,-36.87,1.54,-1.16,13.31,0.03,102.03,1042.36,1.54
333,-121.42,50.92,168,101,-57.82,42.2,0.07,609.0,-62.62,40.46,0.87,-43.04,5.63,135.1,0.18,59.06,101.0,16111.0,0.09,0.09,0.64,-0.59,-3.99,3.97,4.76,134.79,-3.35,3.38,79.55,0.01,2.4,166.99,2.65
334,-121.5,48.01,154,101,-61.98,40.09,0.05,669.0,-65.36,40.14,1.5,-82.08,-2.99,-75.62,0.18,63.69,101.0,16111.0,0.09,0.09,0.21,-1.49,0.74,-2.9,-4.49,-77.85,0.94,-4.39,97.79,0.0,2.78,172.34,2.77
335,-121.58,52.5,185,101,-56.03,40.29,0.09,499.0,-62.7,39.75,8.84,38.3,9.07,172.77,0.2,260.52,101.0,16111.0,2.31,21.5,6.94,5.48,-9.0,1.14,6.92,107.33,-2.06,6.61,53.4,0.12,1.25,241.17,2.52
336,-121.64,47.68,160,101,-61.52,37.62,0.04,742.0,-64.56,38.38,0.87,-43.04,2.72,-179.89,0.18,61.33,101.0,16111.0,0.09,0.09,0.64,-0.59,-2.72,-0.01,2.18,-163.92,-2.09,-0.6,95.4,0.01,9.16,159.12,2.84
337,-122.64,40.7,139,101,-68.29,38.21,0.05,191.0,-71.67,38.19,6.85,-35.67,2.72,-179.18,0.19,88.79,902.0,101.0,25.2,27.69,5.56,-3.99,-2.72,-0.04,-4.93,-54.67,2.85,-4.02,100.7,0.11,8.75,174.82,2.72
338,-122.64,40.7,1,101,-122.48,40.88,0.03,356.0,-125.04,40.83,4.36,-27.51,2.35,125.56,0.16,87.53,903.0,101.0,2.18,2.18,3.87,-2.01,-1.37,1.91,-2.5,-2.41,2.5,-0.11,1.71,0.01,45.91,1566.09,0.82
339,-122.78,50.76,13,101,-120.4,53.02,0.06,316.0,-125.46,51.11,4.41,-17.97,2.39,162.1,0.19,56.92,903.0,101.0,2.55,14.59,4.2,-1.36,-2.27,0.73,-2.03,-18.26,1.92,-0.63,10.47,0.03,98.89,985.76,1.48
340,-123.45,51.08,187,101,-58.46,38.28,0.08,463.0,-64.18,37.35,8.86,43.12,9.03,177.36,0.19,254.75,101.0,16111.0,2.97,20.43,6.47,6.06,-9.02,0.42,6.94,111.5,-2.55,6.46,52.27,0.1,3.18,233.02,2.52
341,-123.46,52.4,43,101,-112.03,57.2,0.06,239.0,-116.71,54.78,4.88,-29.49,1.75,-139.31,0.19,44.8,903.0,101.0,14.52,43.55,4.24,-2.4,-1.33,-1.14,-4.57,-50.67,2.9,-3.54,14.7,0.04,8.18,408.69,1.81
342,-123.62,51.45,41,101,-112.88,56.23,0.05,268.0,-116.32,54.21,5.08,-27.12,1.77,-139.84,0.19,45.5,903.0,101.0,15.29,43.04,4.52,-2.31,-1.35,-1.14,-4.67,-47.57,3.15,-3.45,20.47,0.04,11.47,438.16,1.88
343,-124.54,55.26,45,101,-112.32,60.11,0.09,261.0,-120.21,56.92,9.5,-67.12,1.68,-144.66,0.18,49.41,918.0,101.0,11.36,46.45,3.69,-8.75,-1.37,-0.97,-10.0,-76.63,2.31,-9.73,2.45,0.01,19.45,269.8,1.35
344,-125.3,55.5,209,101,-53.18,32.31,0.06,1284.0,-57.22,32.4,8.36,41.31,4.78,-110.07,0.2,89.05,131.0,101.0,5.14,5.14,6.28,5.52,-1.64,-4.49,-4.73,12.82,4.62,1.05,31.8,0.08,0.0,169.09,2.36
345,-126.16,54.95,101,101,-82.58,58.99,0.07,376.0,-90.23,57.5,8.35,-6.88,4.89,-122.28,0.19,67.07,902.0,101.0,11.97,46.24,8.29,-1.0,-2.61,-4.14,-7.63,-42.24,5.65,-5.13,66.66,0.15,34.09,148.13,2.11
346,-126.17,55.25,152,101,-60.69,48.02,0.09,512.0,-68.77,48.63,10.58,-20.72,1.52,177.3,0.2,92.36,902.0,16111.0,9.06,9.06,9.9,-3.75,-1.51,0.07,-9.15,-23.76,8.38,-3.69,95.31,0.21,4.99,164.42,2.71
347,-126.32,55.19,185,101,-57.85,43.93,0.07,463.0,-63.48,42.66,8.79,48.97,9.12,-176.77,0.19,249.58,101.0,16111.0,5.27,18.53,5.77,6.63,-9.1,-0.51,6.96,118.57,-3.33,6.11,54.26,0.09,1.25,241.17,2.53
348,-126.33,54.75,44,101,-114.71,59.66,0.07,222.0,-120.65,57.01,4.46,-43.81,1.67,-144.51,0.18,49.23,903.0,101.0,11.22,46.72,3.22,-3.09,-1.36,-0.97,-4.45,-65.48,1.85,-4.05,4.24,0.01,18.35,356.6,1.52
349,-126.76,57.06,159,101,-59.05,47.68,0.11,481.0,-68.12,48.12,8.3,5.68,3.73,-102.95,0.2,90.06,902.0,16111.0,10.08,10.08,8.26,0.82,-0.83,-3.63,-7.93,-20.99,7.41,-2.84,94.66,0.17,4.21,162.92,2.8
350,-127.05,53.07,179,101,-59.0,45.38,0.06,433.0,-63.45,43.8,10.35,18.2,1.95,-110.18,0.19,63.77,902.0,16111.0,3.04,3.04,9.83,3.23,-0.67,-1.83,-9.27,8.71,9.16,1.4,48.88,0.15,1.64,162.77,2.49
351,-127.17,53.68,92,101,-90.75,60.31,0.05,358.0,-96.2,59.04,11.86,-0.26,4.85,-124.93,0.19,62.9,902.0,101.0,12.53,45.68,11.86,-0.05,-2.78,-3.98,-9.91,-23.95,9.06,-4.03,62.35,0.2,29.89,999.5,2.54
352,-127.23,53.53,101,101,-84.72,57.91,0.05,392.0,-89.83,56.99,8.42,-6.82,4.9,-122.38,0.19,67.41,902.0,101.0,12.53,45.68,8.36,-1.0,-2.62,-4.14,-7.68,-41.91,5.72,-5.13,66.66,0.15,34.09,148.13,2.11
353,-127.86,50.67,155,101,-64.91,44.09,0.04,581.0,-67.51,43.31,7.87,24.52,-3.09,-75.49,0.19,67.74,902.0,16111.0,3.91,3.91,7.16,3.27,0.77,-2.99,-7.94,1.79,7.94,0.25,97.74,0.14,3.37,167.56,2.79
354,-129.17,58.5,103,101,-81.34,62.33,0.08,338.0,-90.79,63.24,7.54,-49.01,4.81,-160.19,0.16,105.93,902.0,101.0,5.53,52.68,4.95,-5.69,-4.53,-1.63,-7.31,-86.85,0.4,-7.3,59.75,0.07,35.55,148.49,2.3
355,-131.0,57.35,118,101,-73.82,58.58,0.05,341.0,-79.79,58.79,15.32,7.82,5.03,-148.51,0.17,92.21,902.0,101.0,7.07,51.14,15.18,2.08,-4.29,-2.63,-10.91,-3.04,10.89,-0.58,77.0,0.25,30.94,144.82,2.46
356,-131.09,56.67,156,101,-62.38,49.77,0.07,549.0,-68.14,50.63,7.19,-8.87,3.1,-97.27,0.19,101.15,902.0,16111.0,11.62,11.62,7.11,-1.11,-0.39,-3.07,-7.91,-32.15,6.7,-4.21,93.99,0.14,4.62,163.3,2.73
357,-131.13,56.67,72,101,-109.18,65.43,0.05,200.0,-115.72,64.83,18.6,-66.02,3.26,-175.32,0.17,74.55,918.0,101.0,7.41,50.8,7.56,-16.99,-3.25,-0.27,-17.78,-76.07,4.28,-17.26,61.17,0.11,24.55,467.52,2.43
358,-131.34,57.12,216,101,-54.07,32.99,0.03,1442.0,-55.94,33.1,6.55,23.2,4.24,-114.88,0.2,92.04,131.0,101.0,8.33,8.33,6.02,2.58,-1.78,-3.85,-4.43,-16.48,4.25,-1.26,33.32,0.08,0.0,166.43,2.39
359,-135.84,64.03,214,101,-50.64,40.31,0.08,1355.0,-56.47,40.4,7.23,23.17,4.41,-117.21,0.2,88.59,131.0,101.0,11.75,14.92,6.65,2.85,-2.02,-3.92,-4.76,-12.95,4.64,-1.07,52.99,0.11,0.0,164.04,2.43
360,-136.23,63.78,216,101,-50.6,39.5,0.07,1419.0,-55.98,39.5,7.21,23.24,4.4,-117.01,0.2,89.51,131.0,101.0,11.95,14.72,6.63,2.85,-2.0,-3.92,-4.76,-12.97,4.64,-1.07,50.72,0.11,0.0,164.06,2.43
361,-137.27,63.78,76,101,-111.53,73.04,0.06,152.0,-121.19,71.58,13.27,-33.86,3.06,-173.95,0.17,69.54,918.0,101.0,0.09,58.12,11.02,-7.39,-3.05,-0.32,-11.11,-44.22,7.96,-7.75,49.82,0.15,31.0,438.27,2.32
362,-138.08,64.34,165,101,-58.95,56.93,0.09,349.0,-67.56,55.71,11.02,-29.9,5.32,109.19,0.19,72.76,902.0,16111.0,11.16,17.56,9.55,-5.49,-1.75,5.02,-7.83,-3.58,7.81,-0.49,89.4,0.19,7.17,6095.17,2.8
363,-138.92,63.87,168,101,-59.8,58.05,0.07,317.0,-67.38,56.97,12.16,-26.57,5.34,109.64,0.19,72.01,902.0,16111.0,11.14,17.42,10.88,-5.44,-1.79,5.03,-9.1,-2.73,9.09,-0.43,89.45,0.21,7.14,7467.7,2.83
364,-141.21,62.11,153,101,-63.33,58.11,0.05,557.0,-68.0,57.25,10.08,14.94,1.15,-147.17,0.19,56.16,902.0,16111.0,11.08,17.82,9.74,2.6,-0.97,-0.62,-8.99,12.58,8.77,1.96,95.01,0.19,9.04,157.84,2.71
365,-142.84,62.21,13,101,-141.85,64.44,0.03,301.0,-143.5,62.68,3.71,0.52,1.99,-123.08,0.19,323.11,901.0,111.0,0.1,0.1,3.71,0.03,-1.08,-1.66,-3.1,-31.93,2.63,-1.64,29.74,0.04,98.89,984.76,1.99
366,-145.21,61.82,159,101,-66.48,57.13,0.03,438.0,-68.79,56.22,7.4,43.32,-3.67,-54.34,0.19,52.92,902.0,16111.0,9.95,18.41,5.39,5.08,2.14,-2.98,-7.81,15.33,7.53,2.06,93.62,0.11,8.76,5679.55,2.78
367,-147.36,65.0,216,101,-53.44,43.98,0.05,1313.0,-57.36,43.1,7.52,38.81,4.45,-102.33,0.2,71.18,131.0,101.0,8.18,18.49,5.86,4.71,-0.95,-4.35,-4.93,4.37,4.92,0.38,75.57,0.11,0.0,162.69,0.95
368,-157.05,64.13,12,101,-157.38,66.01,0.12,288.0,-146.82,61.33,3.91,0.22,1.95,-121.69,0.19,320.35,901.0,111.0,2.01,2.01,3.91,0.01,-1.02,-1.66,-3.33,-29.68,2.9,-1.65,34.16,0.05,102.03,1009.9,2.07
369,-158.4,56.52,145,101,-85.07,62.19,0.1,377.0,-73.23,62.99,2.42,-65.6,-2.12,-56.47,0.19,89.08,902.0,16111.0,6.52,23.12,1.0,-2.21,1.17,-1.77,-4.53,-61.4,2.17,-3.98,94.38,0.02,10.16,159.56,2.7
370,-160.67,55.62,118,101,-106.28,64.51,0.08,215.0,-101.01,68.43,14.36,58.77,-4.74,-89.19,0.19,26.16,902.0,182.0,8.69,8.69,7.44,12.28,0.07,-4.74,-10.63,44.9,7.53,7.51,47.81,0.11,32.61,640.44,2.07
371,-163.7,64.89,81,101,-149.1,75.35,0.08,94.0,-150.2,70.79,23.39,8.41,3.01,-126.72,0.19,2.36,926.0,182.0,10.98,10.98,23.14,3.42,-1.8,-2.42,-21.38,2.57,21.36,0.96,37.4,0.31,34.27,985.24,2.02
372,-164.25,65.33,137,101,-74.99,72.15,0.03,267.0,-70.16,72.84,11.31,-7.7,7.37,-166.61,0.19,69.14,902.0,103.0,0.83,9.77,11.21,-1.52,-7.17,-1.71,-5.16,-37.95,4.07,-3.17,182.94,0.25,19.58,147.23,1.09
373,-131.09,56.67,141,101,-62.41,54.23,0.05,463.0,-67.35,55.01,1.52,2.14,-4.55,-88.24,0.19,104.12,902.0,16111.0,10.34,10.34,1.51,0.06,0.14,-4.55,-4.78,-69.87,1.65,-4.49,87.9,0.03,10.58,160.13,2.68
374,-149.8,63.05,94,101,-109.64,72.58,0.03,250.0,-109.79,70.59,9.77,42.69,-4.65,-76.2,0.2,5.47,902.0,182.0,2.67,2.67,7.18,6.63,1.11,-4.52,-8.53,14.19,8.27,2.09,36.34,0.1,32.58,983.62,2.26
375,-122.7,40.66,166,101,-64.35,32.32,0.04,383.0,-66.83,32.75,11.21,-50.12,4.68,95.94,0.2,100.23,902.0,101.0,8.07,16.71,7.19,-8.6,-0.48,4.66,-7.78,-30.66,6.69,-3.97,89.09,0.15,10.31,341.42,2.81
376,-117.54,41.79,48,101,-105.31,46.42,0.12,274.0,-114.11,44.11,10.28,-14.18,3.49,144.04,0.19,65.71,903.0,101.0,25.89,31.54,9.96,-2.52,-2.82,2.05,-7.17,-3.63,7.16,-0.45,32.3,0.12,4.47,230.52,2.13
377,-147.99,64.86,103,101,-93.73,72.17,0.06,282.0,-93.86,68.68,6.75,49.42,-4.72,-57.81,0.2,2.04,902.0,182.0,0.5,0.5,4.39,5.13,2.51,-3.99,-6.97,9.21,6.88,1.12,50.32,0.07,35.55,767.75,2.48
378,-108.07,32.81,104,101,-73.95,33.01,0.1,527.0,-80.91,31.96,10.77,-13.31,4.98,-131.79,0.19,83.11,902.0,101.0,18.18,18.18,10.48,-2.48,-3.32,-3.71,-9.45,-40.81,7.16,-6.18,85.69,0.2,106.8,109.73,2.45
379,-108.37,32.63,139,101,-60.11,26.06,0.1,386.0,-66.4,25.83,6.17,-36.73,2.03,-170.8,0.19,90.9,902.0,101.0,14.12,14.12,4.94,-3.69,-2.0,-0.32,-4.98,-53.61,2.95,-4.01,94.82,0.1,16.84,173.83,2.7
380,-110.73,33.07,179,101,-55.26,22.42,0.09,619.0,-60.52,20.79,9.46,12.21,1.94,-115.78,0.19,71.25,902.0,101.0,2.02,2.02,9.24,2.0,-0.84,-1.74,-8.41,1.74,8.41,0.26,80.78,0.18,10.08,168.28,2.78
381,-110.97,33.16,128,101,-64.69,28.58,0.07,523.0,-68.93,26.92,13.37,19.28,2.48,-120.99,0.19,62.93,902.0,101.0,16.49,16.49,12.62,4.41,-1.28,-2.12,-11.59,11.47,11.36,2.3,83.74,0.24,36.01,68.91,2.67
382,-117.21,37.67,156,101,-63.81,28.68,0.07,556.0,-68.01,27.56,9.63,28.7,5.08,-99.47,0.19,71.45,902.0,101.0,10.86,10.86,8.44,4.62,-0.84,-5.01,-7.63,-3.17,7.61,-0.42,87.99,0.16,19.49,247.58,2.68
383,-117.22,38.08,160,101,-62.74,27.55,0.07,578.0,-67.08,26.15,10.9,3.85,3.43,-165.34,0.19,70.11,902.0,101.0,11.05,11.05,10.88,0.73,-3.32,-0.87,-7.56,-1.34,7.56,-0.18,86.4,0.21,18.46,263.39,2.68
384,-117.97,38.75,155,101,-64.13,30.29,0.07,490.0,-68.66,29.08,9.54,28.57,5.07,-98.12,0.19,71.58,902.0,101.0,12.03,12.03,8.38,4.56,-0.72,-5.02,-7.69,-3.6,7.67,-0.48,88.96,0.16,19.97,221.2,2.68
385,-119.62,39.27,98,101,-85.76,43.55,0.07,414.0,-90.71,41.91,9.51,13.38,5.0,-121.45,0.19,64.14,902.0,101.0,28.5,28.5,9.25,2.2,-2.61,-4.26,-6.94,-17.19,6.63,-2.05,79.54,0.17,38.62,114.23,2.4
386,-120.4,50.6,126,101,-64.99,47.62,0.07,508.0,-70.89,47.81,15.39,13.75,2.99,-134.61,0.19,68.39,902.0,101.0,15.38,39.74,14.95,3.66,-2.1,-2.13,-12.95,6.83,12.85,1.54,67.68,0.26,16.48,164.33,2.42
387,-120.51,50.66,5,101,-119.63,51.54,0.08,310.0,-125.85,48.82,4.44,5.42,2.28,156.96,0.18,53.06,903.0,101.0,3.66,11.73,4.42,0.42,-2.1,0.89,-2.66,29.37,2.32,1.31,8.69,0.03,50.32,583.4,1.35
388,-122.08,46.36,37,101,-113.04,50.99,0.04,310.0,-117.12,51.19,7.72,-42.38,2.49,170.48,0.19,90.16,903.0,101.0,18.33,40.63,5.7,-5.21,-2.45,0.41,-5.77,-55.67,3.25,-4.76,29.07,0.07,16.45,487.61,1.95
389,-126.22,55.0,106,101,-79.46,57.77,0.07,395.0,-87.05,56.54,9.77,-15.69,4.44,-144.3,0.19,68.97,902.0,101.0,11.79,46.42,9.41,-2.64,-3.61,-2.59,-7.79,-42.26,5.76,-5.24,66.19,0.17,34.9,147.18,2.11
390,-141.32,63.52,148,101,-62.21,60.25,0.07,520.0,-69.19,58.21,1.55,8.79,-2.73,-57.86,0.19,55.91,902.0,16111.0,10.98,18.38,1.54,0.24,1.45,-2.31,-3.63,-34.8,2.98,-2.07,95.95,0.03,9.21,159.03,2.71
391,-155.3,59.9,93,101,-121.63,70.38,0.01,211.0,-121.78,70.68,16.23,59.41,-4.67,-75.08,0.17,354.31,926.0,182.0,6.23,6.23,8.26,13.97,1.2,-4.51,-13.41,44.86,9.5,9.46,31.75,0.09,14.24,484.75,2.17
392,-122.36,38.84,95,101,-90.32,44.43,0.04,399.0,-93.12,43.99,9.32,-0.91,5.0,-137.1,0.19,77.2,902.0,101.0,28.19,30.02,9.32,-0.15,-3.66,-3.4,-6.66,-32.05,5.65,-3.53,78.9,0.18,26.28,115.05,2.2
393,-102.03,19.08,95,101,-75.16,21.13,0.04,643.0,-76.54,19.55,10.92,41.67,-4.91,-89.03,0.19,40.4,902.0,101.0,1.15,1.15,8.16,7.26,0.08,-4.91,-8.56,15.97,8.23,2.36,79.12,0.15,32.03,157.77,2.21
394,-102.85,23.15,43,101,-92.81,26.91,0.08,430.0,-97.45,25.16,14.19,-4.07,2.58,-155.97,0.2,64.6,902.0,101.0,7.76,7.76,14.16,-1.01,-2.36,-1.05,-11.98,-9.94,11.8,-2.07,41.73,0.21,15.18,132.71,2.36
395,-110.48,32.75,96,101,-79.58,35.89,0.07,524.0,-84.33,34.37,10.22,22.69,4.99,-110.68,0.19,56.97,902.0,101.0,18.37,18.37,9.43,3.94,-1.76,-4.67,-7.69,-5.35,7.65,-0.72,84.61,0.18,42.65,113.79,2.49
396,-110.67,32.67,211,101,-54.55,6.55,0.09,1086.0,-59.44,5.58,2.9,61.26,-3.66,-74.76,0.19,77.12,131.0,101.0,0.67,0.67,1.39,2.54,0.96,-3.53,-2.57,-22.52,2.37,-0.98,44.96,0.02,-0.12,140.27,2.59
397,-114.42,35.11,93,101,-84.25,39.78,0.07,508.0,-87.62,37.15,13.95,27.47,4.99,-99.72,0.17,42.86,902.0,101.0,20.93,20.93,12.38,6.44,-0.84,-4.92,-11.62,7.51,11.52,1.52,82.56,0.21,51.82,110.85,2.29
398,-115.0,39.26,132,101,-64.67,35.0,0.12,281.0,-72.57,33.18,12.0,-17.59,2.88,-149.02,0.19,70.78,902.0,101.0,23.94,23.94,11.44,-3.63,-2.47,-1.48,-10.34,-29.56,8.99,-5.1,97.2,0.23,28.88,55.91,2.71
399,-118.05,41.33,113,101,-74.97,41.87,0.11,356.0,-83.08,41.45,16.09,17.05,6.0,-145.39,0.19,81.62,902.0,101.0,27.04,31.17,15.39,4.72,-4.94,-3.41,-10.54,6.94,10.46,1.27,85.89,0.3,45.31,107.35,2.51
400,-125.53,55.92,45,101,-113.36,60.81,0.09,256.0,-121.28,57.58,9.53,-66.03,1.65,-143.42,0.17,47.94,918.0,101.0,10.48,47.33,3.87,-8.71,-1.33,-0.98,-10.03,-75.35,2.54,-9.71,1.51,0.01,19.45,269.8,1.21
401,-126.75,57.01,1,101,-126.6,57.19,0.11,295.0,-129.88,50.9,4.39,9.75,2.19,159.22,0.18,46.86,903.0,101.0,0.09,13.19,4.32,0.74,-2.05,0.78,-2.73,33.74,2.27,1.52,1.89,0.01,123.43,5273.38,0.72
402,-133.68,59.57,102,101,-85.66,64.6,0.05,322.0,-91.73,64.38,7.41,-22.95,4.79,-133.78,0.16,78.69,902.0,101.0,4.63,53.58,6.83,-2.89,-3.31,-3.46,-7.23,-61.17,3.49,-6.33,59.16,0.1,35.81,842.17,2.39
403,-138.83,62.74,131,101,-66.09,62.59,0.04,387.0,-71.33,62.11,14.39,-45.39,3.83,172.99,0.15,106.84,902.0,101.0,0.07,54.81,10.11,-10.25,-3.8,0.47,-11.64,-57.14,6.32,-9.78,100.0,0.16,14.68,162.13,2.72
404,-108.76,38.3,116,101,-65.75,35.93,0.16,509.0,-74.96,31.23,15.92,43.46,6.34,-123.14,0.19,59.85,902.0,101.0,20.07,20.07,11.55,10.95,-3.47,-5.31,-9.87,34.66,8.12,5.61,91.4,0.23,147.48,94.11,2.69
405,-109.66,28.39,113,101,-71.78,27.47,0.05,542.0,-74.81,26.42,15.72,35.29,6.47,-133.4,0.2,69.02,902.0,101.0,14.18,14.18,12.83,9.08,-4.44,-4.7,-9.47,27.33,8.41,4.35,88.52,0.26,51.81,80.55,2.57
406,-111.5,32.4,138,101,-63.12,26.94,0.06,421.0,-66.64,26.04,6.2,-12.66,2.06,-147.34,0.19,66.48,902.0,101.0,14.5,14.5,6.05,-1.36,-1.73,-1.11,-4.98,-29.59,4.33,-2.46,95.49,0.12,14.9,173.1,2.71
407,-112.12,39.86,158,101,-58.25,28.39,0.15,567.0,-67.16,25.84,9.73,29.17,5.1,-100.86,0.19,70.95,902.0,101.0,9.88,9.88,8.5,4.74,-0.96,-5.01,-7.55,-2.28,7.54,-0.3,87.34,0.17,15.49,146.54,2.68
408,-120.38,48.61,144,101,-61.63,42.8,0.06,670.0,-65.89,41.46,1.5,-82.08,-3.27,-36.33,0.19,64.47,101.0,16111.0,0.09,0.09,0.21,-1.49,2.63,-1.94,-4.45,-50.31,2.84,-3.42,62.29,0.0,4.48,170.89,2.56
409,-120.56,49.34,153,101,-60.68,41.07,0.07,672.0,-65.58,40.14,1.5,-82.08,1.85,-154.88,0.19,63.73,101.0,16111.0,0.1,0.1,0.21,-1.49,-1.67,-0.78,2.7,-122.89,-1.47,-2.27,98.0,0.0,2.79,173.09,2.76
