index,lon,lat,age,plate_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
104,-131.09,56.67,195,101,-59.19,41.15,0.02,830.0,-61.03,40.86,2.31,29.45,5.89,-112.52,0.2,82.28,131.0,101.0,7.73,7.73,2.01,1.13,-2.25,-5.44,4.29,-93.75,-0.28,-4.29,45.38,0.03,12.44,757.05,2.47
105,-149.8,63.05,69,101,-136.8,72.23,0.03,143.0,-135.38,70.29,17.25,3.7,-3.85,-80.65,0.2,346.09,918.0,182.0,2.86,2.86,17.22,1.11,0.62,-3.8,-18.03,-8.73,17.82,-2.74,28.49,0.21,18.87,601.35,2.24
106,-122.7,40.66,9,101,-121.23,42.25,0.03,358.0,-123.78,42.22,4.45,-29.04,2.38,126.37,0.2,87.68,903.0,101.0,6.02,6.02,3.89,-2.16,-1.41,1.91,-2.49,-5.77,2.48,-0.25,5.21,0.02,52.01,916.09,1.25
107,-117.54,41.79,16,101,-114.37,44.48,0.1,357.0,-122.46,43.79,4.26,-41.23,2.53,143.77,0.2,79.79,903.0,101.0,6.42,6.42,3.21,-2.81,-2.04,1.49,-1.76,-48.66,1.16,-1.32,6.29,0.02,32.68,692.79,1.35
108,-147.99,64.86,90,101,-110.39,74.57,0.06,265.0,-108.61,71.12,9.83,59.63,-4.59,-60.93,0.2,350.32,902.0,182.0,0.7,0.7,4.97,8.48,2.23,-4.01,-8.44,31.77,7.18,4.44,46.02,0.08,17.15,899.77,2.36
109,-108.07,32.81,56,101,-94.1,38.7,0.1,412.0,-101.1,36.5,10.31,-13.63,1.47,174.36,0.19,71.44,902.0,101.0,18.18,18.18,10.02,-2.43,-1.46,0.14,-8.85,-15.04,8.55,-2.3,50.26,0.15,12.99,148.9,2.34
110,-108.37,32.63,56,101,-94.44,38.54,0.1,412.0,-101.1,36.5,10.31,-13.63,1.47,174.36,0.19,71.44,902.0,101.0,18.18,18.18,10.02,-2.43,-1.46,0.14,-8.85,-15.04,8.55,-2.3,50.26,0.15,12.99,148.9,2.34
111,-110.73,33.07,64,101,-94.51,39.97,0.07,404.0,-98.9,37.54,13.29,13.67,4.22,-162.8,0.19,48.26,902.0,101.0,18.37,18.37,12.91,3.14,-4.03,-1.25,-9.08,12.05,8.88,1.9,54.18,0.21,20.38,134.23,2.12
112,-110.97,33.16,61,101,-96.13,39.64,0.07,404.0,-100.19,37.05,11.94,15.99,4.22,-163.35,0.19,47.46,902.0,101.0,18.37,18.37,11.48,3.29,-4.05,-1.21,-7.72,15.59,7.43,2.07,52.23,0.18,18.78,133.6,2.19
113,-117.21,37.67,21,101,-112.93,41.07,0.07,356.0,-117.17,38.58,9.81,8.87,2.36,-164.51,0.2,49.68,903.0,101.0,0.1,0.1,9.7,1.51,-2.27,-0.63,-7.47,6.95,7.42,0.9,4.97,0.05,35.43,492.16,1.29
114,-117.22,38.08,20,101,-113.18,41.39,0.08,363.0,-117.87,38.94,9.17,2.92,2.36,-172.12,0.19,54.71,903.0,101.0,1.05,1.05,9.15,0.47,-2.34,-0.32,-6.81,1.35,6.81,0.16,6.84,0.05,32.34,513.56,1.39
115,-117.97,38.75,19,101,-114.19,41.92,0.07,365.0,-118.65,39.39,4.11,-14.94,2.62,172.45,0.19,54.28,903.0,101.0,1.49,1.49,3.98,-1.06,-2.6,0.34,-1.56,-27.72,1.38,-0.72,8.68,0.03,36.21,647.53,1.45
116,-119.62,39.27,14,101,-117.05,41.67,0.06,382.0,-120.84,39.77,4.13,-14.97,2.58,171.08,0.18,54.14,903.0,101.0,2.22,2.22,3.99,-1.07,-2.55,0.4,-1.58,-25.14,1.43,-0.67,8.25,0.02,35.7,729.18,1.4
117,-120.4,50.6,206,101,-53.59,27.87,0.07,1061.0,-58.26,28.8,8.45,27.25,4.64,-120.08,0.19,101.07,131.0,101.0,0.28,0.28,7.52,3.87,-2.32,-4.01,-5.18,-1.27,5.18,-0.12,45.63,0.11,0.0,171.95,2.52
118,-120.51,50.66,206,101,-53.63,27.96,0.07,1061.0,-58.26,28.8,8.45,27.25,4.64,-120.08,0.19,101.07,131.0,101.0,0.28,0.28,7.52,3.87,-2.32,-4.01,-5.18,-1.27,5.18,-0.12,45.63,0.11,0.0,171.95,2.52
119,-122.08,46.36,17,101,-118.8,49.26,0.04,332.0,-122.64,48.85,4.37,-37.38,2.46,144.91,0.18,77.01,903.0,101.0,5.79,11.35,3.47,-2.65,-2.02,1.42,-1.91,-40.55,1.45,-1.24,9.22,0.02,29.32,1096.44,1.46
120,-126.22,55.0,53,101,-112.4,61.2,0.07,211.0,-119.23,58.6,25.91,-54.18,2.62,149.98,0.19,48.77,918.0,101.0,10.83,46.42,15.17,-21.01,-2.27,1.31,-23.52,-56.78,12.89,-19.68,3.0,0.06,2.07,113.7,1.39
121,-141.32,63.52,69,101,-124.13,72.66,0.03,158.0,-127.11,71.11,17.63,-68.09,3.8,-154.91,0.17,65.46,918.0,101.0,0.09,58.12,6.58,-16.36,-3.44,-1.61,-18.23,-80.27,3.08,-17.97,51.17,0.09,20.27,601.35,2.15
122,-155.3,59.9,69,101,-144.26,68.96,0.01,126.0,-144.54,69.25,16.75,3.82,-3.89,-77.53,0.2,337.49,918.0,182.0,6.19,6.19,16.71,1.11,0.84,-3.8,-17.74,-8.87,17.53,-2.74,31.13,0.21,18.87,1470.93,2.28
123,-122.36,38.84,2,101,-122.04,39.19,0.03,360.0,-123.93,38.71,-4.74,-91.85,2.38,164.09,0.19,50.31,901.0,101.0,0.1,0.1,-0.15,-4.73,-2.29,0.65,4.77,-120.93,-2.45,-4.09,19.1,0.0,44.39,998.72,1.61
124,-102.03,19.08,32,101,-95.37,22.7,0.04,496.0,-96.46,20.93,13.79,37.28,2.47,-133.16,0.19,31.08,902.0,101.0,4.0,4.0,10.97,8.35,-1.69,-1.8,-11.36,35.27,9.28,6.56,9.72,0.07,29.61,1448.4,1.67
125,-102.85,23.15,30,101,-96.44,26.71,0.05,364.0,-99.79,26.55,12.88,-19.15,2.48,169.7,0.14,86.59,902.0,101.0,0.07,11.94,12.16,-4.22,-2.44,0.44,-10.43,-21.2,9.73,-3.77,9.96,0.06,28.75,480.04,1.66
126,-110.48,32.75,58,101,-96.39,38.93,0.07,408.0,-100.92,36.77,9.39,5.56,1.47,-161.71,0.19,47.29,902.0,101.0,18.37,18.37,9.35,0.91,-1.4,-0.46,-7.96,3.12,7.95,0.43,51.09,0.15,10.78,133.46,2.3
127,-110.67,32.67,68,101,-92.61,40.03,0.07,375.0,-97.1,38.07,13.7,17.04,5.17,-125.91,0.19,49.37,902.0,101.0,18.37,18.37,13.1,4.01,-3.03,-4.19,-10.08,-1.06,10.08,-0.19,56.24,0.21,23.53,130.19,2.32
128,-114.42,35.11,18,101,-110.82,38.06,0.1,388.0,-118.16,38.82,4.08,-4.45,2.63,-177.33,0.17,44.33,903.0,101.0,0.09,0.09,4.07,-0.32,-2.62,-0.12,-1.51,-17.15,1.45,-0.45,6.21,0.02,36.2,593.86,1.36
129,-115.0,39.26,110,101,-74.77,39.91,0.12,435.0,-82.93,37.53,16.09,33.99,6.13,-130.31,0.19,65.55,902.0,101.0,26.25,26.25,13.34,8.99,-3.97,-4.68,-10.32,24.51,9.39,4.28,86.45,0.26,76.06,107.03,2.49
130,-118.05,41.33,15,101,-115.15,43.87,0.09,363.0,-122.63,43.43,4.25,-41.16,2.53,143.72,0.2,79.77,903.0,101.0,6.22,6.22,3.2,-2.8,-2.04,1.5,-1.75,-48.48,1.16,-1.31,7.14,0.02,34.35,712.09,1.38
131,-125.53,55.92,176,101,-56.41,47.85,0.1,352.0,-65.22,47.39,10.34,-2.39,1.94,-130.49,0.19,83.08,902.0,16111.0,6.43,6.43,10.33,-0.43,-1.26,-1.47,-9.27,-11.86,9.07,-1.91,55.1,0.17,1.84,6721.5,2.53
132,-126.75,57.01,201,101,-54.56,37.4,0.06,964.0,-59.01,37.16,8.33,41.53,4.82,-111.56,0.2,85.2,131.0,101.0,6.73,6.73,6.23,5.52,-1.77,-4.49,-4.56,13.38,4.44,1.06,47.43,0.1,0.0,168.52,2.49
133,-133.68,59.57,171,101,-60.29,53.83,0.06,346.0,-66.25,54.18,10.21,-12.65,1.91,-139.94,0.19,92.45,902.0,16111.0,12.66,12.66,9.96,-2.24,-1.46,-1.23,-9.18,-22.17,8.5,-3.46,85.36,0.19,4.98,7137.92,2.81
134,-138.83,62.74,73,101,-117.01,71.97,0.04,155.0,-123.67,71.36,15.17,-57.66,3.03,-174.82,0.17,67.78,918.0,101.0,0.09,58.12,8.11,-12.82,-3.01,-0.27,-14.05,-68.81,5.08,-13.1,44.84,0.11,38.46,510.36,2.06
135,-108.76,38.3,30,101,-101.6,42.11,0.15,279.0,-109.56,36.05,11.51,6.56,2.43,-166.0,0.18,57.77,902.0,101.0,0.09,4.65,11.44,1.31,-2.36,-0.59,-9.11,4.64,9.08,0.74,0.63,0.02,17.06,374.2,0.83
136,-109.66,28.39,57,101,-96.1,34.47,0.05,431.0,-99.02,32.89,9.48,-2.36,1.58,-170.16,0.2,57.0,902.0,101.0,14.18,14.18,9.48,-0.39,-1.55,-0.27,-7.95,-4.86,7.92,-0.67,42.89,0.14,2.59,175.65,2.38
137,-111.5,32.4,68,101,-93.56,39.84,0.06,375.0,-97.1,38.07,13.7,17.04,5.17,-125.91,0.19,49.37,902.0,101.0,18.37,18.37,13.1,4.01,-3.03,-4.19,-10.08,-1.06,10.08,-0.19,56.24,0.21,23.53,130.19,2.32
138,-112.12,39.86,36,101,-103.19,44.05,0.15,369.0,-111.16,37.78,12.32,21.11,2.84,-135.83,0.18,39.3,903.0,101.0,25.31,25.31,11.5,4.44,-2.04,-1.98,-9.75,14.71,9.43,2.48,20.91,0.11,15.98,296.67,1.91
139,-120.38,48.61,89,101,-87.85,54.94,0.06,464.0,-94.15,55.78,13.61,-44.9,4.88,-163.39,0.19,101.66,902.0,101.0,17.2,41.01,9.64,-9.6,-4.68,-1.4,-12.05,-65.77,4.95,-10.99,74.34,0.18,28.12,146.54,2.33
140,-120.56,49.34,199,101,-55.39,29.81,0.07,976.0,-59.62,31.24,3.23,-10.39,5.71,-140.86,0.2,116.9,131.0,101.0,0.1,24.15,3.18,-0.58,-4.43,-3.6,4.34,-106.95,-1.27,-4.15,43.46,0.05,0.0,173.26,2.46
141,-120.84,39.47,143,101,-67.44,35.28,0.05,416.0,-70.79,34.56,2.26,25.17,-4.5,-67.56,0.19,76.48,902.0,101.0,10.26,14.16,2.05,0.96,1.72,-4.16,-4.94,-40.45,3.76,-3.21,96.26,0.04,3.78,177.89,2.71
142,-121.05,39.22,143,101,-67.76,35.13,0.04,416.0,-70.79,34.56,2.26,25.17,-4.5,-67.56,0.19,76.48,902.0,101.0,10.26,14.16,2.05,0.96,1.72,-4.16,-4.94,-40.45,3.76,-3.21,96.26,0.04,3.78,177.89,2.71
143,-121.23,39.41,143,101,-67.8,35.36,0.04,411.0,-70.9,34.94,2.25,25.3,-4.51,-67.47,0.19,76.42,902.0,101.0,9.87,14.54,2.03,0.96,1.73,-4.16,-4.94,-40.49,3.76,-3.21,96.33,0.04,3.78,177.89,2.71
144,-122.6,51.13,57,101,-107.96,57.89,0.05,324.0,-112.26,55.95,9.82,-0.29,0.85,-173.3,0.16,46.07,902.0,101.0,16.65,41.56,9.82,-0.05,-0.85,-0.1,-8.98,-1.05,8.97,-0.16,3.72,0.03,0.04,260.95,1.42
145,-124.5,54.45,164,101,-58.6,44.74,0.1,474.0,-66.04,42.39,10.6,-2.73,3.07,151.94,0.19,64.02,902.0,16111.0,4.2,4.2,10.58,-0.51,-2.71,1.44,-7.93,6.53,7.88,0.9,94.75,0.21,11.15,318.78,2.85
146,-126.97,54.02,74,101,-103.35,62.51,0.06,225.0,-109.19,60.67,11.51,-6.14,3.42,-149.46,0.19,53.86,918.0,101.0,12.35,45.86,11.45,-1.23,-2.94,-1.74,-9.02,-19.37,8.51,-2.99,65.16,0.2,35.71,1311.23,2.49
147,-127.21,53.75,83,101,-97.81,62.21,0.05,225.0,-103.49,60.79,6.54,19.84,4.79,-127.26,0.19,57.66,918.0,101.0,12.35,45.86,6.15,2.22,-2.9,-3.81,-3.64,-26.25,3.27,-1.61,65.26,0.11,33.18,996.86,2.57
148,-130.25,56.5,194,101,-59.12,41.24,0.03,796.0,-61.31,40.92,2.35,28.83,5.88,-112.5,0.2,81.83,131.0,101.0,7.33,7.33,2.06,1.13,-2.25,-5.43,4.29,-93.0,-0.22,-4.28,49.49,0.03,82.62,162.02,2.5
149,-130.27,56.47,194,101,-59.15,41.22,0.03,796.0,-61.31,40.92,2.35,28.83,5.88,-112.5,0.2,81.83,131.0,101.0,7.33,7.33,2.06,1.13,-2.25,-5.43,4.29,-93.0,-0.22,-4.28,49.49,0.03,82.62,162.02,2.5
150,-117.98,40.82,3,101,-117.46,41.34,0.09,364.0,-123.36,38.48,-4.71,-95.35,2.39,161.44,0.12,53.39,901.0,101.0,0.06,0.06,-0.44,-4.69,-2.27,0.76,4.78,-124.61,-2.72,-3.94,18.62,0.0,48.52,1635.02,1.61
152,-101.26,21.02,29,101,-95.17,24.45,0.06,299.0,-97.73,21.59,13.3,27.06,2.46,-146.58,0.18,41.36,902.0,101.0,5.84,6.35,11.84,6.05,-2.05,-1.35,-10.86,25.68,9.78,4.7,7.72,0.07,20.09,1854.88,1.56
153,-101.64,18.88,34,101,-94.45,22.53,0.03,495.0,-95.19,20.66,17.89,55.44,3.06,-112.86,0.2,21.0,902.0,101.0,2.79,2.79,10.15,14.74,-1.19,-2.82,-14.91,53.0,8.97,11.91,11.92,0.08,28.94,238.61,1.78
154,-105.93,24.1,35,101,-98.22,27.99,0.05,456.0,-100.69,26.12,18.37,24.77,3.02,-141.9,0.19,48.57,902.0,101.0,10.49,10.49,16.68,7.69,-2.38,-1.86,-15.44,22.13,14.31,5.82,17.27,0.15,25.58,391.28,1.91
155,-109.5,30.3,51,101,-97.06,35.24,0.07,374.0,-101.31,33.61,10.81,-11.02,3.17,153.69,0.2,65.68,903.0,101.0,16.24,16.24,10.61,-2.07,-2.84,1.41,-7.8,-4.82,7.77,-0.66,35.36,0.14,33.41,246.18,2.34
156,-110.72,31.49,60,101,-96.47,37.8,0.06,408.0,-100.5,36.72,9.37,-18.41,4.22,172.47,0.19,71.26,902.0,101.0,18.18,18.18,8.89,-2.96,-4.19,0.55,-5.29,-27.16,4.71,-2.41,51.31,0.14,12.64,138.01,2.25
157,-111.0,33.38,60,101,-96.59,39.7,0.07,407.0,-100.62,36.88,9.38,5.58,4.22,-163.53,0.19,47.2,902.0,101.0,18.37,18.37,9.34,0.91,-4.05,-1.2,-5.3,-3.14,5.29,-0.29,51.31,0.15,12.64,138.01,2.25
158,-111.12,31.87,55,101,-97.7,37.78,0.06,363.0,-101.32,36.3,16.16,-5.21,2.97,148.86,0.19,71.4,902.0,101.0,18.18,18.18,16.09,-1.47,-2.55,1.54,-13.55,0.24,13.55,0.06,48.28,0.24,17.61,161.83,2.38
159,-111.4,40.62,33,101,-103.36,44.72,0.17,377.0,-111.94,37.57,12.77,22.26,2.78,-137.11,0.18,39.13,903.0,101.0,25.83,25.83,11.81,4.84,-2.04,-1.9,-10.19,16.88,9.75,2.96,9.76,0.08,16.28,329.77,1.67
160,-111.8,32.96,63,101,-96.14,39.8,0.06,403.0,-99.49,37.52,13.3,13.7,4.22,-162.98,0.19,47.9,902.0,101.0,18.56,18.56,12.92,3.15,-4.04,-1.24,-9.08,12.18,8.88,1.92,53.31,0.2,33.62,132.39,2.11
161,-119.2,38.98,167,101,-62.0,30.18,0.06,439.0,-65.87,29.05,11.28,-21.35,4.78,126.64,0.19,72.12,902.0,101.0,12.17,12.17,10.51,-4.11,-2.85,3.84,-7.65,-2.18,7.65,-0.29,87.62,0.2,12.87,422.34,2.8
162,-127.48,50.6,171,101,-62.3,44.29,0.02,453.0,-64.03,43.6,10.36,23.92,1.95,-104.82,0.18,57.58,902.0,16111.0,1.73,1.73,9.47,4.2,-0.5,-1.88,-9.27,14.49,8.97,2.32,60.13,0.15,2.61,169.42,2.56
163,-133.43,57.8,55,101,-120.51,64.67,0.04,175.0,-125.31,64.4,-23.78,-96.9,2.28,107.63,0.16,82.6,918.0,101.0,4.57,52.68,-2.86,-23.61,-0.69,2.17,21.72,-99.4,-3.55,-21.42,25.16,0.0,2.46,738.16,2.06
164,-134.38,58.27,55,101,-121.65,65.16,0.03,174.0,-125.46,64.56,23.77,-70.45,2.27,134.1,0.19,55.86,918.0,101.0,4.4,52.86,7.96,-22.4,-1.58,1.63,-21.71,-72.95,6.36,-20.76,26.52,0.09,17.65,738.16,2.11
165,-134.58,58.37,55,101,-121.89,65.26,0.03,174.0,-125.46,64.56,23.77,-70.45,2.27,134.1,0.19,55.86,918.0,101.0,4.4,52.86,7.96,-22.4,-1.58,1.63,-21.71,-72.95,6.36,-20.76,26.52,0.09,17.65,738.16,2.11
166,-135.08,58.86,55,101,-122.47,65.76,0.03,171.0,-126.08,65.05,23.72,-83.58,2.26,121.05,0.18,67.94,918.0,101.0,3.84,53.41,2.65,-23.58,-1.17,1.94,-21.67,-86.08,1.48,-21.62,32.41,0.03,17.65,738.16,2.3
167,-108.09,37.41,68,101,-88.97,44.46,0.15,368.0,-98.2,39.07,13.71,17.02,5.15,-125.62,0.19,48.68,902.0,101.0,19.69,19.69,13.11,4.01,-3.0,-4.19,-10.12,-1.06,10.12,-0.19,56.05,0.21,23.53,130.19,2.32
169,-110.32,30.95,56,101,-96.71,37.01,0.06,415.0,-100.88,35.96,10.29,-13.65,1.49,174.42,0.19,71.57,902.0,101.0,17.62,17.62,10.0,-2.43,-1.48,0.14,-8.82,-15.1,8.52,-2.3,50.26,0.15,12.99,140.47,2.34
170,-115.13,35.48,73,101,-94.52,42.98,0.07,356.0,-97.48,39.95,13.48,29.11,3.74,-122.48,0.18,34.07,902.0,101.0,21.45,21.45,11.78,6.56,-2.01,-3.15,-10.35,19.19,9.78,3.4,58.65,0.19,21.29,126.27,2.41
171,-122.78,50.76,89,101,-89.52,57.43,0.05,467.0,-94.08,56.33,13.57,-0.4,4.87,-118.74,0.19,57.12,902.0,101.0,16.63,41.58,13.57,-0.1,-2.34,-4.27,-12.04,-21.29,11.21,-4.37,74.34,0.25,28.12,146.54,2.33
172,-124.07,55.13,186,101,-56.49,42.7,0.1,454.0,-64.28,41.86,8.81,38.62,9.11,172.8,0.2,259.41,101.0,16111.0,5.99,19.11,6.88,5.5,-9.04,1.14,6.97,108.0,-2.15,6.63,54.46,0.12,5.77,214.82,2.53
173,-127.37,53.8,50,101,-114.45,59.37,0.05,215.0,-118.97,57.51,7.43,-14.0,2.63,149.92,0.19,49.51,903.0,101.0,11.39,45.86,7.21,-1.8,-2.27,1.32,-4.96,-5.48,4.94,-0.47,0.04,0.01,69.78,284.09,0.22
174,-131.45,57.12,208,101,-55.62,36.01,0.03,1190.0,-57.51,35.99,8.29,41.77,4.86,-112.51,0.2,88.54,131.0,101.0,8.33,8.33,6.18,5.52,-1.86,-4.49,-4.42,13.75,4.29,1.05,34.74,0.08,0.0,167.49,2.39
175,-144.9,64.45,90,101,-106.26,73.77,0.04,272.0,-106.78,71.21,9.88,59.09,-4.58,-61.16,0.2,352.05,902.0,182.0,0.1,0.1,5.08,8.48,2.21,-4.01,-8.52,31.46,7.26,4.44,48.83,0.08,24.22,899.77,2.4
176,-110.76,31.83,62,101,-95.6,38.44,0.06,405.0,-99.65,37.05,13.17,-7.57,4.22,172.84,0.19,71.79,902.0,101.0,18.18,18.18,13.05,-1.74,-4.19,0.53,-8.95,-7.78,8.86,-1.21,52.35,0.21,41.37,122.92,2.15
177,-110.76,31.83,57,101,-96.94,37.97,0.06,410.0,-100.95,36.56,9.65,-17.64,1.47,174.32,0.19,71.4,902.0,101.0,18.18,18.18,9.2,-2.93,-1.47,0.15,-8.22,-19.87,7.73,-2.79,50.41,0.14,22.9,138.36,2.33
178,-111.95,32.87,71,101,-92.38,40.09,0.06,375.0,-95.83,38.13,13.46,14.6,3.74,-137.92,0.19,49.89,902.0,101.0,18.75,18.75,13.03,3.39,-2.78,-2.51,-10.29,4.91,10.25,0.88,57.68,0.21,33.22,126.8,2.39
179,-111.95,32.87,66,101,-94.94,40.15,0.06,407.0,-98.18,37.99,12.25,11.12,4.22,-162.43,0.19,48.72,902.0,101.0,18.56,18.56,12.02,2.36,-4.02,-1.27,-8.07,7.76,7.99,1.09,55.85,0.19,30.68,132.31,2.24
180,-112.14,40.54,39,101,-102.13,44.79,0.16,351.0,-110.71,38.2,11.96,20.9,2.85,-135.49,0.18,39.26,903.0,101.0,25.24,25.24,11.18,4.27,-2.03,-1.99,-9.41,14.1,9.12,2.29,25.62,0.12,19.46,266.51,1.93
181,-112.14,40.54,34,101,-103.83,44.69,0.16,371.0,-111.97,37.83,12.41,21.51,2.83,-135.9,0.18,39.01,903.0,101.0,25.96,25.96,11.54,4.55,-2.03,-1.97,-9.84,15.31,9.49,2.6,21.06,0.11,16.32,320.76,1.94
182,-158.2,62.04,74,101,-145.16,71.63,0.03,115.0,-144.75,69.7,12.41,18.89,2.99,-117.65,0.19,356.2,918.0,182.0,7.54,7.54,11.74,4.02,-1.39,-2.65,-10.45,7.42,10.36,1.35,43.08,0.17,20.7,494.27,2.05
183,-158.2,62.04,69,101,-148.86,70.98,0.03,119.0,-148.25,69.05,16.54,-16.41,3.88,-96.34,0.19,354.09,918.0,182.0,7.54,7.54,15.86,-4.67,-0.43,-3.86,-17.62,-29.12,15.39,-8.57,33.53,0.2,18.87,1470.93,2.28
184,-108.74,28.65,31,101,-101.95,32.53,0.06,429.0,-105.58,30.5,12.74,10.48,2.47,-161.73,0.2,55.54,902.0,101.0,17.05,17.05,12.52,2.32,-2.35,-0.77,-10.29,8.67,10.18,1.55,5.69,0.07,22.06,460.34,1.48
185,-108.74,28.65,26,101,-103.2,32.21,0.06,333.0,-107.05,32.75,10.7,26.25,2.45,-145.26,0.16,35.54,902.0,101.0,0.08,0.08,9.6,4.73,-2.01,-1.39,-8.28,23.81,7.58,3.35,4.1,0.04,23.08,547.68,1.28
186,-112.53,46.02,63,101,-95.03,52.85,0.16,321.0,-110.35,54.08,12.41,-38.2,4.04,145.46,0.19,91.37,902.0,101.0,19.29,38.93,9.75,-7.67,-3.32,2.29,-8.39,-39.94,6.43,-5.38,11.92,0.07,0.01,212.64,1.8
187,-112.53,46.02,58,101,-96.98,52.28,0.16,326.0,-112.1,53.57,9.59,-45.49,0.92,145.03,0.19,90.64,902.0,101.0,19.1,39.11,6.72,-6.84,-0.76,0.53,-8.68,-46.69,5.95,-6.32,11.33,0.05,0.36,252.13,1.68
188,-126.89,54.81,55,101,-112.85,61.49,0.07,211.0,-118.94,59.05,24.57,-52.31,2.43,150.98,0.19,48.67,918.0,101.0,10.83,46.42,15.02,-19.45,-2.12,1.18,-22.35,-54.78,12.89,-18.26,9.31,0.1,1.09,461.56,1.65
189,-126.89,54.81,50,101,-113.76,60.36,0.07,212.0,-119.66,57.93,7.34,-14.17,2.61,149.7,0.19,48.93,903.0,101.0,10.83,46.42,7.11,-1.8,-2.25,1.32,-4.89,-5.57,4.87,-0.47,0.73,0.01,69.78,284.09,1.03
190,-147.35,65.07,91,101,-107.75,74.55,0.06,271.0,-105.6,71.06,9.93,58.72,-4.59,-60.92,0.2,352.99,902.0,182.0,0.1,0.1,5.16,8.48,2.23,-4.01,-8.6,31.14,7.37,4.45,50.19,0.08,23.58,924.2,2.43
191,-147.35,65.07,86,101,-115.05,75.14,0.06,259.0,-111.67,71.73,11.93,52.13,-4.53,-62.07,0.2,348.17,902.0,182.0,0.1,0.1,7.33,9.42,2.12,-4.0,-10.87,29.76,9.44,5.39,39.85,0.11,17.92,996.51,2.26
192,-154.31,60.35,62,101,-146.28,67.85,0.04,156.0,-142.66,66.0,11.67,38.78,3.38,-112.05,0.19,321.67,918.0,182.0,3.01,5.63,9.09,7.31,-1.27,-3.13,-8.87,27.99,7.83,4.16,28.12,0.1,21.35,1142.26,2.29
193,-154.31,60.35,57,101,-147.01,67.28,0.04,162.0,-143.15,65.54,9.61,24.81,0.25,-98.16,0.2,322.24,918.0,182.0,3.05,5.45,8.73,4.03,-0.04,-0.25,-9.48,23.44,8.7,3.77,40.61,0.13,20.29,1349.43,2.35
194,-135.9,57.86,56,101,-123.48,64.98,0.01,224.0,-125.23,64.6,9.65,-75.59,0.48,134.33,0.16,82.49,918.0,101.0,5.53,52.68,2.4,-9.35,-0.34,0.34,-9.24,-77.17,2.05,-9.01,57.54,0.03,20.35,498.0,2.21
195,-135.9,57.86,51,101,-123.96,63.89,0.01,177.0,-125.65,63.53,-24.61,-101.33,2.46,106.62,0.16,83.07,918.0,101.0,4.57,52.68,-4.84,-24.13,-0.7,2.36,22.45,-104.28,-5.54,-21.75,13.4,0.0,10.46,290.73,1.75
196,-146.35,61.13,56,101,-136.87,68.25,0.0,183.0,-136.85,68.29,9.53,46.16,0.27,-108.77,0.2,309.49,918.0,182.0,1.69,1.69,6.6,6.87,-0.09,-0.26,-9.28,45.36,6.52,6.6,46.73,0.1,20.35,1355.83,2.38
197,-146.35,61.13,51,101,-136.69,67.24,0.02,141.0,-135.26,66.3,23.56,5.49,2.3,-144.74,0.2,323.4,918.0,111.0,1.68,1.68,23.45,2.26,-1.87,-1.33,-21.58,2.45,21.56,0.92,27.46,0.28,16.3,290.73,2.06
198,-148.01,60.85,56,101,-139.0,67.94,0.01,179.0,-138.18,67.67,9.51,46.28,0.26,-102.79,0.2,308.26,918.0,182.0,2.48,2.48,6.57,6.87,-0.06,-0.26,-9.28,45.36,6.52,6.6,45.95,0.1,20.35,1355.83,2.38
199,-148.01,60.85,51,101,-138.75,66.95,0.02,138.0,-136.43,65.94,23.31,5.55,2.28,-144.39,0.2,322.34,918.0,111.0,2.27,2.27,23.2,2.26,-1.85,-1.33,-21.35,2.48,21.33,0.92,28.78,0.29,16.3,290.73,2.09
200,-149.16,60.95,56,101,-140.5,68.02,0.02,178.0,-138.5,67.52,9.5,46.31,0.26,-101.25,0.2,307.96,918.0,182.0,2.68,2.68,6.56,6.87,-0.05,-0.26,-9.28,45.36,6.52,6.6,45.21,0.1,20.35,1355.83,2.39
201,-149.16,60.95,51,101,-140.18,67.04,0.03,136.0,-137.19,65.7,23.14,5.59,2.26,-144.15,0.2,321.64,918.0,111.0,2.67,2.67,23.03,2.26,-1.83,-1.33,-21.2,2.5,21.18,0.92,30.08,0.29,16.3,290.73,2.13
202,-149.37,60.49,56,101,-140.71,67.55,0.01,175.0,-139.44,67.05,9.49,46.41,0.26,-96.52,0.2,307.1,918.0,182.0,3.28,3.28,6.54,6.87,-0.03,-0.26,-9.28,45.36,6.52,6.6,45.83,0.1,20.35,1355.83,2.38
203,-149.37,60.49,51,101,-140.42,66.58,0.03,134.0,-137.93,65.45,22.97,5.63,2.25,-143.91,0.2,320.96,918.0,111.0,3.06,3.06,22.86,2.26,-1.82,-1.33,-21.04,2.51,21.02,0.92,31.02,0.29,16.3,290.73,2.18
204,-149.53,60.88,56,101,-140.97,67.94,0.02,177.0,-138.82,67.36,9.5,46.34,0.26,-99.69,0.2,307.67,918.0,182.0,2.88,2.88,6.56,6.87,-0.04,-0.26,-9.28,45.35,6.52,6.6,45.83,0.1,20.35,1355.83,2.38
205,-149.53,60.88,51,101,-140.64,66.97,0.03,135.0,-137.56,65.57,23.06,5.61,2.26,-144.03,0.2,321.3,918.0,111.0,2.86,2.86,22.95,2.26,-1.83,-1.33,-21.12,2.5,21.1,0.92,31.37,0.29,16.3,290.73,2.19
