subducting convergence velocity obliquity angle,trench absolute velocity obliquity angle,subducting plate absolute velocity obliquity angle,subducting convergence velocity magnitude,trench absolute velocity magnitude,subducting plate absolute velocity magnitude,sea floor age,sediment thickness,Label
49.42,-57.81,9.21,6.75,-4.72,-6.97,50.32,767.75,0
-13.31,-131.79,-40.81,10.77,4.98,-9.45,85.69,109.73,0
-36.73,-170.8,-53.61,6.17,2.03,-4.98,94.82,173.83,0
12.21,-115.78,1.74,9.46,1.94,-8.41,80.78,168.28,0
19.28,-120.99,11.47,13.37,2.48,-11.59,83.74,68.91,0
28.7,-99.47,-3.17,9.63,5.08,-7.63,87.99,247.58,0
3.85,-165.34,-1.34,10.9,3.43,-7.56,86.4,263.39,0
28.57,-98.12,-3.6,9.54,5.07,-7.69,88.96,221.2,0
13.38,-121.45,-17.19,9.51,5.0,-6.94,79.54,114.23,0
13.75,-134.61,6.83,15.39,2.99,-12.95,67.68,164.33,0
5.42,156.96,29.37,4.44,2.28,-2.66,8.69,583.4,0
-42.38,170.48,-55.67,7.72,2.49,-5.77,29.07,487.61,0
-15.69,-144.3,-42.26,9.77,4.44,-7.79,66.19,147.18,0
8.79,-57.86,-34.8,1.55,-2.73,-3.63,95.95,159.03,0
59.41,-75.08,44.86,16.23,-4.67,-13.41,31.75,484.75,0
-0.91,-137.1,-32.05,9.32,5.0,-6.66,78.9,115.05,0
41.67,-89.03,15.97,10.92,-4.91,-8.56,79.12,157.77,0
-4.07,-155.97,-9.94,14.19,2.58,-11.98,41.73,132.71,0
22.69,-110.68,-5.35,10.22,4.99,-7.69,84.61,113.79,0
61.26,-74.76,-22.52,2.9,-3.66,-2.57,44.96,140.27,0
27.47,-99.72,7.51,13.95,4.99,-11.62,82.56,110.85,0
-17.59,-149.02,-29.56,12.0,2.88,-10.34,97.2,55.91,0
17.05,-145.39,6.94,16.09,6.0,-10.54,85.89,107.35,0
-66.03,-143.42,-75.35,9.53,1.65,-10.03,1.51,269.8,0
9.75,159.22,33.74,4.39,2.19,-2.73,1.89,5273.38,0
-22.95,-133.78,-61.17,7.41,4.79,-7.23,59.16,842.17,0
-45.39,172.99,-57.14,14.39,3.83,-11.64,100.0,162.13,0
43.46,-123.14,34.66,15.92,6.34,-9.87,91.4,94.11,0
35.29,-133.4,27.33,15.72,6.47,-9.47,88.52,80.55,0
-12.66,-147.34,-29.59,6.2,2.06,-4.98,95.49,173.1,0
29.17,-100.86,-2.28,9.73,5.1,-7.55,87.34,146.54,0
-82.08,-36.33,-50.31,1.5,-3.27,-4.45,62.29,170.89,0
-82.08,-154.88,-122.89,1.5,1.85,2.7,98.0,173.09,0
6.17,-138.32,-0.9,14.57,2.67,-12.5,68.88,71.05,0
5.17,-123.33,-15.52,13.45,5.0,-11.04,79.02,114.7,0
25.28,-101.1,-6.67,9.55,5.04,-7.72,88.75,187.2,0
-43.02,134.92,134.56,0.87,5.61,4.74,76.86,166.99,0
0.7,-130.86,-38.25,7.77,4.89,-5.8,66.11,147.79,0
8.44,-123.78,-31.08,7.65,4.87,-5.65,65.33,149.13,0
-7.77,-126.01,-28.98,13.26,4.83,-11.76,66.61,991.31,0
-34.02,-151.42,-55.67,12.81,4.74,-11.41,55.61,880.09,0
-30.53,167.07,-33.31,10.46,1.41,-9.12,94.7,164.74,0
30.74,-93.62,-38.98,4.59,5.27,-4.61,48.12,160.22,0
10.92,-108.63,-16.75,10.72,4.98,-9.31,87.04,116.86,0
7.97,-86.86,-42.09,3.55,-3.91,-5.08,57.35,106.44,0
13.35,-162.53,10.17,5.2,2.52,-2.69,10.63,2473.71,0
14.43,-133.97,1.25,11.48,3.7,-8.57,65.58,80.7,0
3.26,-170.03,-1.37,11.45,4.49,-7.02,83.28,116.68,0
-10.6,-159.14,-22.19,12.78,3.74,-9.8,65.51,106.09,0
5.31,-137.16,-16.96,13.45,5.89,-9.47,86.93,106.82,0
50.55,-68.9,2.72,8.67,-6.76,-7.97,70.6,228.61,0
48.67,-79.71,-17.07,3.45,-3.56,-3.07,58.67,105.34,0
13.21,-134.83,1.51,12.81,3.74,-9.85,67.03,89.47,0
-128.18,126.02,-157.11,-4.76,2.36,4.71,21.88,1566.09,0
14.37,-75.92,-54.47,1.78,-4.53,-4.86,74.24,168.52,0
-15.08,-170.97,-22.39,19.38,4.72,-15.19,87.21,158.56,0
24.96,-113.73,-13.65,6.74,4.28,-4.53,34.8,165.77,0
-28.48,-169.47,-40.27,14.2,3.75,-11.53,101.89,162.13,0
-49.07,91.39,-23.59,11.25,5.36,-7.9,94.5,6095.17,0
7.85,-136.81,-4.58,11.05,3.19,-8.65,86.69,124.3,0
-10.65,-159.13,-22.33,12.72,3.74,-9.74,65.51,106.09,0
7.82,-136.21,-4.53,11.1,3.16,-8.74,88.27,124.3,0
-43.01,-179.89,-163.32,0.87,2.65,2.1,96.0,159.12,0
8.24,-122.96,-30.69,7.78,4.89,-5.83,66.76,147.78,0
5.71,-143.56,-1.1,15.56,3.04,-13.04,80.95,160.53,0
23.2,-114.98,-16.49,6.55,4.24,-4.43,33.17,166.8,0
57.99,-60.45,30.52,10.02,-4.61,-8.78,50.29,959.85,0
26.42,-108.65,-4.74,9.9,5.25,-7.22,84.76,115.97,0
-13.16,-132.52,-40.54,10.81,4.98,-9.42,85.54,106.78,0
-10.22,-133.73,-23.13,10.77,2.59,-9.6,95.53,172.05,0
36.59,-83.96,0.06,8.83,-5.31,-7.67,49.1,142.72,0
-4.55,-134.86,-16.7,11.65,2.8,-10.08,97.02,58.78,0
47.29,-117.67,37.77,16.0,6.28,-10.08,91.41,94.59,0
2.55,-117.97,-25.85,4.05,1.92,-3.5,35.03,1023.82,0
49.95,-94.25,32.55,12.66,4.69,-9.3,34.36,408.22,0
48.18,-91.6,-46.08,2.61,3.67,-2.39,49.59,107.83,0
-2.59,150.52,16.69,11.15,5.13,-6.95,78.97,166.65,0
6.58,-106.23,-39.31,8.87,6.91,-8.9,56.65,187.83,0
-49.82,176.01,-75.02,10.96,4.92,-8.3,73.26,158.17,0
12.71,-131.55,2.1,18.74,4.76,-15.13,93.49,161.14,0
12.71,-131.55,2.1,18.74,4.76,-15.13,93.49,161.14,0
38.81,-102.25,4.37,7.52,4.45,-4.94,66.97,162.89,0
68.3,-59.65,17.32,5.84,-4.64,-4.7,53.39,1160.99,0
55.16,-173.38,125.87,8.28,8.94,7.09,56.07,5546.7,0
2.61,-153.89,0.03,9.66,0.95,-8.79,86.34,145.52,0
15.15,-99.49,-14.33,3.48,1.71,-3.18,25.21,774.48,0
44.63,-111.62,17.1,8.23,4.91,-4.21,72.79,166.35,0
9.53,-62.94,2.07,9.02,-1.28,-9.49,11.94,368.21,0
34.93,-77.94,11.98,11.78,-4.58,-10.83,37.74,991.31,0
10.75,-61.75,3.77,9.98,-1.31,-10.46,12.64,269.8,0
36.96,169.31,107.86,8.41,9.03,7.06,52.06,5546.7,0
-40.89,-32.64,-37.14,2.46,-2.11,-4.56,94.45,159.56,0
12.58,146.37,17.73,8.44,1.02,-7.77,87.96,6587.38,0
36.92,-100.11,26.28,13.46,3.05,-11.43,35.03,438.27,0
-45.39,172.99,-57.14,14.39,3.83,-11.64,100.0,162.13,0
76.53,-74.14,64.32,14.45,-4.55,-10.71,54.55,471.85,0
63.95,-99.56,40.05,8.03,5.06,-3.46,66.26,160.74,0
56.7,-75.47,0.59,5.48,-4.67,-4.15,34.11,948.96,0
-46.31,173.78,-58.39,14.28,3.79,-11.64,104.26,162.51,0
25.53,-107.47,-6.12,9.81,5.22,-7.33,85.8,141.61,0
3.68,-138.68,-8.2,16.92,4.58,-13.61,91.59,64.71,0
27.91,-114.99,16.17,16.98,4.59,-13.63,91.95,61.47,0
-19.0,132.5,0.22,11.25,5.03,-7.23,84.5,137.35,0
43.51,-123.92,35.16,15.9,6.35,-9.8,90.33,76.82,0
-8.96,-147.0,-21.09,13.33,3.47,-11.01,107.69,168.0,0
43.06,177.35,111.08,8.87,8.99,6.92,52.82,233.02,0
-13.54,166.58,-13.89,4.37,2.41,-1.96,13.63,1042.36,0
-32.38,-154.54,-59.66,8.81,4.03,-7.47,56.79,145.59,0
-56.73,-80.86,-68.89,2.19,-2.2,-4.3,83.13,159.33,0
25.21,-113.28,-13.74,6.68,4.27,-4.5,35.16,166.1,0
-47.11,173.46,-73.77,7.69,3.75,-5.42,99.59,159.86,0
-47.11,173.46,-73.77,7.69,3.75,-5.42,99.59,159.86,0
-94.93,115.27,-98.92,-23.8,2.95,21.28,13.23,351.43,0
-82.08,-154.52,-122.61,1.5,1.84,2.7,97.8,183.71,0
-45.37,167.69,-52.42,15.22,2.91,-12.88,59.73,165.83,0
-39.89,152.56,-45.23,6.95,2.18,-4.83,8.88,874.91,0
-7.96,-169.52,-17.46,15.91,5.53,-10.82,80.01,159.3,0
-28.3,-161.76,-63.67,8.45,4.94,-6.17,75.32,150.5,0
-47.4,174.56,-63.06,11.32,3.59,-9.01,72.2,1286.43,0
-82.08,-47.79,-61.8,1.5,-2.15,-3.49,61.09,170.17,0
-31.29,-160.16,-40.79,10.32,1.95,-9.22,65.75,960.5,0
-7.77,-169.09,-17.69,15.97,5.67,-10.76,95.87,159.94,0
-82.08,-30.66,-52.77,1.5,-1.95,-3.11,68.22,170.52,0
-73.59,143.42,-95.01,6.98,3.01,4.92,76.09,170.64,0
-50.61,94.33,-30.74,11.17,4.66,-7.82,90.68,356.91,0
-0.77,-140.59,-15.3,11.63,3.55,-9.24,71.45,1177.9,0
-13.54,166.58,-13.89,4.37,2.41,-1.96,13.63,1042.36,0
-43.04,-86.33,-78.68,0.87,-3.79,-4.47,96.3,162.73,0
-19.32,133.0,-0.13,11.2,5.08,-7.1,83.69,132.11,0
19.87,-147.27,11.14,15.8,6.41,-9.66,90.59,65.6,0
62.86,-73.91,-22.82,2.85,-3.68,-2.54,77.11,97.8,0
-19.83,-52.92,-35.45,2.44,-2.18,-4.43,57.26,170.17,0
-0.76,-140.47,-15.13,11.73,3.54,-9.34,70.0,1177.9,0
0.97,-115.09,-32.47,8.87,4.92,-8.01,70.87,156.37,0
23.2,-114.98,-16.49,6.55,4.24,-4.43,33.17,166.8,0
-30.71,-142.6,-68.07,7.72,4.84,-7.4,59.52,149.14,0
7.8,-148.37,-2.83,15.18,4.88,-10.89,63.83,146.67,0
-81.57,126.92,-85.45,24.4,3.1,-21.7,4.27,274.15,0
-0.59,-168.44,-5.76,10.69,3.1,-7.69,87.45,263.39,0
46.91,-68.16,-0.01,8.82,-6.93,-8.61,63.23,299.39,0
5.17,-123.33,-15.52,13.45,5.0,-11.04,79.02,114.7,0
31.82,-131.13,21.64,16.08,6.13,-10.38,90.44,102.6,0
-10.12,-145.22,-26.59,6.75,2.18,-5.41,33.91,264.49,0
13.56,-121.77,-17.28,9.43,5.0,-6.82,78.91,113.33,0
-95.66,161.65,-125.3,-4.65,2.4,4.75,17.06,583.4,0
30.74,-93.62,-38.98,4.59,5.27,-4.61,48.12,160.22,0
-3.57,-70.18,-39.64,2.74,-3.17,-4.94,94.57,167.61,0
-7.01,-164.03,-14.76,10.13,2.72,-7.68,23.5,338.97,0
-7.01,-164.03,-14.76,10.13,2.72,-7.68,23.5,338.97,0
17.19,-145.28,6.71,16.06,6.14,-10.38,94.2,99.71,0
24.43,-112.62,-17.1,6.24,4.17,-4.28,37.95,166.93,0
-12.79,151.47,-1.11,7.4,3.22,-4.4,0.67,274.15,0
9.0,-122.51,-30.77,7.63,4.88,-5.69,63.17,147.79,0
8.97,-122.2,-30.77,7.64,4.88,-5.73,64.64,147.78,0
19.06,172.53,66.49,12.03,9.21,-5.62,73.24,279.3,0
-8.59,153.01,-0.87,12.34,3.73,-8.89,27.48,241.45,0
-8.59,153.01,-0.87,12.34,3.73,-8.89,27.48,241.45,0
18.32,-102.81,-30.23,8.57,6.72,-7.71,65.76,221.44,0
3.26,-170.07,-1.37,11.46,4.51,-7.0,83.95,119.17,0
-20.94,-148.85,-31.58,9.3,1.93,-8.26,80.26,150.2,0
