subducting convergence velocity obliquity angle,trench absolute velocity obliquity angle,subducting plate absolute velocity obliquity angle,subducting convergence velocity magnitude,trench absolute velocity magnitude,subducting plate absolute velocity magnitude,sea floor age,sediment thickness,Label
-36.68,145.16,-39.19,4.41,2.44,-1.96,9.29,1068.36,0
-35.78,146.39,-38.69,4.41,2.45,-1.97,8.65,1050.19,0
-29.01,162.83,-34.61,6.45,2.16,-4.35,12.25,1193.55,0
-28.9,165.28,-35.27,6.59,2.14,-4.54,14.43,1175.02,0
-29.25,165.37,-35.98,6.5,2.15,-4.45,14.27,1159.05,0
-29.61,165.47,-36.7,6.42,2.15,-4.37,14.27,1095.43,0
-29.97,165.56,-37.43,6.33,2.16,-4.28,15.99,1045.06,0
-24.22,165.75,-28.45,6.9,2.16,-4.77,16.36,964.95,0
-18.38,165.84,-19.75,7.83,2.17,-5.67,16.86,924.2,0
-15.41,168.85,-16.45,9.8,2.17,-7.64,21.83,814.73,0
-29.38,155.94,-30.67,10.13,2.17,-7.97,23.23,773.38,0
-29.83,156.03,-31.27,10.09,2.18,-7.92,23.36,726.82,0
-41.18,168.87,-52.61,7.93,2.4,-5.96,23.89,700.62,0
-43.11,170.19,-56.32,7.66,2.44,-5.76,26.25,666.9,0
-43.44,170.25,-56.95,7.6,2.44,-5.71,25.98,663.95,0
-43.78,170.31,-57.6,7.54,2.45,-5.65,28.02,640.14,0
-44.12,170.37,-58.27,7.48,2.46,-5.6,27.59,487.61,0
-44.48,170.43,-58.95,7.42,2.46,-5.55,27.09,466.0,0
-44.84,170.49,-59.64,7.36,2.47,-5.5,28.78,438.0,0
-63.26,177.34,-82.38,5.56,1.85,-4.9,28.0,413.79,0
-67.18,175.34,-87.31,5.32,1.84,-4.74,26.63,438.16,0
-67.69,175.31,-88.15,5.25,1.84,-4.7,26.77,419.59,0
-68.4,175.28,-88.87,5.27,1.85,-4.73,25.26,408.69,0
-69.64,175.26,-89.17,5.53,1.85,-5.02,23.72,393.55,0
-70.25,175.23,-90.09,5.47,1.86,4.98,21.86,384.55,0
-70.87,175.21,-91.01,5.41,1.86,4.94,22.0,371.06,0
-67.58,166.24,-86.04,5.64,1.87,-4.77,20.11,313.67,0
-46.44,115.88,-36.08,8.95,3.39,-5.83,18.24,304.97,0
-47.53,115.99,-37.42,8.74,3.39,-5.59,15.33,328.22,0
-48.88,115.21,-41.1,8.28,2.78,-5.67,16.99,317.95,0
-49.4,115.28,-41.84,8.27,2.78,-5.64,16.41,310.67,0
-39.42,115.36,-32.12,11.74,2.78,-9.3,15.75,303.51,0
-33.65,115.43,-27.56,15.68,2.79,-13.36,6.47,292.65,0
-33.14,115.51,-27.25,16.32,2.79,-14.02,7.48,284.67,0
-32.71,116.53,-27.24,15.95,2.6,-13.78,11.04,275.27,0
-41.04,144.23,-41.62,10.34,0.9,-9.45,12.34,268.39,0
-44.77,144.18,-45.75,9.85,0.9,-8.96,11.93,260.95,0
-45.54,144.12,-46.63,9.58,0.9,-8.69,11.33,252.13,0
-45.52,144.06,-46.61,9.57,0.91,-8.68,10.68,246.2,0
-45.5,144.7,-52.77,9.57,4.01,-5.67,10.01,239.25,0
-35.44,144.9,-35.65,11.96,4.01,-7.94,8.75,232.54,0
-35.27,145.09,-35.44,12.66,4.01,-8.65,8.52,224.25,0
-38.43,145.29,-40.2,12.35,4.02,-8.34,9.99,212.64,0
-38.44,145.5,-40.32,12.35,4.02,-8.34,9.65,225.29,0
-64.02,145.7,-77.16,12.1,4.02,-8.83,6.22,205.71,0
-63.95,145.89,-77.18,12.07,4.03,-8.81,1.78,473.01,0
-68.08,159.23,-82.52,14.06,3.96,-11.74,0.6,535.7,0
-73.59,-172.84,-87.86,18.73,4.59,-18.55,1.91,1345.89,0
-73.55,-172.66,-87.85,18.72,4.6,-18.55,3.45,1357.39,0
-73.51,171.65,-84.03,18.7,3.51,-17.51,5.1,1393.07,0
-74.98,171.93,-85.41,19.04,3.52,-17.96,7.8,1402.47,0
-75.14,172.22,-85.6,19.06,3.52,-18.0,9.36,1393.02,0
-66.67,172.5,-79.35,15.35,3.53,-13.88,41.41,1307.62,0
-43.36,172.79,-57.86,11.0,3.54,-8.42,72.75,1311.23,0
-42.74,173.08,-57.17,11.01,3.54,-8.41,73.08,1317.31,0
-46.81,173.37,-61.91,11.29,3.55,-8.9,72.5,1328.9,0
-48.24,173.66,-63.56,11.41,3.55,-9.1,72.71,1367.3,0
-47.81,173.95,-63.16,11.39,3.56,-9.08,72.0,1394.37,0
-47.23,174.24,-62.46,11.45,3.57,-9.11,72.29,1374.08,0
-46.79,174.54,-62.03,11.44,3.57,-9.09,72.6,1286.43,0
-46.37,174.83,-61.63,11.42,3.58,-9.07,72.03,1177.9,0
-45.95,175.13,-61.25,11.4,3.58,-9.04,46.69,1085.55,0
-15.41,-165.13,-69.48,5.99,4.87,-3.06,71.94,996.86,0
-42.12,-164.86,-62.19,13.88,4.88,-11.96,72.49,911.44,0
-42.63,-164.59,-62.85,13.84,4.88,-11.98,73.68,931.37,0
-43.13,-164.31,-63.52,13.8,4.89,-12.01,73.41,996.51,0
-43.63,-164.03,-64.18,13.76,4.89,-12.03,74.2,880.09,0
-44.14,-163.75,-64.83,13.71,4.9,-12.06,75.04,145.6,0
-44.65,-163.46,-65.49,13.67,4.9,-12.08,74.84,146.54,0
-36.13,-163.18,-58.34,12.55,4.91,-10.34,76.3,148.46,0
-36.46,-162.89,-58.76,12.55,4.91,-10.39,77.29,149.57,0
-36.8,-162.6,-59.18,12.56,4.91,-10.45,76.9,149.7,0
-37.13,-162.3,-59.59,12.56,4.92,-10.51,77.23,149.89,0
-37.45,-162.01,-60.0,12.57,4.92,-10.56,73.47,150.11,0
-28.68,-161.71,-64.53,8.35,4.93,-6.13,75.32,150.5,0
-28.73,-161.41,-64.5,8.38,4.93,-6.18,72.44,150.38,0
-28.78,-161.11,-64.47,8.4,4.93,-6.23,71.87,150.22,0
-28.83,-160.81,-64.43,8.43,4.94,-6.28,72.4,152.62,0
-28.88,-160.5,-64.4,8.46,4.94,-6.34,72.43,155.04,0
-42.73,-160.19,-75.53,9.1,4.94,-8.08,72.97,156.12,0
-42.79,-159.88,-75.59,9.1,4.95,-8.12,73.35,156.76,0
-42.85,-159.57,-75.65,9.1,4.95,-8.15,72.59,157.11,0
-42.91,-159.25,-75.7,9.1,4.95,-8.18,73.68,157.45,0
-42.97,-158.94,-75.76,9.1,4.96,-8.21,72.91,157.46,0
-50.66,175.89,-75.81,10.81,4.82,-8.25,73.24,158.0,0
-50.49,175.95,-75.68,10.86,4.85,-8.28,73.56,158.17,0
-50.32,176.02,-75.55,10.91,4.88,-8.3,72.75,158.23,0
-50.16,176.09,-75.42,10.96,4.91,-8.33,74.77,158.6,0
-50.0,176.17,-75.3,11.01,4.94,-8.36,74.18,158.47,0
-8.03,-169.48,-17.37,15.84,5.42,-10.85,75.49,158.84,0
-8.0,-169.44,-17.4,15.86,5.44,-10.84,79.19,158.82,0
-7.98,-169.4,-17.42,15.87,5.46,-10.84,79.66,159.3,0
-7.95,-169.35,-17.45,15.88,5.48,-10.83,81.48,159.54,0
-7.93,-169.3,-17.48,15.9,5.51,-10.82,82.95,159.71,0
-7.9,-169.24,-17.51,15.91,5.53,-10.82,83.41,160.05,0
-7.87,-169.18,-17.55,15.92,5.55,-10.81,86.4,159.99,0
-7.84,-169.11,-17.58,15.93,5.57,-10.8,92.23,160.34,0
-7.81,-169.04,-17.61,15.93,5.59,-10.79,93.69,159.63,0
-7.78,-168.97,-17.65,15.94,5.61,-10.79,95.57,160.62,0
-5.38,-157.2,-18.23,17.31,5.83,-12.48,97.45,160.07,0
-11.87,-168.8,-19.05,19.3,4.77,-15.03,98.71,160.69,0
-12.12,-168.59,-19.43,19.26,4.77,-15.02,88.66,161.47,0
-24.01,-168.37,-34.67,18.64,4.77,-15.03,81.85,162.57,0
-24.24,-168.15,-35.01,18.61,4.76,-15.03,75.14,163.38,0
-26.11,-170.36,-35.94,17.58,4.2,-14.39,68.16,163.65,0
-31.01,-179.18,-37.91,15.31,2.95,-12.9,67.68,164.33,0
-31.38,-179.0,-38.36,15.3,2.95,-12.91,62.47,164.93,0
-31.75,-178.83,-38.82,15.28,2.94,-12.91,60.11,165.83,0
-32.12,-178.65,-39.27,15.26,2.93,-12.92,57.83,166.49,0
-44.12,165.76,-51.25,13.94,2.91,-11.51,108.47,167.18,0
-54.18,168.24,-66.27,13.22,3.41,-10.95,108.66,168.0,0
-54.52,168.56,-66.7,13.18,3.4,-10.96,101.61,168.67,0
-54.86,168.88,-67.14,13.15,3.38,-10.97,95.66,169.08,0
-55.21,169.2,-67.58,13.11,3.37,-10.97,87.39,169.86,0
-53.35,169.52,-76.76,7.71,3.36,-5.72,83.5,169.91,0
-53.33,169.85,-76.8,7.68,3.34,-5.72,78.18,169.07,0
-53.9,169.0,-77.27,7.59,3.3,-5.63,75.66,169.86,0
-59.56,157.83,-81.85,7.01,3.09,-4.92,73.3,170.64,0
-59.59,158.08,-81.94,6.98,3.08,-4.92,69.94,170.73,0
38.39,-50.34,-27.94,1.88,-4.5,-4.91,68.13,169.33,0
-17.44,-106.58,-83.99,1.89,4.5,-4.9,66.23,168.52,0
-17.06,-106.45,-83.63,1.91,4.49,-4.9,64.14,167.36,0
-16.67,-106.31,-83.26,1.92,4.49,-4.89,63.26,167.06,0
-81.75,-35.86,-49.77,1.5,-3.31,-4.48,60.6,170.89,0
-81.79,-30.19,-52.2,1.5,-1.98,-3.14,60.08,170.52,0
-81.81,-47.33,-61.36,1.5,-2.16,-3.51,58.07,170.17,0
-81.82,-66.13,-71.69,1.5,-2.72,-4.19,55.93,169.9,0
-81.84,-66.06,-71.65,1.5,-2.72,-4.18,100.59,169.75,0
-81.85,-65.98,-71.61,1.5,-2.72,-4.18,99.87,169.8,0
-81.87,-153.56,-121.36,1.5,1.79,2.67,98.86,170.06,0
-81.89,-153.82,-121.6,1.5,1.79,2.67,99.56,172.76,0
-81.9,-154.06,-121.82,1.5,1.8,2.68,98.83,170.94,0
-81.92,-154.31,-122.05,1.5,1.81,2.68,98.63,170.59,0
-81.93,-73.84,-76.59,1.5,-3.02,-4.51,98.43,168.32,0
-81.95,-74.25,-76.88,1.5,-3.01,-4.5,98.74,170.18,0
-81.97,-74.67,-77.17,1.5,-3.01,-4.5,97.8,169.04,0
-43.01,-84.79,-77.41,0.87,-3.81,-4.5,97.5,158.11,0
-43.02,-85.31,-77.83,0.87,-3.8,-4.49,97.19,162.42,0
-15.98,-134.04,-46.53,8.94,4.52,-7.9,96.3,162.73,0
-44.2,141.6,-46.04,9.99,2.11,-7.89,96.0,159.12,0
-43.6,142.05,-45.46,10.06,2.18,-7.89,96.37,160.39,0
-43.12,141.97,-44.85,10.11,2.23,-7.89,96.07,158.68,0
-42.54,142.4,-44.27,10.18,2.3,-7.89,95.77,162.93,0
-49.14,113.2,-43.68,10.32,2.59,-7.89,95.48,161.16,0
-64.17,78.52,-43.18,11.1,-4.69,-7.89,91.84,164.57,0
-63.94,78.65,-42.89,11.1,-4.7,-7.9,88.54,160.61,0
-63.71,78.78,-42.61,11.1,-4.71,-7.9,82.85,381.57,0
-61.21,78.94,-42.26,12.34,-4.71,-9.23,79.55,173.15,0
-60.98,79.08,-41.98,12.34,-4.72,-9.24,73.23,168.3,0
-32.25,-161.22,-41.7,10.34,1.95,-9.24,70.31,167.3,0
-32.22,-161.17,-41.68,10.34,1.95,-9.24,67.71,169.42,0
-32.19,-161.11,-41.66,10.34,1.95,-9.24,64.41,167.64,0
-32.16,-161.05,-41.64,10.33,1.95,-9.23,62.64,167.61,0
-32.13,-160.99,-41.61,10.33,1.95,-9.23,60.92,167.61,0
-32.1,-160.94,-41.59,10.33,1.95,-9.23,61.5,166.07,0
-32.07,-160.88,-41.57,10.32,1.95,-9.23,60.04,164.79,0
-32.04,-160.82,-41.55,10.32,1.95,-9.23,58.67,164.68,0
-32.01,-160.76,-41.52,10.32,1.95,-9.22,57.24,167.8,0
-31.98,-160.71,-41.5,10.31,1.95,-9.22,55.93,167.8,0
4.36,-106.74,-41.12,8.86,6.92,-9.07,54.63,167.8,0
4.52,-106.7,-40.96,8.86,6.92,-9.06,54.51,161.38,0
4.67,-106.67,-40.81,8.86,6.91,-9.05,53.48,163.57,0
4.83,-106.65,-40.66,8.87,6.91,-9.04,54.41,301.92,0
4.99,-106.62,-40.51,8.87,6.91,-9.02,54.81,238.36,0
5.15,-106.54,-40.34,8.87,6.9,-9.01,54.1,241.17,0
42.9,177.35,111.0,8.87,8.99,6.9,53.79,214.82,0
43.05,177.34,110.92,8.87,8.97,6.92,53.86,233.02,0
43.2,177.34,110.85,8.87,8.95,6.93,54.77,229.91,0
43.36,177.33,110.85,8.87,8.94,6.95,59.37,162.24,0
24.82,177.07,75.43,11.47,9.05,-5.48,58.84,222.04,0
-9.73,-141.54,-104.17,3.45,5.62,4.17,50.03,160.91,0
-9.73,-141.37,-104.0,3.45,5.62,4.18,48.11,160.08,0
-9.73,-141.2,-103.82,3.45,5.62,4.19,47.19,152.68,0
-9.73,-141.04,-103.65,3.45,5.62,4.2,46.26,158.88,0
-9.73,-140.87,-103.48,3.45,5.62,4.21,45.28,161.9,0
-9.73,-140.7,-103.31,3.45,5.62,4.23,44.47,189.92,0
-9.73,-140.54,-103.14,3.45,5.63,4.24,44.46,166.73,0
-9.73,-140.37,-102.97,3.45,5.63,4.25,43.53,180.7,0
-9.73,-140.2,-102.8,3.45,5.63,4.26,42.58,181.99,0
8.19,-137.96,-19.59,8.49,4.52,-5.34,41.85,166.83,0
8.19,-137.92,-19.61,8.49,4.52,-5.35,43.51,164.67,0
8.19,-137.89,-19.62,8.49,4.52,-5.35,42.74,175.22,0
8.19,-137.85,-19.63,8.49,4.52,-5.35,43.73,174.87,0
8.19,-137.81,-19.65,8.49,4.52,-5.35,43.96,174.52,0
8.19,-137.78,-19.66,8.49,4.52,-5.36,42.88,174.77,0
8.19,-137.74,-19.67,8.49,4.52,-5.36,42.36,173.7,0
8.19,-137.7,-19.68,8.49,4.52,-5.36,32.99,173.36,0
8.19,-137.67,-19.7,8.49,4.52,-5.36,31.95,173.57,0
8.19,-137.63,-19.71,8.49,4.52,-5.37,31.69,173.22,0
-6.33,-139.95,-53.34,5.31,3.91,-3.87,31.98,170.99,0
-6.33,-139.91,-53.34,5.31,3.91,-3.87,31.81,169.6,0
-6.33,-139.87,-53.33,5.31,3.91,-3.87,31.66,168.09,0
-6.33,-139.84,-53.33,5.31,3.91,-3.87,31.5,166.7,0
-6.33,-139.8,-53.32,5.31,3.91,-3.88,31.35,165.46,0
-6.33,-139.76,-53.32,5.31,3.91,-3.88,33.68,160.57,0
-6.33,-139.72,-53.31,5.31,3.91,-3.88,33.55,157.81,0
-6.33,-139.69,-53.3,5.31,3.91,-3.88,33.41,156.68,0
-6.33,-139.65,-53.3,5.31,3.9,-3.89,33.29,155.55,0
-6.33,-139.61,-53.29,5.31,3.9,-3.89,33.14,152.57,0
-11.83,-125.65,-38.8,5.13,2.33,-4.71,33.03,151.71,0
-11.83,-125.64,-38.8,5.13,2.33,-4.71,33.15,149.86,0
-11.83,-125.63,-38.8,5.13,2.33,-4.71,33.29,148.63,0
-11.83,-125.63,-38.8,5.13,2.33,-4.71,33.34,144.83,0
-11.83,-125.62,-38.8,5.13,2.33,-4.71,33.47,143.86,0
-11.83,-125.62,-38.8,5.13,2.33,-4.71,33.6,143.17,0
-11.83,-125.61,-38.8,5.13,2.33,-4.71,33.75,142.94,0
-11.83,-125.61,-38.8,5.13,2.33,-4.71,33.78,142.61,0
-11.83,-125.6,-38.8,5.13,2.33,-4.72,33.81,139.95,0
-11.83,-125.6,-38.8,5.13,2.33,-4.72,33.38,140.33,0
-15.88,134.35,9.18,4.38,2.27,-2.66,7.04,1447.11,0
-16.07,134.47,8.79,4.39,2.28,-2.66,8.67,1566.09,0
-16.26,134.6,8.39,4.4,2.28,-2.65,8.37,998.72,0
-16.46,134.72,7.99,4.42,2.28,-2.65,8.69,1635.02,0
-16.65,134.84,7.6,4.43,2.29,-2.65,8.52,1736.0,0
-16.85,134.97,7.2,4.44,2.29,-2.65,10.18,583.4,0
-17.04,135.09,6.81,4.45,2.3,-2.64,10.07,1476.4,0
-17.24,135.22,6.41,4.46,2.3,-2.64,9.94,1468.88,0
-17.43,135.34,6.01,4.47,2.3,-2.64,10.85,946.56,0
-17.63,135.47,5.61,4.48,2.31,-2.63,10.73,1746.06,0
-19.54,138.53,0.19,4.45,2.27,-2.5,10.66,1050.74,0
-35.8,144.41,-36.29,4.35,2.42,-1.93,13.59,955.86,0
-35.93,144.52,-36.72,4.36,2.42,-1.93,13.31,1042.36,0
-36.06,144.64,-37.15,4.36,2.43,-1.94,12.58,985.76,0
-36.19,144.75,-37.58,4.37,2.43,-1.94,10.26,975.77,0
-36.32,144.87,-38.02,4.38,2.44,-1.95,9.61,960.73,0
-36.45,144.98,-38.46,4.39,2.44,-1.95,10.6,942.67,0
-36.59,145.1,-38.9,4.4,2.44,-1.95,9.94,1096.44,0
-36.72,145.21,-39.34,4.4,2.45,-1.96,9.29,1068.36,0
-35.82,146.44,-38.86,4.41,2.45,-1.96,8.65,1050.19,0
-28.8,162.86,-34.28,6.49,2.16,-4.39,9.62,1193.55,0
-28.9,165.28,-35.27,6.59,2.14,-4.54,14.43,1175.02,0
-29.02,165.4,-35.6,6.55,2.15,-4.49,14.27,1159.05,0
-29.37,165.49,-36.31,6.46,2.15,-4.41,14.27,1095.43,0
-29.72,165.59,-37.03,6.37,2.16,-4.32,15.99,1045.06,0
-24.03,165.77,-28.15,6.95,2.17,-4.82,16.36,964.95,0
-18.24,165.87,-19.55,7.89,2.17,-5.72,16.86,924.2,0
-15.32,168.87,-16.33,9.86,2.18,-7.69,21.88,814.73,0
-29.21,155.98,-30.45,10.19,2.18,-8.02,23.23,773.38,0
-29.65,156.07,-31.05,10.14,2.18,-7.97,23.36,726.82,0
-40.87,168.9,-52.14,7.98,2.4,-5.99,23.89,700.62,0
-42.77,170.21,-55.82,7.71,2.44,-5.79,26.25,666.9,0
-43.09,170.27,-56.44,7.65,2.45,-5.74,25.98,663.95,0
-43.42,170.33,-57.08,7.59,2.45,-5.69,28.02,640.14,0
-43.77,170.39,-57.73,7.53,2.46,-5.63,27.59,487.61,0
-44.12,170.45,-58.41,7.47,2.47,-5.58,27.09,466.0,0
-44.48,170.52,-59.09,7.41,2.47,-5.53,28.78,438.0,0
-62.82,177.35,-81.91,5.58,1.85,-4.91,28.0,413.79,0
-66.73,175.36,-86.84,5.33,1.85,-4.74,26.63,438.16,0
-67.24,175.33,-87.68,5.27,1.85,-4.7,24.98,419.59,0
-67.94,175.3,-88.4,5.29,1.85,-4.74,25.26,408.69,0
-69.19,175.28,-88.72,5.55,1.86,-5.02,23.72,393.55,0
-69.79,175.25,-89.63,5.49,1.86,-4.98,21.86,384.55,0
-70.41,175.23,-90.56,5.42,1.87,4.94,22.0,371.06,0
-67.16,166.29,-85.57,5.66,1.88,-4.77,20.11,313.67,0
-46.24,115.96,-35.86,8.98,3.39,-5.86,18.24,304.97,0
-47.34,116.07,-37.21,8.77,3.39,-5.61,17.99,328.22,0
-48.73,115.31,-40.94,8.3,2.78,-5.69,16.99,317.95,0
-49.24,115.39,-41.68,8.29,2.78,-5.66,16.41,310.67,0
-39.37,115.46,-32.09,11.75,2.79,-9.31,15.75,303.51,0
-33.63,115.54,-27.55,15.69,2.79,-13.37,10.74,292.65,0
-33.12,115.61,-27.24,16.33,2.8,-14.02,7.48,284.67,0
-32.68,116.65,-27.23,15.96,2.6,-13.79,11.04,275.27,0
-41.02,144.47,-41.63,10.35,0.9,-9.45,12.34,268.39,0
-44.76,144.41,-45.77,9.85,0.9,-8.96,11.93,260.95,0
-45.53,144.35,-46.65,9.58,0.91,-8.69,11.33,252.13,0
-45.51,144.29,-46.62,9.58,0.91,-8.68,10.68,246.2,0
-45.49,144.73,-52.78,9.57,4.01,-5.67,10.01,239.25,0
-35.42,144.93,-35.64,11.96,4.02,-7.95,10.65,232.54,0
-35.24,145.13,-35.41,12.67,4.02,-8.66,8.52,224.25,0
-38.38,145.33,-40.15,12.36,4.02,-8.35,9.99,212.64,0
-38.4,145.53,-40.27,12.36,4.02,-8.35,9.65,225.29,0
-64.02,145.73,-77.19,12.1,4.03,-8.83,6.22,205.71,0
-63.95,145.92,-77.21,12.07,4.03,-8.81,1.47,202.64,0
-68.06,159.26,-82.54,14.06,3.97,-11.74,0.6,535.7,0
-73.55,-172.86,-87.84,18.74,4.6,-18.55,1.91,1345.89,0
-73.51,-172.67,-87.84,18.72,4.61,-18.55,3.45,1357.39,0
-73.48,171.66,-84.01,18.71,3.51,-17.52,5.1,1393.07,0
-74.95,171.94,-85.39,19.05,3.52,-17.96,7.8,1402.47,0
-75.12,172.23,-85.59,19.06,3.53,-18.0,9.36,1393.02,0
-66.68,172.51,-79.38,15.35,3.53,-13.88,41.41,1307.62,0
-43.43,172.8,-58.0,10.99,3.54,-8.41,72.75,1311.23,0
-42.81,173.09,-57.3,11.0,3.55,-8.4,73.08,1317.31,0
-46.91,173.38,-62.1,11.27,3.55,-8.88,72.5,1328.9,0
-48.36,173.67,-63.77,11.38,3.56,-9.09,72.71,1367.3,0
-47.93,173.96,-63.36,11.37,3.56,-9.06,72.0,1394.37,0
-47.35,174.25,-62.66,11.42,3.57,-9.09,72.29,1374.08,0
-46.91,174.54,-62.23,11.42,3.58,-9.08,72.6,1286.43,0
-46.49,174.84,-61.84,11.4,3.58,-9.05,72.03,1177.9,0
-46.07,175.13,-61.45,11.38,3.59,-9.02,46.69,1085.55,0
-15.46,-165.14,-69.9,5.97,4.87,-3.05,71.94,996.86,0
-42.08,-164.87,-62.14,13.89,4.88,-11.96,72.99,911.44,0
-42.58,-164.6,-62.81,13.85,4.88,-11.99,73.68,931.37,0
-43.09,-164.32,-63.47,13.81,4.89,-12.01,73.41,996.51,0
-43.59,-164.04,-64.13,13.77,4.89,-12.04,74.2,880.09,0
-44.1,-163.76,-64.79,13.72,4.9,-12.06,75.04,145.6,0
-44.61,-163.47,-65.44,13.67,4.9,-12.08,75.33,146.54,0
-36.07,-163.19,-58.25,12.57,4.91,-10.35,76.3,148.46,0
-36.4,-162.9,-58.67,12.57,4.91,-10.4,77.29,149.57,0
-36.73,-162.61,-59.09,12.58,4.92,-10.46,76.9,149.7,0
-37.07,-162.31,-59.5,12.58,4.92,-10.52,77.23,149.89,0
-37.39,-162.02,-59.91,12.58,4.93,-10.57,77.15,150.11,0
-28.6,-161.72,-64.36,8.37,4.93,-6.14,75.32,150.5,0
-28.66,-161.42,-64.33,8.4,4.93,-6.19,72.44,150.38,0
-28.71,-161.12,-64.3,8.42,4.94,-6.24,71.87,150.22,0
-28.76,-160.82,-64.27,8.45,4.94,-6.29,73.01,152.62,0
-28.8,-160.51,-64.24,8.48,4.94,-6.34,72.43,155.04,0
-42.63,-160.2,-75.39,9.12,4.95,-8.09,72.97,156.12,0
-42.69,-159.89,-75.45,9.12,4.95,-8.12,73.35,156.76,0
-42.75,-159.58,-75.51,9.12,4.95,-8.16,73.31,157.11,0
-42.81,-159.26,-75.57,9.12,4.96,-8.19,73.68,157.45,0
-42.87,-158.95,-75.62,9.12,4.96,-8.22,72.91,157.46,0
-50.52,175.9,-75.67,10.83,4.83,-8.25,73.24,158.0,0
-50.35,175.96,-75.54,10.88,4.86,-8.28,73.56,158.17,0
-50.19,176.03,-75.42,10.93,4.89,-8.31,73.82,158.23,0
-50.03,176.1,-75.29,10.98,4.92,-8.34,74.77,158.6,0
-49.87,176.18,-75.17,11.03,4.96,-8.37,74.18,158.47,0
-8.02,-169.51,-17.38,15.85,5.43,-10.84,75.49,158.84,0
-8.0,-169.47,-17.4,15.87,5.45,-10.84,79.19,158.82,0
-7.97,-169.43,-17.43,15.88,5.48,-10.83,79.66,159.3,0
-7.95,-169.38,-17.46,15.89,5.5,-10.83,81.48,159.54,0
-7.92,-169.32,-17.49,15.9,5.52,-10.82,82.95,159.71,0
-7.89,-169.27,-17.52,15.91,5.54,-10.81,83.41,160.05,0
-7.87,-169.2,-17.55,15.92,5.56,-10.81,86.4,159.99,0
-7.84,-169.14,-17.59,15.93,5.58,-10.8,92.23,160.34,0
-7.81,-169.07,-17.62,15.94,5.6,-10.79,93.69,159.63,0
-7.78,-168.99,-17.65,15.95,5.62,-10.78,95.57,160.62,0
-5.38,-157.22,-18.24,17.31,5.84,-12.48,97.45,160.07,0
-11.87,-168.8,-19.05,19.29,4.77,-15.02,98.71,160.69,0
-12.13,-168.59,-19.44,19.25,4.77,-15.01,88.66,161.47,0
-24.01,-168.37,-34.68,18.63,4.77,-15.02,81.85,162.57,0
-24.25,-168.15,-35.02,18.6,4.76,-15.02,75.14,163.38,0
-26.12,-170.35,-35.96,17.58,4.2,-14.38,68.16,163.65,0
-31.04,-179.18,-37.93,15.3,2.95,-12.9,65.31,164.33,0
-31.4,-179.0,-38.38,15.29,2.94,-12.9,62.47,164.93,0
-31.77,-178.83,-38.84,15.27,2.94,-12.91,60.11,165.83,0
-32.14,-178.65,-39.29,15.25,2.93,-12.91,57.83,166.49,0
-44.17,165.72,-51.29,13.92,2.9,-11.51,108.47,167.18,0
-54.26,168.22,-66.34,13.21,3.41,-10.95,108.66,168.0,0
-54.6,168.54,-66.77,13.17,3.39,-10.95,101.61,168.67,0
-54.94,168.86,-67.21,13.14,3.38,-10.96,98.11,169.08,0
-55.29,169.18,-67.64,13.1,3.36,-10.97,87.39,169.86,0
-53.37,169.5,-76.74,7.7,3.35,-5.72,83.5,169.91,0
-53.36,169.83,-76.77,7.68,3.33,-5.72,80.86,169.07,0
-53.93,168.97,-77.24,7.58,3.29,-5.63,75.66,169.86,0
-59.6,157.77,-81.82,7.01,3.09,-4.92,73.3,170.64,0
-59.64,158.02,-81.91,6.98,3.07,-4.92,71.02,170.73,0
38.39,-50.34,-27.94,1.88,-4.5,-4.91,68.13,169.33,0
-17.38,-106.63,-83.96,1.9,4.5,-4.9,66.23,168.52,0
-17.0,-106.49,-83.6,1.91,4.49,-4.9,65.23,167.36,0
-16.61,-106.36,-83.23,1.93,4.49,-4.89,63.26,167.06,0
-81.77,-35.89,-49.81,1.5,-3.3,-4.48,60.6,170.89,0
-81.79,-30.19,-52.2,1.5,-1.98,-3.14,60.08,170.52,0
-81.81,-47.33,-61.36,1.5,-2.16,-3.51,58.07,170.17,0
-81.82,-66.13,-71.69,1.5,-2.72,-4.19,55.93,169.9,0
-81.84,-66.06,-71.65,1.5,-2.72,-4.18,100.59,169.75,0
-81.88,-66.01,-71.64,1.5,-2.72,-4.18,99.87,169.8,0
-81.9,-153.66,-121.5,1.5,1.79,2.68,98.62,170.06,0
-81.92,-153.92,-121.75,1.5,1.8,2.68,99.56,172.76,0
-81.93,-154.16,-121.95,1.5,1.81,2.68,98.83,170.94,0
-81.95,-154.41,-122.2,1.5,1.81,2.68,98.63,170.59,0
-81.96,-74.13,-76.8,1.5,-3.01,-4.5,98.43,168.32,0
-81.98,-74.56,-77.1,1.5,-3.01,-4.5,98.74,170.18,0
-16.9,-133.36,-47.99,8.81,4.53,-7.91,97.8,169.04,0
-16.59,-133.62,-47.51,8.86,4.53,-7.91,97.5,158.11,0
-16.25,-134.03,-47.04,8.92,4.54,-7.9,96.6,162.42,0
-15.95,-134.18,-46.54,8.95,4.53,-7.9,96.3,162.73,0
-44.06,142.26,-46.07,10.02,2.14,-7.89,96.0,159.12,0
-43.53,142.39,-45.48,10.08,2.2,-7.89,96.37,160.39,0
-43.06,142.27,-44.87,10.12,2.25,-7.89,96.07,158.68,0
-42.47,142.7,-44.29,10.2,2.32,-7.89,95.77,162.93,0
