subducting convergence velocity obliquity angle,trench absolute velocity obliquity angle,subducting plate absolute velocity obliquity angle,subducting convergence velocity magnitude,trench absolute velocity magnitude,subducting plate absolute velocity magnitude,sea floor age,sediment thickness,Label
-4.39,-147.77,-27.8,7.09,3.27,-4.88,80.08,170.73,0
14.17,-75.9,-54.95,1.74,-4.54,-4.86,79.25,169.33,0
14.6,-75.75,-54.62,1.76,-4.53,-4.85,77.72,168.52,0
15.05,-75.6,-54.27,1.77,-4.53,-4.84,73.8,167.36,0
15.5,-75.45,-53.91,1.78,-4.52,-4.83,71.99,167.06,0
-36.28,-61.46,-53.49,1.59,-3.35,-4.84,70.22,166.38,0
-51.35,-55.53,-53.16,2.81,-2.02,-4.83,64.44,165.34,0
-41.35,-72.77,-56.49,2.37,-2.19,-4.38,62.66,165.09,0
-19.29,-92.04,-63.18,1.91,2.73,-3.76,60.53,166.47,0
-18.68,-91.95,-62.81,1.91,2.73,-3.76,98.46,166.29,0
-18.11,-91.84,-62.5,1.92,2.73,-3.74,98.08,165.44,0
-16.64,-178.14,-19.98,10.71,1.63,-9.17,97.67,168.18,0
-16.48,-178.36,-19.78,10.72,1.64,-9.17,96.96,168.57,0
-16.34,-178.56,-19.58,10.73,1.65,-9.17,97.37,168.24,0
-16.18,-178.77,-19.38,10.74,1.66,-9.17,97.38,164.74,0
24.41,-73.51,1.32,7.75,-3.12,-7.94,98.07,168.32,0
24.76,-73.98,1.79,7.8,-3.11,-7.94,97.76,167.56,0
25.12,-74.47,2.25,7.85,-3.1,-7.94,97.5,167.85,0
29.07,-85.34,2.71,8.72,-3.84,-7.94,97.23,166.45,0
29.4,-85.57,3.19,8.76,-3.83,-7.94,96.9,166.72,0
29.67,-86.07,3.68,8.81,-3.83,-7.94,97.33,162.73,0
2.1,173.71,4.16,10.14,2.23,-7.94,96.99,159.12,0
2.62,174.22,4.76,10.2,2.3,-7.93,96.63,169.98,0
3.14,174.66,5.35,10.25,2.35,-7.93,96.31,158.68,0
3.65,175.09,5.94,10.3,2.4,-7.93,96.74,310.7,0
-2.74,151.78,6.53,10.58,3.05,-7.94,94.81,318.78,0
-16.71,127.28,7.03,11.68,5.47,-7.93,90.77,323.07,0
-16.51,127.37,7.32,11.67,5.47,-7.94,86.18,164.91,0
-16.32,127.45,7.61,11.67,5.48,-7.94,80.91,165.92,0
-13.66,127.62,7.95,12.89,5.49,-9.27,72.5,162.66,0
-13.45,127.71,8.23,12.89,5.5,-9.27,67.96,163.3,0
17.94,-110.68,8.51,10.36,1.94,-9.27,63.79,7115.28,0
17.97,-110.63,8.53,10.36,1.94,-9.27,60.92,163.85,0
18.0,-110.57,8.55,10.36,1.94,-9.27,58.59,163.75,0
18.03,-110.52,8.57,10.36,1.94,-9.27,56.68,161.99,0
18.05,-110.46,8.6,10.35,1.94,-9.27,54.85,163.38,0
18.08,-110.41,8.62,10.35,1.94,-9.27,53.52,163.25,0
18.11,-110.35,8.64,10.35,1.94,-9.27,52.24,163.1,0
18.14,-110.3,8.67,10.35,1.94,-9.27,51.11,162.97,0
18.17,-110.24,8.69,10.35,1.94,-9.27,49.99,162.87,0
18.2,-110.18,8.71,10.35,1.95,-9.27,48.88,162.77,0
0.0,9.1,9.1,0.0,-9.13,-9.13,47.69,162.7,0
9.89,-100.29,-35.37,8.79,6.88,-9.11,49.58,162.52,0
48.56,-176.77,118.59,8.77,9.12,6.89,46.4,162.34,0
38.17,172.8,107.89,8.79,9.11,6.9,48.05,162.17,0
38.28,172.79,107.77,8.81,9.1,6.92,51.85,238.36,0
38.37,172.79,107.61,8.82,9.09,6.93,52.84,241.17,0
38.49,172.78,107.53,8.83,9.08,6.95,53.12,214.82,0
38.59,172.77,107.41,8.84,9.07,6.97,52.36,233.02,0
38.71,172.76,107.35,8.85,9.07,6.98,52.25,229.91,0
38.82,172.75,107.26,8.86,9.05,7.0,63.29,162.24,0
24.08,177.1,72.91,11.8,9.16,-5.55,58.41,215.54,0
9.39,-124.19,-94.84,2.95,5.77,4.28,49.12,213.54,0
9.39,-124.03,-94.65,2.95,5.77,4.29,48.51,160.08,0
9.39,-123.87,-94.46,2.95,5.77,4.3,48.57,152.68,0
9.39,-123.7,-94.27,2.95,5.77,4.31,47.68,154.99,0
9.39,-123.54,-94.08,2.95,5.77,4.32,47.42,161.9,0
9.39,-123.38,-93.89,2.95,5.77,4.33,48.19,165.4,0
9.39,-123.21,-93.7,2.95,5.77,4.33,46.9,166.73,0
9.39,-123.05,-93.51,2.95,5.77,4.34,47.35,167.21,0
9.39,-122.89,-93.33,2.95,5.77,4.35,45.27,170.22,0
27.37,-121.72,-1.23,8.42,4.71,-4.99,44.71,172.12,0
27.37,-121.68,-1.25,8.42,4.71,-4.99,45.69,168.52,0
27.37,-121.65,-1.26,8.42,4.71,-4.99,44.0,172.77,0
27.37,-121.61,-1.28,8.42,4.71,-5.0,50.1,172.45,0
27.37,-121.58,-1.29,8.42,4.71,-5.0,48.76,172.05,0
27.37,-121.54,-1.3,8.42,4.71,-5.0,47.92,171.75,0
27.37,-121.51,-1.32,8.42,4.71,-5.0,47.2,171.45,0
27.37,-121.47,-1.33,8.42,4.71,-5.01,33.66,171.16,0
27.37,-121.44,-1.34,8.42,4.71,-5.01,33.83,170.86,0
27.37,-121.4,-1.36,8.42,4.71,-5.01,36.3,170.41,0
12.35,-123.81,-31.75,5.85,4.08,-4.06,36.49,170.12,0
12.35,-123.77,-31.74,5.85,4.08,-4.07,36.36,169.82,0
12.35,-123.74,-31.74,5.85,4.08,-4.07,36.31,169.96,0
12.35,-123.7,-31.74,5.85,4.08,-4.07,36.19,169.66,0
12.35,-123.66,-31.73,5.85,4.08,-4.07,36.08,169.36,0
12.35,-123.63,-31.73,5.85,4.08,-4.08,36.02,168.85,0
12.35,-123.59,-31.73,5.85,4.08,-4.08,38.28,167.27,0
12.35,-123.56,-31.72,5.85,4.08,-4.08,38.18,165.63,0
12.35,-123.52,-31.72,5.85,4.08,-4.08,38.15,162.75,0
12.35,-123.48,-31.72,5.85,4.08,-4.09,38.06,161.53,0
7.3,-104.64,-17.62,5.44,2.29,-5.07,37.98,160.43,0
7.3,-104.63,-17.61,5.44,2.29,-5.07,38.19,157.46,0
7.32,-104.73,-17.68,5.43,2.29,-5.05,38.35,156.18,0
7.3,-104.62,-17.61,5.44,2.29,-5.07,38.46,155.21,0
7.3,-104.61,-17.61,5.44,2.29,-5.07,38.57,154.06,0
7.3,-104.61,-17.61,5.44,2.29,-5.07,38.69,153.1,0
7.3,-104.6,-17.61,5.44,2.29,-5.07,38.7,150.34,0
7.3,-104.6,-17.61,5.44,2.29,-5.07,38.8,149.45,0
7.3,-104.59,-17.61,5.44,2.29,-5.07,38.9,149.2,0
7.3,-104.58,-17.61,5.44,2.29,-5.07,39.0,148.72,0
12.19,161.41,36.45,4.38,2.2,-2.73,0.35,4724.53,0
12.0,161.54,36.07,4.39,2.2,-2.73,3.82,5370.23,0
11.81,161.68,35.69,4.4,2.21,-2.72,3.59,5242.15,0
11.61,161.81,35.32,4.41,2.21,-2.72,3.34,5014.21,0
11.42,161.95,34.94,4.42,2.21,-2.72,3.1,1280.09,0
11.22,162.09,34.56,4.43,2.22,-2.72,2.88,583.4,0
-71.5,162.22,-103.53,4.18,2.22,3.4,2.58,1476.4,0
10.83,162.36,33.81,4.45,2.23,-2.71,2.24,1468.88,0
10.64,162.49,33.43,4.46,2.23,-2.7,4.06,946.56,0
10.44,162.63,33.05,4.47,2.23,-2.7,4.16,1746.06,0
8.52,165.74,27.64,4.45,2.19,-2.58,4.26,1050.74,0
-7.37,171.8,-6.64,4.44,2.33,-2.11,4.34,955.86,0
-7.5,171.92,-7.05,4.45,2.33,-2.12,4.34,1042.36,0
-7.62,172.04,-7.45,4.46,2.34,-2.12,3.89,985.76,0
-7.75,172.17,-7.86,4.46,2.34,-2.12,6.65,975.77,0
-7.88,172.29,-8.27,4.47,2.35,-2.13,6.11,960.73,0
-8.01,172.42,-8.68,4.48,2.35,-2.13,5.59,942.67,0
-8.15,172.54,-9.09,4.49,2.35,-2.13,5.07,1096.44,0
-8.28,172.67,-9.52,4.49,2.36,-2.13,8.56,1068.36,0
-34.24,147.02,-35.92,4.45,2.41,-2.04,11.44,1050.19,0
-30.11,163.67,-37.13,6.01,2.12,-3.98,13.39,1193.55,0
-30.23,166.17,-38.22,6.1,2.1,-4.12,13.31,1175.02,0
-30.65,166.27,-39.08,6.01,2.1,-4.04,14.06,1159.05,0
-31.07,166.37,-39.98,5.93,2.11,-3.95,13.95,1095.43,0
-31.5,166.47,-40.89,5.84,2.11,-3.87,15.64,1045.06,0
-25.22,166.66,-30.78,6.35,2.12,-4.28,15.74,964.95,0
-18.78,166.76,-20.81,7.21,2.13,-5.09,18.65,924.2,0
-15.26,169.82,-16.61,9.18,2.13,-7.05,20.37,814.73,0
25.63,-149.02,24.16,8.77,2.09,-6.7,17.75,578.34,0
25.12,-148.92,23.44,8.73,2.09,-6.65,17.75,549.88,0
11.33,-135.24,-3.69,6.51,2.27,-4.75,18.8,525.3,0
8.84,-133.83,-8.62,6.24,2.31,-4.6,18.13,505.38,0
8.42,-133.78,-9.48,6.18,2.32,-4.55,17.38,485.94,0
7.97,-133.72,-10.37,6.13,2.32,-4.51,17.61,640.14,0
7.52,-133.67,-11.29,6.07,2.33,-4.47,16.76,444.58,0
7.05,-133.61,-12.22,6.01,2.34,-4.43,15.29,427.9,0
6.57,-133.55,-13.17,5.95,2.34,-4.39,15.91,586.13,0
-15.21,-125.57,-36.67,4.72,1.72,-4.4,13.9,559.98,0
-19.71,-127.7,-41.75,4.56,1.71,-4.33,12.29,438.16,0
-20.39,-127.74,-42.75,4.51,1.71,-4.3,10.52,419.59,0
-21.21,-127.78,-43.48,4.53,1.72,-4.35,9.97,408.69,0
-22.35,-127.82,-43.41,4.79,1.72,-4.62,8.36,393.55,0
-23.13,-127.85,-44.46,4.74,1.73,-4.6,6.71,384.55,0
-23.93,-127.89,-45.52,4.69,1.73,-4.57,6.41,371.06,0
-19.76,-137.59,-40.48,4.88,1.74,-4.34,4.59,313.67,0
6.53,169.46,17.86,8.05,3.28,-5.02,3.16,304.97,0
5.48,169.57,16.38,7.93,3.29,-4.86,3.8,328.22,0
4.4,168.43,12.66,7.68,2.67,-5.17,3.11,317.95,0
3.85,168.52,11.84,7.67,2.68,-5.14,1.02,310.67,0
-37.47,168.6,-40.34,25.85,2.68,-23.46,0.24,300.96,0
-34.76,168.69,-37.3,26.42,2.68,-23.96,0.39,113.7,0
-33.92,168.78,-36.36,26.77,2.69,-24.29,0.34,102.79,0
-32.99,169.72,-35.41,25.05,2.49,-22.76,0.81,275.27,0
-17.61,-161.86,-20.49,9.72,0.76,-9.11,6.23,268.39,0
-21.22,-161.92,-24.34,9.75,0.76,-9.18,6.36,260.95,0
-21.16,-161.98,-24.3,9.72,0.77,-9.14,6.63,252.13,0
-21.1,-162.04,-24.26,9.69,0.77,-9.11,6.85,246.2,0
-21.04,-160.67,-41.86,9.66,3.91,-7.16,7.02,239.25,0
-10.06,-160.47,-23.34,11.63,3.91,-8.45,6.05,489.97,0
-6.56,-160.26,-17.49,12.54,3.91,-9.19,6.06,224.25,0
-6.4,-160.06,-17.38,12.52,3.92,-9.18,4.59,343.85,0
-6.24,-159.85,-17.27,12.5,3.92,-9.16,13.33,487.73,0
-9.32,-159.65,-22.02,12.08,3.92,-8.89,15.13,494.48,0
-9.23,-159.45,-22.02,12.06,3.93,-8.87,14.11,473.01,0
-13.57,-145.68,-27.66,13.98,3.84,-11.76,14.57,347.08,0
-19.5,-116.49,-33.4,18.51,4.44,-18.49,14.32,1345.89,0
-19.43,-116.31,-33.38,18.5,4.45,-18.5,52.3,1357.39,0
-19.36,-132.96,-29.79,18.49,3.42,-17.4,52.13,1393.07,0
-20.7,-132.68,-30.99,18.89,3.43,-17.88,65.44,1402.47,0
-20.83,-132.4,-31.15,18.91,3.43,-17.93,63.63,1393.02,0
-11.84,-132.12,-24.21,15.38,3.44,-13.97,69.11,1307.62,0
11.79,-131.83,-1.72,11.38,3.45,-8.86,68.68,1311.23,0
12.4,-131.55,-1.06,11.39,3.46,-8.85,68.05,1317.31,0
8.69,-131.26,-5.09,11.84,3.47,-9.48,68.26,1328.9,0
7.43,-130.97,-6.45,12.04,3.47,-9.74,67.61,1367.3,0
7.84,-130.69,-6.06,12.03,3.48,-9.72,67.35,1394.37,0
8.4,-130.4,-5.4,12.09,3.49,-9.77,67.71,1374.08,0
8.82,-130.11,-4.99,12.09,3.5,-9.75,67.15,1286.43,0
9.22,-129.82,-4.61,12.08,3.5,-9.73,67.4,1177.9,0
9.63,-129.52,-4.24,12.07,3.51,-9.71,67.64,1085.55,0
38.32,-109.64,-9.57,6.39,4.81,-3.47,67.15,996.86,0
12.32,-109.38,-8.16,13.53,4.82,-11.72,68.21,911.44,0
11.82,-109.12,-8.82,13.49,4.82,-11.75,68.67,931.37,0
11.3,-108.85,-9.47,13.46,4.83,-11.78,69.11,996.51,0
10.79,-108.59,-10.13,13.42,4.84,-11.81,68.75,880.09,0
10.28,-108.32,-10.78,13.39,4.84,-11.84,69.48,991.31,0
9.77,-108.05,-11.43,13.35,4.85,-11.87,70.92,1007.58,0
18.39,-107.77,-4.81,12.02,4.86,-9.93,68.36,1106.39,0
18.05,-107.5,-5.22,12.04,4.86,-10.0,63.27,1120.94,0
17.71,-107.22,-5.62,12.05,4.87,-10.06,64.19,999.5,0
17.37,-106.94,-6.02,12.06,4.87,-10.12,65.13,149.89,0
17.03,-106.66,-6.42,12.08,4.88,-10.19,65.65,150.11,0
26.22,-106.37,-12.3,7.83,4.88,-5.75,66.71,149.17,0
26.17,-106.08,-12.22,7.86,4.89,-5.81,67.32,149.13,0
26.11,-105.79,-12.14,7.89,4.89,-5.86,67.95,149.14,0
26.06,-105.5,-12.06,7.93,4.9,-5.92,68.13,147.79,0
26.01,-105.21,-11.98,7.96,4.9,-5.97,68.83,147.78,0
11.33,-104.91,-23.14,8.6,4.91,-7.77,69.25,148.23,0
11.27,-104.62,-23.17,8.6,4.91,-7.8,68.44,148.13,0
11.21,-104.31,-23.2,8.61,4.92,-7.84,69.36,147.69,0
11.16,-104.01,-23.24,8.61,4.92,-7.87,68.54,149.07,0
11.1,-103.71,-23.27,8.62,4.92,-7.91,68.74,149.14,0
2.67,-127.6,-23.3,10.11,4.54,-7.94,67.88,158.0,0
2.87,-127.57,-23.14,10.16,4.58,-7.97,68.05,157.87,0
3.07,-127.52,-22.98,10.22,4.61,-8.0,69.07,158.23,0
3.26,-127.47,-22.83,10.27,4.65,-8.03,69.24,158.6,0
3.45,-127.42,-22.68,10.33,4.68,-8.06,68.33,158.47,0
47.06,-112.57,37.3,15.63,5.2,-10.9,68.47,158.84,0
47.07,-112.56,37.27,15.65,5.22,-10.9,70.25,158.82,0
47.09,-112.54,37.24,15.66,5.25,-10.9,71.0,159.3,0
47.11,-112.51,37.2,15.68,5.27,-10.9,73.55,159.54,0
47.12,-112.49,37.17,15.7,5.3,-10.89,75.42,159.71,0
47.14,-112.45,37.13,15.72,5.32,-10.89,77.01,160.05,0
47.16,-112.41,37.1,15.73,5.34,-10.89,80.83,159.99,0
47.18,-112.37,37.06,15.75,5.37,-10.88,86.67,160.34,0
47.2,-112.32,37.02,15.76,5.39,-10.88,92.43,160.28,0
47.22,-112.27,36.98,15.77,5.41,-10.87,93.2,160.62,0
49.35,-101.67,36.41,17.32,5.78,-12.59,93.95,159.94,0
42.75,-114.04,35.59,19.42,4.77,-15.15,96.41,160.27,0
42.49,-113.83,35.2,19.39,4.77,-15.15,96.86,160.7,0
30.7,-113.62,20.09,18.73,4.77,-15.11,94.02,161.14,0
30.47,-113.42,19.75,18.7,4.76,-15.11,89.64,160.41,0
28.59,-115.84,18.83,17.7,4.22,-14.48,80.59,160.46,0
23.73,-125.25,16.89,15.51,3.02,-13.01,77.61,164.33,0
23.37,-125.08,16.44,15.49,3.02,-13.02,74.34,164.93,0
23.0,-124.92,15.99,15.47,3.01,-13.02,71.05,161.03,0
22.63,-124.76,15.53,15.45,3.0,-13.02,68.85,160.49,0
10.95,-140.44,3.79,14.28,3.07,-11.68,107.92,162.99,0
1.25,-137.72,-10.7,13.6,3.54,-11.19,107.25,168.0,0
0.92,-137.43,-11.12,13.57,3.52,-11.19,103.81,168.67,0
0.59,-137.13,-11.55,13.53,3.51,-11.19,98.8,169.08,0
0.25,-136.82,-11.98,13.49,3.5,-11.2,96.35,169.86,0
1.61,-136.52,-22.44,7.78,3.48,-5.68,89.59,168.69,0
1.63,-136.21,-22.49,7.75,3.47,-5.68,88.04,169.07,0
1.08,-137.07,-22.98,7.66,3.43,-5.59,83.91,169.86,0
-4.36,-147.92,-27.67,7.12,3.27,-4.88,82.26,170.64,0
-4.4,-147.69,-27.78,7.09,3.26,-4.88,80.08,170.73,0
14.11,-75.94,-54.92,1.75,-4.54,-4.86,79.25,169.33,0
14.54,-75.79,-54.58,1.76,-4.53,-4.85,77.72,168.52,0
14.99,-75.64,-54.23,1.78,-4.53,-4.84,73.8,167.36,0
15.44,-75.5,-53.88,1.79,-4.52,-4.84,71.99,167.06,0
-36.13,-61.5,-53.45,1.6,-3.35,-4.84,65.87,166.38,0
-51.14,-55.64,-53.08,2.82,-2.02,-4.83,64.44,165.34,0
-41.25,-72.81,-56.44,2.37,-2.19,-4.39,62.66,165.09,0
-19.24,-92.06,-63.12,1.91,2.73,-3.77,56.7,166.47,0
-18.63,-91.97,-62.75,1.92,2.73,-3.76,98.46,166.29,0
-18.06,-91.86,-62.44,1.92,2.73,-3.75,98.08,165.44,0
-16.63,-178.15,-19.98,10.71,1.64,-9.17,96.79,168.18,0
-16.47,-178.36,-19.78,10.73,1.65,-9.17,96.96,168.57,0
-16.33,-178.57,-19.58,10.73,1.65,-9.17,97.37,168.24,0
4.33,-158.42,1.12,10.76,1.68,-9.17,98.2,168.64,0
24.36,-73.8,1.32,7.76,-3.11,-7.94,98.03,168.32,0
24.71,-74.28,1.79,7.81,-3.1,-7.94,97.76,167.56,0
25.12,-74.47,2.25,7.85,-3.1,-7.94,97.5,167.85,0
29.02,-85.6,2.71,8.73,-3.84,-7.94,97.23,166.45,0
29.35,-85.83,3.19,8.77,-3.83,-7.94,96.9,162.42,0
29.62,-86.33,3.68,8.82,-3.83,-7.94,97.31,162.73,0
2.1,173.77,4.16,10.16,2.25,-7.93,96.99,159.12,0
2.62,174.27,4.76,10.22,2.32,-7.93,96.63,169.98,0
3.13,174.71,5.35,10.27,2.37,-7.93,96.31,158.68,0
3.65,175.13,5.94,10.32,2.42,-7.93,96.74,310.7,0
-2.73,151.94,6.53,10.6,3.07,-7.93,94.75,318.78,0
-16.7,127.36,7.03,11.69,5.47,-7.93,91.33,323.07,0
-16.5,127.45,7.32,11.68,5.48,-7.94,86.18,164.91,0
-16.3,127.54,7.61,11.68,5.48,-7.94,77.85,165.92,0
-13.65,127.7,7.95,12.9,5.5,-9.27,72.5,162.66,0
-13.44,127.79,8.23,12.9,5.5,-9.27,67.96,163.3,0
17.94,-110.7,8.51,10.36,1.94,-9.27,63.79,163.97,0
17.97,-110.65,8.53,10.36,1.94,-9.27,60.92,163.85,0
18.0,-110.59,8.55,10.36,1.94,-9.27,58.92,163.75,0
18.03,-110.54,8.58,10.36,1.94,-9.27,56.39,161.99,0
18.05,-110.48,8.6,10.35,1.94,-9.27,54.85,163.38,0
18.08,-110.43,8.62,10.35,1.94,-9.27,53.52,163.25,0
18.11,-110.37,8.64,10.35,1.94,-9.27,52.24,163.1,0
18.14,-110.32,8.67,10.35,1.94,-9.27,51.11,162.97,0
18.17,-110.26,8.69,10.35,1.95,-9.27,49.99,162.87,0
18.2,-110.2,8.71,10.35,1.95,-9.26,48.88,162.77,0
0.0,9.1,9.1,0.0,-9.13,-9.13,47.69,162.7,0
4.55,-105.7,-40.72,8.8,6.88,-9.11,49.58,162.52,0
4.7,-105.72,-40.56,8.81,6.88,-9.09,48.57,165.3,0
38.15,172.8,107.83,8.8,9.1,6.89,48.05,162.17,0
38.26,172.79,107.72,8.81,9.1,6.91,52.89,238.36,0
38.36,172.78,107.56,8.83,9.09,6.93,52.84,241.17,0
38.47,172.78,107.48,8.84,9.08,6.95,53.12,214.82,0
38.58,172.77,107.36,8.85,9.07,6.96,52.36,233.02,0
38.7,172.76,107.3,8.85,9.06,6.98,51.82,229.91,0
38.82,172.75,107.26,8.86,9.05,7.0,63.29,162.24,0
24.14,177.1,73.14,11.77,9.15,-5.54,58.41,215.54,0
9.31,-124.11,-94.38,2.97,5.77,4.28,49.12,213.54,0
9.31,-123.94,-94.19,2.97,5.77,4.29,48.51,160.08,0
9.31,-123.78,-94.0,2.97,5.77,4.3,48.57,152.68,0
9.31,-123.62,-93.81,2.97,5.77,4.31,47.68,154.99,0
9.31,-123.45,-93.62,2.97,5.77,4.31,47.42,161.9,0
9.31,-123.29,-93.44,2.97,5.77,4.32,48.19,165.4,0
9.31,-123.13,-93.25,2.97,5.77,4.33,46.9,166.73,0
9.31,-122.96,-93.06,2.97,5.77,4.34,47.35,169.17,0
9.31,-122.8,-92.88,2.97,5.77,4.35,45.27,170.22,0
27.36,-121.58,-1.23,8.42,4.7,-5.0,44.71,172.12,0
27.36,-121.54,-1.24,8.42,4.7,-5.01,45.04,168.52,0
27.36,-121.51,-1.26,8.42,4.7,-5.01,44.0,172.77,0
27.36,-121.47,-1.27,8.42,4.7,-5.01,50.1,172.45,0
27.36,-121.44,-1.29,8.42,4.7,-5.02,48.76,172.05,0
27.36,-121.4,-1.3,8.42,4.7,-5.02,47.92,171.75,0
27.36,-121.37,-1.31,8.42,4.7,-5.02,46.33,171.45,0
27.36,-121.33,-1.33,8.42,4.7,-5.02,33.66,171.16,0
27.36,-121.3,-1.34,8.42,4.7,-5.03,33.83,170.86,0
27.36,-121.26,-1.35,8.42,4.7,-5.03,36.3,170.41,0
12.4,-123.66,-31.84,5.82,4.08,-4.05,36.49,170.12,0
12.4,-123.63,-31.83,5.82,4.08,-4.06,36.36,169.82,0
12.4,-123.59,-31.83,5.82,4.08,-4.06,36.31,169.96,0
12.4,-123.55,-31.83,5.82,4.07,-4.06,36.19,169.66,0
12.4,-123.52,-31.82,5.82,4.07,-4.06,36.08,169.36,0
12.4,-123.48,-31.82,5.82,4.07,-4.07,36.02,167.23,0
12.4,-123.45,-31.82,5.82,4.07,-4.07,38.28,167.27,0
12.4,-123.41,-31.81,5.82,4.07,-4.07,38.24,164.23,0
12.4,-123.38,-31.81,5.82,4.07,-4.07,38.15,162.75,0
12.4,-123.34,-31.81,5.82,4.07,-4.08,38.06,161.53,0
7.32,-104.74,-17.68,5.43,2.29,-5.05,38.01,159.08,0
7.32,-104.73,-17.68,5.43,2.29,-5.05,38.19,157.46,0
7.32,-104.73,-17.68,5.43,2.29,-5.05,38.35,156.18,0
7.32,-104.72,-17.68,5.43,2.29,-5.05,38.46,155.21,0
7.32,-104.72,-17.68,5.43,2.29,-5.05,38.57,154.06,0
7.32,-104.71,-17.67,5.43,2.29,-5.05,38.61,151.2,0
7.32,-104.7,-17.67,5.43,2.29,-5.05,38.7,150.34,0
7.32,-104.7,-17.67,5.43,2.29,-5.05,38.8,149.45,0
7.32,-104.69,-17.67,5.43,2.29,-5.05,38.9,149.2,0
7.32,-104.69,-17.67,5.43,2.29,-5.05,39.0,148.72,0
12.19,161.44,36.49,4.38,2.2,-2.73,2.12,4724.53,0
12.0,161.57,36.11,4.39,2.21,-2.72,3.82,5370.23,0
11.8,161.71,35.73,4.4,2.21,-2.72,3.59,5242.15,0
11.61,161.85,35.36,4.41,2.21,-2.72,3.34,5108.83,0
11.42,161.98,34.98,4.42,2.22,-2.72,3.1,4982.33,0
11.22,162.12,34.6,4.43,2.22,-2.71,2.88,583.4,0
11.03,162.24,34.21,4.44,2.22,-2.71,2.65,1476.4,0
10.83,162.39,33.84,4.45,2.23,-2.71,4.02,1468.88,0
10.63,162.52,33.46,4.46,2.23,-2.7,4.06,946.56,0
10.44,162.66,33.08,4.47,2.24,-2.7,4.16,1746.06,0
8.52,165.77,27.67,4.45,2.19,-2.57,4.26,1050.74,0
-7.37,171.81,-6.67,4.44,2.33,-2.11,4.34,955.86,0
-7.5,171.93,-7.07,4.44,2.34,-2.11,3.9,1042.36,0
-7.63,172.06,-7.48,4.45,2.34,-2.11,6.93,985.76,0
-7.76,172.18,-7.89,4.46,2.35,-2.12,6.65,975.77,0
-7.89,172.3,-8.3,4.47,2.35,-2.12,6.11,960.73,0
-8.02,172.43,-8.71,4.48,2.35,-2.12,5.59,942.67,0
-8.15,172.55,-9.13,4.48,2.36,-2.12,5.07,1096.44,0
-8.29,172.68,-9.55,4.49,2.36,-2.13,7.44,1068.36,0
-34.24,147.02,-35.92,4.45,2.41,-2.04,11.44,1050.19,0
-30.11,163.67,-37.13,6.01,2.12,-3.98,13.39,1193.55,0
-30.23,166.17,-38.22,6.1,2.1,-4.12,13.31,1175.02,0
-30.65,166.27,-39.08,6.01,2.1,-4.04,14.06,1159.05,0
-31.07,166.37,-39.98,5.93,2.11,-3.95,13.95,1095.43,0
-31.5,166.47,-40.89,5.84,2.11,-3.87,15.64,1045.06,0
-25.22,166.66,-30.78,6.35,2.12,-4.28,15.74,964.95,0
-18.78,166.76,-20.81,7.21,2.13,-5.09,18.65,924.2,0
-15.26,169.82,-16.61,9.18,2.13,-7.05,20.37,814.73,0
25.45,-149.08,23.95,8.83,2.09,-6.75,17.75,578.34,0
24.93,-148.99,23.23,8.79,2.09,-6.7,18.87,549.88,0
11.21,-135.36,-3.64,6.58,2.28,-4.82,18.8,525.3,0
8.74,-133.95,-8.5,6.31,2.31,-4.66,18.13,505.38,0
8.32,-133.9,-9.35,6.25,2.32,-4.61,18.43,485.94,0
7.88,-133.85,-10.23,6.2,2.33,-4.57,17.61,640.14,0
7.43,-133.79,-11.13,6.14,2.33,-4.53,16.76,626.18,0
6.97,-133.73,-12.05,6.08,2.34,-4.49,16.85,606.08,0
6.49,-133.67,-12.98,6.02,2.35,-4.45,15.91,586.13,0
-15.05,-125.77,-36.34,4.76,1.72,-4.44,13.9,559.98,0
-19.51,-127.9,-41.4,4.61,1.71,-4.36,14.49,438.16,0
-20.18,-127.93,-42.39,4.55,1.72,-4.33,12.97,419.59,0
-20.99,-127.97,-43.11,4.57,1.72,-4.38,9.97,408.69,0
-22.13,-128.01,-43.07,4.84,1.73,-4.65,8.36,393.55,0
-22.91,-128.04,-44.11,4.78,1.73,-4.63,9.4,384.55,0
-23.69,-128.08,-45.16,4.73,1.73,-4.6,6.41,371.06,0
-19.57,-137.75,-40.13,4.93,1.74,-4.37,4.59,313.67,0
6.49,169.48,17.72,8.1,3.29,-5.06,3.16,304.97,0
5.45,169.59,16.26,7.97,3.29,-4.9,3.8,328.22,0
4.38,168.46,12.6,7.71,2.68,-5.19,3.11,317.95,0
3.83,168.55,11.78,7.7,2.68,-5.17,2.35,310.67,0
-37.38,168.63,-40.25,25.91,2.68,-23.51,0.24,303.51,0
-34.67,168.72,-37.2,26.48,2.69,-24.01,0.04,292.65,0
-33.83,168.81,-36.26,26.83,2.7,-24.35,0.34,102.79,0
-32.9,169.75,-35.32,25.11,2.5,-22.81,0.81,275.27,0
-17.6,-162.01,-20.5,9.72,0.77,-9.11,6.23,268.39,0
-21.23,-162.07,-24.36,9.75,0.77,-9.17,6.36,260.95,0
-21.17,-162.13,-24.32,9.72,0.77,-9.14,6.63,252.13,0
-21.11,-162.19,-24.28,9.69,0.78,-9.1,6.85,246.2,0
-21.05,-160.7,-41.9,9.66,3.91,-7.15,5.65,239.25,0
-10.05,-160.49,-23.34,11.63,3.91,-8.45,6.05,489.97,0
