Seafloor Age,Trench Absolute Orthogonal,Trench Absolute Parallel,Convergence Orthogonal,Convergence Parallel,subduction volume,sediment thickness,ocean crust carbon percent,Label
104.76,-2.99,1.19,5.04,-11.89,0.11,169.86,2.74,0
104.86,-2.99,1.16,3.36,-6.88,0.07,170.68,2.74,0
98.79,-2.98,1.14,3.35,-6.85,0.07,170.81,2.72,0
94.79,-2.92,1.17,3.24,-6.8,0.07,171.32,2.7,0
88.18,-2.42,1.64,2.32,-6.56,0.05,170.64,2.68,0
84.86,-2.41,1.62,2.3,-6.54,0.05,172.52,2.67,0
81.83,-1.93,-4.1,1.83,-0.82,0.04,173.39,2.66,0
83.4,-0.37,-4.5,2.03,-0.12,0.04,173.73,2.66,0
80.31,-0.36,-4.5,2.05,-0.11,0.04,174.1,2.65,0
75.24,-0.35,-4.5,2.07,-0.1,0.04,175.02,2.63,0
78.46,-0.34,-4.49,2.1,-0.09,0.04,175.63,2.64,0
75.49,-0.38,-3.14,2.17,-1.43,0.04,167.61,2.63,0
70.72,-0.95,-3.4,2.35,-0.83,0.04,165.49,2.61,0
68.3,-1.81,-3.8,2.62,0.06,0.05,156.68,2.6,0
96.86,-1.81,-3.8,2.64,0.07,0.06,155.14,2.71,0
95.52,-1.81,-3.8,2.66,0.08,0.06,154.77,2.71,0
94.85,-2.74,-0.74,10.02,-4.76,0.21,195.11,2.71,0
94.64,-2.75,-0.74,10.04,-4.74,0.21,183.71,2.7,0
95.03,-2.75,-0.73,10.06,-4.72,0.21,168.56,2.71,0
94.83,-2.76,-0.72,10.08,-4.7,0.21,171.8,2.71,0
95.26,-2.65,-4.01,9.01,-0.64,0.19,171.68,2.72,0
93.67,-2.67,-4.0,9.06,-0.6,0.19,170.18,2.71,0
94.01,-2.68,-3.98,9.11,-0.55,0.19,169.04,2.73,0
94.36,-2.7,-3.97,9.16,-0.51,0.19,158.11,2.75,0
92.76,-2.72,-3.96,9.2,-0.46,0.19,162.42,2.74,0
93.12,-2.74,-3.94,9.25,-0.42,0.19,285.24,2.76,0
91.5,-2.39,0.81,8.93,-5.11,0.19,287.65,2.75,0
93.19,-2.44,0.83,9.03,-5.06,0.19,291.49,2.81,0
91.58,-2.5,0.85,9.13,-5.01,0.19,299.7,2.79,0
91.28,-2.55,0.87,9.23,-4.96,0.19,310.7,2.8,0
90.98,-1.91,2.01,8.62,-6.04,0.18,318.78,2.81,0
92.69,-0.33,4.65,7.08,-8.63,0.15,356.91,2.84,0
91.71,-0.34,4.66,7.12,-8.6,0.15,341.42,2.84,0
91.41,-0.35,4.66,7.16,-8.58,0.15,381.57,2.84,0
91.12,-0.37,4.67,8.34,-9.19,0.17,406.07,2.83,0
89.02,-0.38,4.67,8.38,-9.16,0.17,467.04,2.83,0
80.81,-1.67,-1.03,9.69,-3.44,0.19,594.95,2.69,0
77.38,-1.67,-1.03,9.68,-3.44,0.19,712.6,2.65,0
72.36,-1.67,-1.03,9.68,-3.43,0.19,920.44,2.62,0
72.63,-1.66,-1.03,9.68,-3.43,0.19,960.5,2.62,0
69.66,-1.66,-1.03,9.67,-3.42,0.18,1046.67,2.61,0
68.84,-1.66,-1.03,9.67,-3.41,0.18,733.09,2.6,0
66.42,-1.66,-1.04,9.67,-3.41,0.18,770.04,2.59,0
62.1,-1.66,-1.04,9.66,-3.4,0.17,837.32,2.57,0
59.98,-1.66,-1.04,9.66,-3.4,0.17,913.92,2.56,0
58.39,-1.66,-1.04,9.66,-3.39,0.17,996.86,2.55,0
58.22,-0.61,-6.93,8.5,2.63,0.15,990.92,2.55,0
58.38,-0.61,-6.93,8.49,2.66,0.15,307.59,2.55,0
56.96,-0.61,-6.93,8.48,2.68,0.15,306.02,2.54,0
57.22,-0.6,-6.92,8.47,2.7,0.15,301.92,2.54,0
58.96,-0.6,-6.92,8.46,2.73,0.15,300.21,2.55,0
57.8,-0.6,-6.92,8.45,2.75,0.15,241.17,2.55,0
58.67,-0.59,-6.91,8.44,2.77,0.15,214.82,2.55,0
59.51,-0.59,-6.91,8.42,2.8,0.15,233.02,2.56,0
59.5,-0.59,-6.91,8.41,2.82,0.15,187.83,2.56,0
60.69,-0.59,-6.9,8.39,2.84,0.15,185.73,2.58,0
56.3,-3.26,-4.33,11.14,0.17,0.19,185.46,2.54,0
55.57,-3.25,-4.34,3.95,0.29,0.07,183.79,2.54,0
54.78,-3.24,-4.35,3.95,0.29,0.06,160.08,2.53,0
53.94,-3.23,-4.36,3.95,0.29,0.07,218.14,2.53,0
49.39,-3.21,-4.37,3.95,0.29,0.06,215.95,2.5,0
48.47,-3.2,-4.38,3.95,0.29,0.06,298.45,2.49,0
44.63,-3.19,-4.39,3.95,0.29,0.06,316.31,2.47,0
45.89,-3.18,-4.4,3.95,0.29,0.06,333.43,2.47,0
42.02,-3.16,-4.41,3.95,0.29,0.06,403.31,2.45,0
43.24,-3.15,-4.42,3.95,0.29,0.06,388.11,2.46,0
40.1,-2.28,-3.64,7.95,3.06,0.12,158.78,2.43,0
40.74,-2.27,-3.64,7.95,3.06,0.12,158.02,2.44,0
39.04,-2.27,-3.64,7.95,3.06,0.11,178.84,2.42,0
40.12,-2.27,-3.64,7.95,3.06,0.12,179.09,2.43,0
38.54,-2.27,-3.65,7.95,3.06,0.11,176.5,2.42,0
37.95,-2.26,-3.65,7.95,3.06,0.11,171.89,2.41,0
39.07,-2.26,-3.65,7.95,3.06,0.11,169.8,2.42,0
33.04,-2.26,-3.65,7.95,3.06,0.1,170.33,2.37,0
31.54,-2.26,-3.65,7.95,3.06,0.1,167.11,2.36,0
30.6,-2.25,-3.65,7.95,3.06,0.1,165.66,2.35,0
30.0,-2.06,-3.06,4.69,0.49,0.06,164.17,2.34,0
28.72,-2.05,-3.06,4.69,0.49,0.06,162.57,2.33,0
27.78,-2.05,-3.06,4.69,0.49,0.06,161.5,2.31,0
26.64,-2.05,-3.06,4.69,0.49,0.06,160.48,2.3,0
26.15,-2.05,-3.06,4.69,0.49,0.05,158.8,2.3,0
25.97,-2.05,-3.07,4.69,0.49,0.05,146.75,2.29,0
24.0,-2.04,-3.07,4.69,0.49,0.05,147.01,2.27,0
25.54,-2.04,-3.07,4.69,0.49,0.05,141.96,2.29,0
27.99,-2.04,-3.07,4.69,0.49,0.06,140.72,2.32,0
27.85,-2.04,-3.07,4.69,0.49,0.06,141.37,2.32,0
27.45,-0.99,-2.16,4.78,0.02,0.06,136.44,2.32,0
27.52,-0.99,-2.16,4.78,0.02,0.06,135.64,2.32,0
27.59,-0.99,-2.16,4.78,0.02,0.06,135.65,2.33,0
27.66,-0.99,-2.16,4.78,0.02,0.06,136.0,2.34,0
24.75,-0.99,-2.16,4.78,0.02,0.05,132.7,2.29,0
29.78,-0.99,-2.16,4.78,0.02,0.06,133.12,2.43,0
29.82,-0.99,-2.16,4.78,0.02,0.06,133.88,2.45,0
29.91,-0.99,-2.16,4.78,0.02,0.06,134.46,2.46,0
27.71,-0.99,-2.16,4.78,0.02,0.06,135.17,2.43,0
28.47,-0.98,-2.16,4.78,0.02,0.06,133.26,2.45,0
1.5,-1.01,2.08,3.56,-2.54,0.01,1447.11,0.62,0
7.23,-1.02,2.08,3.56,-2.56,0.02,1566.09,1.15,0
6.71,-1.02,2.08,3.56,-2.58,0.02,998.72,1.15,0
6.21,-1.03,2.08,3.56,-2.6,0.02,1635.02,1.15,0
5.68,-1.03,2.08,3.56,-2.61,0.02,1736.0,1.15,0
5.17,-1.04,2.08,3.56,-2.63,0.02,583.4,1.14,0
4.67,-1.05,2.08,3.56,-2.65,0.02,1476.4,1.14,0
8.39,-1.05,2.08,3.56,-2.67,0.02,1468.88,1.37,0
8.05,-1.06,2.09,3.56,-2.69,0.02,946.56,1.37,0
7.75,-1.06,2.09,3.56,-2.71,0.02,1746.06,1.37,0
7.41,-1.15,2.0,3.44,-2.81,0.02,1050.74,1.36,0
7.04,-1.45,2.0,2.38,-3.56,0.01,955.86,1.36,0
6.33,-1.45,2.0,2.38,-3.57,0.01,714.64,1.33,0
10.3,-1.46,2.0,2.38,-3.58,0.02,985.76,1.48,0
7.03,-1.46,2.0,2.37,-3.6,0.01,975.77,1.37,0
6.27,-1.47,2.0,2.37,-3.61,0.01,712.09,1.35,0
6.74,-1.48,2.0,2.37,-3.62,0.01,692.79,1.37,0
5.34,-1.48,2.0,2.36,-3.63,0.01,1096.44,1.31,0
7.87,-1.49,2.0,2.36,-3.64,0.01,1068.36,1.42,0
5.85,-1.16,2.21,1.75,-3.98,0.01,1050.19,1.34,0
8.11,-1.54,1.6,4.11,-5.77,0.03,904.52,1.43,0
8.13,-1.59,1.52,4.29,-5.92,0.03,889.2,1.43,0
8.21,-1.6,1.52,4.21,-5.87,0.03,874.91,1.45,0
8.28,-1.6,1.52,4.13,-5.81,0.03,859.6,1.47,0
9.98,-1.61,1.52,4.05,-5.76,0.03,824.57,1.57,0
8.35,-1.62,1.52,4.97,-5.89,0.03,964.95,1.53,0
10.28,-1.62,1.52,6.21,-6.16,0.04,924.2,1.64,0
17.18,-1.7,1.44,7.89,-7.28,0.07,814.73,1.9,0
20.32,-1.87,1.21,8.92,-6.43,0.09,773.38,1.97,0
23.09,-1.88,1.21,8.83,-6.46,0.1,726.82,1.96,0
26.64,-2.34,0.86,6.14,-6.19,0.07,700.62,1.96,0
27.05,-2.4,0.82,5.78,-6.14,0.07,666.9,1.96,0
27.1,-2.4,0.82,5.71,-6.11,0.07,663.95,1.95,0
29.56,-2.41,0.82,5.63,-6.09,0.07,640.14,1.96,0
29.47,-2.42,0.82,5.56,-6.07,0.07,487.61,1.95,0
29.3,-2.42,0.82,5.49,-6.04,0.07,466.0,1.94,0
30.67,-2.43,0.82,5.41,-6.02,0.07,438.0,1.95,0
30.14,-1.92,0.4,2.44,-5.33,0.03,413.79,1.95,0
28.97,-1.89,0.46,1.98,-5.19,0.02,438.16,1.94,0
29.32,-1.9,0.46,1.92,-5.14,0.02,419.59,1.97,0
28.0,-1.9,0.47,1.86,-5.18,0.02,264.49,1.95,0
26.64,-1.91,0.47,1.81,-5.45,0.02,260.1,1.93,0
25.19,-1.91,0.47,1.74,-5.4,0.02,252.86,1.9,0
23.71,-1.91,0.47,1.67,-5.35,0.02,248.62,1.88,0
23.8,-1.83,0.75,2.02,-5.52,0.02,313.67,1.9,0
22.36,-1.03,3.26,5.71,-7.46,0.06,230.52,1.87,0
22.03,-1.03,3.26,5.38,-7.37,0.06,328.22,1.88,0
21.33,-0.83,2.68,4.8,-7.09,0.05,317.95,1.88,0
20.73,-0.84,2.68,4.73,-7.12,0.05,310.67,1.88,0
20.08,-0.84,2.68,7.93,-8.9,0.08,224.65,1.88,0
19.94,-0.85,2.69,11.52,-10.8,0.12,219.96,1.9,0
18.48,-0.85,2.69,12.1,-11.13,0.12,216.57,1.87,0
15.3,-0.84,2.49,11.92,-10.79,0.11,212.26,1.77,0
15.99,-0.73,0.64,6.61,-8.03,0.06,208.96,1.82,0
15.59,-0.74,0.65,5.75,-8.03,0.05,205.85,1.83,0
15.01,-0.74,0.65,5.48,-7.88,0.05,201.84,1.83,0
14.36,-0.74,0.65,5.49,-7.88,0.05,198.71,1.82,0
13.72,-2.9,2.84,5.49,-7.88,0.05,195.71,1.82,0
12.82,-2.91,2.84,8.51,-8.5,0.07,194.45,1.8,0
12.48,-2.92,2.83,9.13,-8.98,0.07,192.54,1.8,0
14.05,-2.93,2.82,8.49,-9.22,0.07,212.64,1.86,0
13.8,-2.94,2.81,8.48,-9.22,0.07,188.23,1.86,0
13.56,-2.95,2.8,7.58,-9.01,0.06,205.71,1.86,0
14.81,-2.97,2.8,7.56,-9.01,0.07,202.64,1.92,0
9.57,-3.5,2.02,8.09,-9.16,0.06,192.35,1.75,0
3.73,-4.74,0.22,2.36,-18.62,0.01,173.83,1.42,0
3.96,-4.75,0.2,2.36,-18.6,0.01,186.78,1.46,0
4.91,-3.4,1.1,2.37,-18.58,0.01,171.08,1.55,0
2.42,-3.41,1.08,1.86,-18.97,0.01,170.45,1.32,0
2.53,-3.42,1.07,1.8,-18.99,0.01,203.29,1.45,0
4.64,-3.43,1.05,3.51,-14.92,0.02,203.62,1.58,0
4.59,-3.44,1.04,6.24,-8.81,0.03,196.95,1.53,0
4.15,-3.46,1.02,6.34,-8.74,0.03,188.26,1.5,0
2.96,-3.47,1.01,5.7,-9.42,0.02,1328.9,1.43,0
2.95,-3.48,0.99,5.46,-9.67,0.02,172.9,1.44,0
1.3,-3.49,0.98,5.52,-9.62,0.01,1394.37,1.19,0
37.96,-3.49,0.96,5.65,-9.6,0.07,1374.08,2.28,0
49.98,-3.5,0.94,5.71,-9.54,0.09,1286.43,2.21,0
70.47,-3.51,0.93,5.77,-9.48,0.1,1177.9,2.59,0
70.96,-3.52,0.91,5.82,-9.42,0.11,1085.55,2.59,0
72.3,-4.91,-0.42,8.94,-10.9,0.15,996.86,2.59,0
72.38,-4.91,-0.45,8.81,-10.94,0.17,911.44,2.58,0
72.62,-4.91,-0.47,8.68,-10.98,0.17,931.37,2.56,0
73.77,-4.91,-0.5,8.55,-11.02,0.17,996.51,2.51,0
73.48,-4.91,-0.52,8.42,-11.06,0.16,880.09,2.49,0
74.27,-4.92,-0.55,8.29,-11.1,0.16,145.6,2.39,0
75.11,-4.92,-0.57,8.16,-11.13,0.16,146.54,2.28,0
74.89,-4.92,-0.59,9.11,-9.03,0.18,148.46,2.23,0
76.41,-4.92,-0.62,9.05,-9.08,0.18,149.57,2.15,0
77.02,-4.92,-0.65,9.0,-9.14,0.18,150.1,2.14,0
76.65,-4.92,-0.67,8.94,-9.19,0.18,150.86,2.14,0
77.04,-4.91,-0.7,8.88,-9.24,0.17,150.24,2.14,0
76.64,-4.91,-0.72,6.93,-5.21,0.14,150.55,2.14,0
77.08,-4.91,-0.75,6.94,-5.23,0.14,152.61,2.17,0
77.19,-4.91,-0.77,6.95,-5.25,0.14,151.79,2.2,0
76.5,-4.91,-0.8,6.96,-5.28,0.14,152.62,2.21,0
76.2,-4.91,-0.83,6.98,-5.3,0.14,155.04,2.25,0
76.32,-4.9,-0.85,5.92,-7.23,0.12,156.12,2.31,0
73.72,-4.9,-0.88,5.91,-7.24,0.11,156.76,2.21,0
72.36,-4.9,-0.91,5.9,-7.25,0.11,157.11,2.19,0
72.82,-4.89,-0.94,5.88,-7.25,0.11,157.45,2.27,0
72.8,-4.89,-0.96,5.87,-7.26,0.11,157.46,2.33,0
73.26,-4.91,1.17,5.9,-9.41,0.11,158.0,2.41,0
73.7,-4.94,1.17,5.94,-9.44,0.11,158.17,2.45,0
72.92,-4.97,1.17,5.99,-9.47,0.12,158.23,2.45,0
73.64,-5.0,1.17,6.04,-9.5,0.12,158.6,2.43,0
74.53,-5.03,1.17,6.09,-9.53,0.12,158.47,2.37,0
73.97,-5.64,-0.06,15.22,-4.87,0.29,158.84,2.35,0
77.66,-5.66,-0.06,15.23,-4.86,0.3,158.82,2.39,0
81.56,-5.68,-0.07,15.24,-4.86,0.31,159.3,2.47,0
83.69,-5.7,-0.07,15.25,-4.86,0.31,107.35,2.49,0
87.03,-5.72,-0.08,15.26,-4.86,0.31,105.41,2.55,0
87.93,-5.74,-0.08,15.26,-4.85,0.31,102.13,2.61,0
89.6,-5.76,-0.09,15.27,-4.85,0.32,102.6,2.67,0
91.3,-5.78,-0.1,15.28,-4.84,0.32,103.84,2.69,0
93.07,-5.8,-0.1,15.28,-4.84,0.32,101.98,2.7,0
93.99,-5.82,-0.11,15.29,-4.83,0.32,99.71,2.7,0
95.86,-5.75,-1.31,16.64,-4.55,0.35,103.43,2.71,0
96.76,-4.76,-0.11,17.76,-7.14,0.38,101.58,2.71,0
96.7,-4.75,-0.13,17.69,-7.2,0.37,99.32,2.71,0
85.31,-4.75,-0.15,15.34,-10.38,0.31,98.38,2.67,0
75.43,-4.74,-0.17,15.27,-10.43,0.3,163.38,2.48,0
70.04,-4.17,0.01,14.07,-10.32,0.27,163.65,2.43,0
65.31,-2.84,0.46,11.37,-10.02,0.21,164.33,2.39,0
62.41,-2.84,0.45,11.3,-10.08,0.2,164.93,2.35,0
60.08,-2.83,0.44,11.22,-10.14,0.2,165.83,2.3,0
57.52,-2.82,0.43,11.14,-10.2,0.19,166.49,2.26,0
104.9,-2.5,1.18,7.87,-11.27,0.17,167.18,2.74,0
105.09,-3.05,1.26,5.41,-11.88,0.12,168.0,2.74,0
105.9,-3.05,1.23,5.33,-11.88,0.12,168.67,2.74,0
106.05,-3.04,1.21,5.24,-11.88,0.11,169.08,2.74,0
101.65,-3.03,1.19,5.16,-11.89,0.11,169.86,2.73,0
94.88,-3.02,1.16,3.39,-6.88,0.07,170.68,2.71,0
91.26,-3.02,1.14,3.38,-6.85,0.07,169.07,2.69,0
84.12,-2.96,1.17,3.27,-6.8,0.07,171.32,2.67,0
80.8,-2.47,1.64,2.35,-6.56,0.05,170.64,2.65,0
75.57,-2.46,1.62,2.34,-6.54,0.05,170.73,2.63,0
72.99,-1.91,-4.1,1.8,-0.82,0.03,173.39,2.62,0
76.45,-1.28,-4.33,1.93,-0.54,0.04,173.73,2.64,0
71.69,-1.27,-4.33,1.95,-0.53,0.04,172.61,2.62,0
75.24,-1.26,-4.33,1.97,-0.52,0.04,171.24,2.63,0
72.64,-1.25,-4.33,2.0,-0.52,0.04,170.89,2.62,0
69.89,-1.01,-3.0,1.79,-1.84,0.03,167.61,2.61,0
70.72,-1.63,-3.13,2.1,-1.3,0.04,165.49,2.61,0
68.3,-2.56,-3.34,2.55,-0.48,0.05,156.68,2.6,0
98.12,-2.55,-3.34,2.57,-0.48,0.05,155.14,2.72,0
96.81,-2.55,-3.34,2.59,-0.47,0.05,154.77,2.71,0
96.13,-2.8,-0.16,8.79,-6.73,0.19,195.11,2.71,0
96.54,-2.8,-0.15,8.82,-6.71,0.19,183.71,2.72,0
96.33,-2.81,-0.14,8.84,-6.7,0.19,168.56,2.72,0
96.11,-2.81,-0.13,8.87,-6.68,0.19,171.8,2.72,0
95.26,-3.33,-3.38,8.61,-2.49,0.18,171.68,2.72,0
95.6,-3.35,-3.36,8.67,-2.46,0.18,170.18,2.74,0
95.29,-3.36,-3.35,8.73,-2.43,0.18,169.04,2.75,0
94.36,-3.38,-3.33,8.78,-2.39,0.18,158.11,2.75,0
94.06,-3.39,-3.31,8.84,-2.36,0.19,162.42,2.77,0
93.12,-3.41,-3.3,8.89,-2.32,0.19,162.73,2.76,0
92.82,-2.06,1.28,7.59,-6.85,0.16,287.65,2.78,0
93.19,-2.11,1.31,7.7,-6.82,0.16,291.49,2.81,0
92.9,-2.16,1.35,7.81,-6.79,0.16,299.7,2.82,0
92.6,-2.21,1.38,7.91,-6.76,0.17,310.7,2.83,0
92.98,-1.36,2.36,7.12,-7.69,0.15,318.78,2.84,0
92.69,0.69,4.61,5.11,-9.91,0.11,323.07,2.84,0
93.01,0.68,4.62,5.15,-9.89,0.11,341.42,2.84,0
92.71,0.67,4.63,5.19,-9.87,0.11,381.57,2.83,0
88.44,0.66,4.64,6.23,-10.72,0.13,406.07,2.82,0
84.48,0.65,4.65,6.27,-10.7,0.13,467.04,2.76,0
80.81,-1.84,-0.66,8.78,-5.38,0.18,594.95,2.69,0
75.49,-1.84,-0.66,8.78,-5.37,0.17,712.6,2.63,0
72.36,-1.84,-0.66,8.78,-5.36,0.17,920.44,2.62,0
69.75,-1.84,-0.66,8.78,-5.36,0.17,960.5,2.61,0
67.22,-1.84,-0.66,8.78,-5.35,0.16,1046.67,2.6,0
64.26,-1.84,-0.67,8.78,-5.35,0.16,733.09,2.58,0
62.5,-1.84,-0.67,8.77,-5.34,0.16,770.04,2.57,0
62.1,-1.84,-0.67,8.77,-5.33,0.16,837.32,2.57,0
59.98,-1.84,-0.67,8.77,-5.33,0.15,913.92,2.56,0
58.39,-1.84,-0.67,8.77,-5.32,0.15,996.86,2.55,0
56.88,-2.0,-6.66,8.86,0.82,0.15,990.92,2.54,0
55.6,-2.0,-6.66,8.86,0.84,0.15,307.59,2.54,0
55.23,-1.99,-6.65,8.85,0.86,0.15,306.02,2.53,0
57.22,-1.99,-6.65,8.85,0.89,0.15,301.92,2.54,0
56.98,-1.99,-6.65,8.84,0.91,0.15,300.21,2.54,0
57.8,-1.98,-6.65,8.84,0.94,0.15,241.17,2.55,0
58.67,-1.98,-6.64,8.83,0.96,0.15,214.82,2.55,0
55.39,-1.97,-6.64,8.82,0.99,0.14,233.02,2.53,0
56.65,-1.97,-6.64,8.81,1.02,0.14,187.83,2.54,0
60.27,-1.96,-6.63,8.8,1.04,0.15,185.73,2.58,0
56.3,-8.93,-0.47,9.57,5.85,0.16,161.78,2.54,0
52.61,-4.15,-3.57,3.79,-0.53,0.06,183.79,2.52,0
51.82,-4.13,-3.58,3.81,-0.53,0.06,160.08,2.51,0
50.25,-4.12,-3.59,3.81,-0.53,0.06,159.03,2.5,0
49.39,-4.11,-3.61,3.81,-0.53,0.06,158.88,2.5,0
45.6,-4.1,-3.62,3.81,-0.53,0.06,187.87,2.47,0
44.63,-4.09,-3.63,3.81,-0.53,0.06,196.39,2.47,0
43.08,-4.08,-3.64,3.81,-0.53,0.06,315.96,2.45,0
42.02,-4.07,-3.66,3.81,-0.53,0.06,382.44,2.45,0
41.69,-4.06,-3.67,3.81,-0.53,0.06,253.9,2.44,0
40.91,-3.06,-3.08,8.41,1.34,0.12,160.41,2.44,0
40.74,-3.06,-3.09,8.41,1.34,0.12,160.01,2.44,0
40.26,-3.05,-3.09,8.41,1.34,0.12,178.84,2.43,0
40.12,-3.05,-3.09,8.41,1.34,0.12,178.43,2.43,0
40.14,-3.05,-3.09,8.41,1.34,0.12,177.2,2.43,0
40.99,-3.05,-3.09,8.41,1.34,0.12,176.25,2.44,0
39.07,-3.05,-3.1,8.41,1.34,0.12,173.77,2.42,0
33.04,-3.04,-3.1,8.41,1.34,0.11,171.99,2.37,0
31.61,-3.04,-3.1,8.41,1.34,0.11,168.58,2.36,0
30.6,-3.04,-3.1,8.41,1.34,0.11,167.05,2.35,0
29.92,-2.72,-2.56,4.82,-0.5,0.06,164.17,2.34,0
28.72,-2.71,-2.56,4.82,-0.5,0.06,163.71,2.33,0
27.95,-2.71,-2.56,4.82,-0.5,0.06,163.59,2.32,0
28.93,-2.71,-2.57,4.82,-0.5,0.06,161.44,2.33,0
26.15,-2.71,-2.57,4.82,-0.5,0.06,160.61,2.3,0
28.54,-2.72,-2.57,4.85,-0.5,0.06,151.22,2.32,0
28.38,-2.7,-2.57,4.82,-0.5,0.06,150.89,2.32,0
28.23,-2.7,-2.57,4.82,-0.5,0.06,146.13,2.32,0
27.99,-2.7,-2.58,4.82,-0.5,0.06,145.54,2.32,0
27.85,-2.7,-2.58,4.82,-0.5,0.06,145.66,2.32,0
27.45,-1.39,-1.91,4.76,-0.97,0.06,141.21,2.32,0
27.52,-1.39,-1.91,4.76,-0.97,0.06,140.03,2.32,0
27.59,-1.39,-1.91,4.76,-0.97,0.06,139.66,2.33,0
27.66,-1.39,-1.91,4.76,-0.97,0.06,139.72,2.34,0
27.73,-1.39,-1.91,4.76,-0.97,0.06,136.32,2.36,0
29.78,-1.39,-1.91,4.76,-0.97,0.06,136.49,2.43,0
29.82,-1.39,-1.91,4.76,-0.97,0.06,137.03,2.45,0
29.91,-1.39,-1.91,4.78,-0.97,0.06,137.42,2.46,0
29.89,-1.39,-1.91,4.76,-0.97,0.06,135.17,2.46,0
28.47,-1.39,-1.91,4.76,-0.97,0.06,136.06,2.45,0
2.35,-1.38,1.87,3.94,-1.88,0.01,1315.71,0.73,0
2.03,-1.38,1.87,3.94,-1.9,0.01,1566.09,0.74,0
1.67,-1.39,1.87,3.95,-1.92,0.01,998.72,0.73,0
3.72,-1.39,1.87,3.95,-1.94,0.02,1635.02,0.98,0
4.12,-1.4,1.87,3.95,-1.96,0.02,1736.0,1.04,0
3.87,-1.4,1.87,3.96,-1.98,0.02,583.4,1.05,0
3.61,-1.41,1.87,3.96,-1.99,0.02,1476.4,1.06,0
3.57,-1.42,1.87,3.96,-2.01,0.02,1468.88,1.08,0
3.59,-1.42,1.87,3.97,-2.03,0.02,946.56,1.1,0
6.26,-1.43,1.87,3.97,-2.05,0.02,1746.06,1.3,0
6.84,-1.5,1.76,3.86,-2.17,0.02,1050.74,1.34,0
6.69,-1.79,1.72,2.93,-3.09,0.02,955.86,1.34,0
6.07,-1.8,1.72,2.93,-3.11,0.01,714.64,1.32,0
5.34,-1.81,1.71,2.93,-3.12,0.01,985.76,1.29,0
6.69,-1.81,1.71,2.93,-3.13,0.02,975.77,1.36,0
5.84,-1.82,1.71,2.93,-3.15,0.01,712.09,1.33,0
5.0,-1.82,1.71,2.93,-3.16,0.01,692.79,1.29,0
4.17,-1.83,1.71,2.92,-3.17,0.01,1096.44,1.25,0
4.46,-1.83,1.71,2.92,-3.18,0.01,1068.36,1.27,0
3.85,-1.18,2.21,1.72,-3.98,0.01,1050.19,1.24,0
3.07,-1.56,1.6,4.39,-5.77,0.02,904.52,1.19,0
5.82,-1.61,1.52,4.55,-5.92,0.02,889.2,1.34,0
5.92,-1.62,1.52,4.52,-5.87,0.02,874.91,1.35,0
3.88,-1.62,1.52,4.44,-5.81,0.02,859.6,1.25,0
7.7,-1.63,1.52,4.31,-5.76,0.03,824.57,1.46,0
7.8,-1.64,1.52,5.25,-5.89,0.03,964.95,1.5,0
9.71,-1.64,1.52,6.51,-6.16,0.04,924.2,1.61,0
12.93,-1.72,1.44,8.24,-7.28,0.06,814.73,1.76,0
16.94,-1.89,1.21,9.3,-6.43,0.09,773.38,1.9,0
18.79,-1.9,1.21,9.22,-6.46,0.09,726.82,1.94,0
22.68,-2.37,0.86,6.56,-6.19,0.07,700.62,1.95,0
23.5,-2.43,0.82,6.2,-6.14,0.07,666.9,1.94,0
26.62,-2.44,0.82,6.13,-6.11,0.07,663.95,1.95,0
27.62,-2.45,0.82,6.05,-6.09,0.07,640.14,1.95,0
28.36,-2.45,0.82,5.98,-6.07,0.07,487.61,1.95,0
30.48,-2.46,0.82,5.91,-6.04,0.07,466.0,1.94,0
30.09,-2.46,0.82,5.83,-6.02,0.07,438.0,1.94,0
31.37,-1.96,0.4,2.74,-5.33,0.04,413.79,1.99,0
30.23,-1.93,0.46,2.26,-5.19,0.03,438.16,1.97,0
28.99,-1.94,0.46,2.2,-5.14,0.03,419.59,1.96,0
27.72,-1.94,0.47,2.15,-5.18,0.03,264.49,1.94,0
28.08,-1.95,0.47,2.1,-5.45,0.03,260.1,1.97,0
26.69,-1.95,0.47,2.03,-5.4,0.02,252.86,1.95,0
25.27,-1.95,0.47,1.96,-5.35,0.02,248.62,1.93,0
23.82,-1.87,0.75,2.31,-5.52,0.03,313.67,1.9,0
24.05,-1.06,3.26,5.97,-7.46,0.07,230.52,1.93,0
23.75,-1.07,3.26,5.62,-7.37,0.06,227.23,1.95,0
23.36,-0.87,2.68,4.97,-7.09,0.06,223.1,1.96,0
21.05,-0.87,2.68,4.9,-7.12,0.05,310.67,1.89,0
20.43,-0.88,2.68,8.02,-8.9,0.08,224.65,1.9,0
21.84,-0.88,2.69,11.56,-10.8,0.12,219.96,1.97,0
22.28,-0.88,2.69,12.15,-11.13,0.13,216.57,1.99,0
19.8,-0.88,2.49,11.97,-10.79,0.12,212.26,1.94,0
16.09,-0.77,0.64,6.63,-8.03,0.06,208.96,1.82,0
15.66,-0.77,0.65,5.76,-8.03,0.05,205.85,1.83,0
15.06,-0.78,0.65,5.5,-7.88,0.05,201.84,1.83,0
16.01,-0.78,0.65,5.5,-7.88,0.05,198.71,1.88,0
15.38,-2.92,2.84,5.5,-7.88,0.05,195.71,1.87,0
14.49,-2.93,2.84,8.54,-8.5,0.07,194.45,1.86,0
