Seafloor Age,Distance Along Trench,Trench Absolute Orthogonal,Convergence Orthogonal,Convergence Parallel,decompacted sediment thickness,sediment thickness,ocean crust carbon percent,Label
68.79,3.43,-0.22,12.21,6.61,29.34,82.67,2.57,0
69.68,3.43,-0.18,12.19,6.45,43.9,96.55,2.55,0
70.6,3.43,-0.15,12.16,6.29,31.85,96.27,2.51,0
71.03,3.43,-0.12,11.62,8.44,48.54,99.5,2.45,0
71.95,3.43,-0.09,11.61,8.34,49.9,101.81,2.34,0
72.92,3.43,-0.05,11.6,8.25,52.16,101.66,2.23,0
75.08,3.43,-0.02,11.59,8.15,52.26,98.93,2.14,0
74.51,3.43,0.01,11.58,8.05,70.95,107.46,2.13,0
75.98,3.43,0.05,8.11,7.26,62.26,97.43,2.14,0
77.63,3.43,0.08,8.1,7.24,61.43,107.93,2.18,0
78.42,3.43,0.11,8.09,7.23,70.61,102.48,2.27,0
79.29,3.43,0.15,8.07,7.22,78.93,112.39,2.38,0
79.37,3.43,0.18,8.06,7.2,80.09,109.78,2.43,0
79.45,3.43,0.21,9.8,5.85,86.79,115.84,2.47,0
79.33,3.43,0.25,9.78,5.82,92.38,108.52,2.47,0
79.6,3.43,0.28,9.76,5.79,95.89,109.58,2.46,0
79.75,3.43,0.31,9.73,5.76,97.21,110.62,2.42,0
79.7,3.43,0.35,9.71,5.73,106.39,110.65,2.38,0
79.85,3.43,-3.13,13.19,6.29,106.23,114.05,2.35,0
80.01,3.43,-3.11,13.19,6.3,105.87,109.93,2.35,0
80.95,3.43,-3.1,13.18,6.32,105.05,109.44,2.39,0
80.94,3.43,-3.09,13.18,6.34,106.02,109.04,2.41,0
82.57,3.43,-3.07,13.17,6.35,104.75,103.25,2.46,0
83.28,3.43,-2.0,6.33,13.76,104.14,102.94,2.48,0
83.15,3.43,-1.98,6.29,13.75,107.37,101.53,2.48,0
84.68,3.43,-1.96,6.25,13.73,119.79,107.28,2.49,0
84.69,3.43,-1.94,6.21,13.72,122.54,105.93,2.49,0
85.31,3.43,-1.92,6.17,13.7,126.99,104.18,2.52,0
87.85,3.43,-1.9,6.13,13.68,92.32,100.36,2.6,0
87.28,3.43,-1.88,6.09,13.67,120.91,109.37,2.61,0
88.99,3.43,-1.86,6.05,13.65,130.93,106.48,2.67,0
88.57,3.43,-1.84,6.0,13.63,142.45,102.76,2.67,0
89.12,3.43,-1.82,5.96,13.61,150.08,100.28,2.68,0
88.66,3.43,0.34,4.56,14.13,134.14,98.33,2.68,0
88.18,3.26,-0.09,6.15,14.11,113.51,95.01,2.68,0
87.87,2.92,-0.06,6.17,14.01,81.31,75.13,2.68,0
87.61,2.57,-0.04,9.18,11.35,79.1,84.1,2.68,0
87.61,2.16,-0.02,9.22,11.28,47.47,69.31,2.68,0
87.8,1.76,-0.01,8.89,10.08,22.4,63.11,2.68,0
87.96,1.6,-0.01,8.07,7.4,8.94,58.75,2.68,0
88.02,1.58,0.01,8.14,7.32,2.71,56.07,2.68,0
88.11,1.57,0.02,8.2,7.25,0.94,57.52,2.68,0
88.02,1.49,0.03,8.25,7.17,0.07,54.64,2.68,0
88.15,1.47,-0.05,8.04,3.28,-0.06,52.0,2.68,0
88.28,1.38,-0.4,8.12,0.66,0.0,42.85,2.68,0
86.81,9.15,0.04,-1.59,-2.56,0.0,43.67,2.68,0
83.68,9.23,0.05,-1.61,-2.54,-0.05,49.51,2.67,0
80.95,9.29,0.07,-1.62,-2.53,-0.05,47.16,2.65,0
79.64,8.98,0.13,-1.67,-2.51,0.0,44.37,2.65,0
78.7,22.8,0.25,-1.86,-2.38,0.0,46.78,2.65,0
77.55,22.63,0.3,-1.85,-2.29,-0.0,49.84,2.64,0
76.44,22.44,0.34,-1.5,-1.66,-0.01,53.02,2.64,0
75.46,22.45,0.36,-1.51,-1.65,-0.0,55.49,2.63,0
75.93,22.32,1.48,1.11,-1.47,-0.01,59.24,2.63,0
76.03,22.19,1.48,1.12,-1.46,3.9,75.7,2.63,0
73.91,22.08,1.47,1.14,-1.45,1.03,83.33,2.63,0
72.85,21.96,1.76,1.32,-1.3,4.9,88.13,2.62,0
71.97,21.84,1.75,1.33,-1.29,15.08,97.23,2.62,0
70.83,0.09,1.43,0.59,2.13,19.96,103.98,2.61,0
68.77,0.09,1.35,0.73,2.68,33.18,129.25,2.6,0
70.39,0.1,1.27,0.84,3.5,41.04,127.12,2.61,0
70.58,0.1,1.26,0.86,3.49,41.78,111.66,2.61,0
68.47,0.1,1.26,0.87,3.48,46.48,101.11,2.6,0
67.74,0.1,-2.1,0.89,3.48,29.12,84.89,2.6,0
77.54,0.1,-2.11,0.9,3.47,38.23,86.63,2.64,0
77.43,0.1,-2.11,0.92,3.46,13.37,70.39,2.64,0
77.33,0.1,-2.12,0.93,3.45,11.62,64.78,2.64,0
77.22,0.1,-1.28,0.11,6.14,21.18,68.5,2.64,0
84.08,0.1,-1.26,0.09,6.14,32.45,71.56,2.67,0
76.78,0.09,-1.24,1.27,3.44,48.06,74.91,2.64,0
74.38,19.13,2.49,3.41,-2.6,41.9,66.16,2.63,0
74.74,19.32,2.48,3.41,-2.6,19.0,69.48,2.63,0
81.69,0.03,-1.1,1.61,4.13,69.1,84.93,2.66,0
81.08,0.02,-4.55,0.56,2.29,76.0,86.96,2.66,0
74.34,17.67,-3.75,9.74,-3.6,16.77,63.09,2.63,0
75.14,16.96,-3.79,9.78,-3.53,22.72,66.08,2.63,0
74.91,16.24,-3.83,9.83,-3.47,25.93,68.61,2.63,0
74.69,15.53,-3.16,9.17,-4.71,86.49,71.51,2.63,0
74.09,15.02,-1.53,7.57,-7.72,110.17,76.21,2.63,0
75.95,15.13,-1.53,7.61,-7.7,90.4,77.19,2.63,0
75.59,15.05,-1.53,7.65,-7.68,79.78,77.6,2.63,0
76.13,15.17,-1.53,8.72,-7.9,124.51,82.46,2.64,0
76.77,15.28,-2.31,9.56,-7.32,145.57,100.51,2.64,0
76.52,15.23,-0.49,7.76,-0.66,153.21,146.47,2.64,0
76.27,15.12,-0.49,7.75,-0.66,119.61,148.94,2.64,0
76.03,15.01,-0.49,7.74,-0.67,102.02,149.03,2.64,0
75.78,14.7,-0.63,7.53,-1.76,87.33,149.48,2.65,0
75.53,14.59,-0.63,7.52,-1.76,79.78,156.76,2.65,0
74.34,14.47,-1.29,8.16,-1.43,137.28,157.0,2.64,0
74.09,14.24,-1.29,8.14,-1.42,112.93,162.96,2.65,0
73.84,14.01,-1.28,8.13,-1.42,106.78,168.45,2.66,0
74.42,13.78,-1.28,8.11,-1.41,94.53,173.95,2.7,0
74.16,13.54,-1.28,8.09,-1.41,80.31,177.23,2.71,0
73.91,13.31,-0.43,7.06,4.21,77.98,164.78,2.73,0
72.65,13.08,-0.44,7.01,4.23,72.68,132.74,2.72,0
72.37,12.85,-0.44,6.96,4.26,67.04,131.57,2.73,0
71.08,12.61,-0.44,6.91,4.28,92.18,122.79,2.72,0
69.78,12.43,-0.45,6.86,4.3,86.82,111.64,2.7,0
69.48,12.26,-0.45,6.81,4.33,77.36,104.06,2.72,0
68.15,12.27,0.52,6.08,5.26,74.87,104.05,2.7,0
67.85,12.1,0.52,6.03,5.28,98.31,114.68,2.71,0
66.48,11.74,-0.46,6.65,4.4,104.02,103.9,2.7,0
65.68,11.56,-0.47,6.6,4.42,9.65,88.98,2.7,0
65.3,11.39,-0.38,6.6,2.55,0.41,100.36,2.71,0
63.95,11.22,-0.37,6.52,2.53,0.43,102.82,2.7,0
63.58,11.04,-0.36,6.44,2.5,4.7,101.18,2.7,0
62.2,10.87,-0.35,6.36,2.47,1.19,102.98,2.69,0
61.82,10.7,-0.34,6.28,2.44,1.67,100.88,2.7,0
60.4,10.52,-0.33,6.2,2.41,5.04,101.14,2.68,0
60.02,10.35,-0.31,6.12,2.39,4.29,99.43,2.69,0
59.64,10.18,-0.3,6.04,2.36,3.59,98.23,2.69,0
58.18,10.19,0.42,5.6,3.16,6.02,92.19,2.68,0
57.79,10.04,0.43,5.52,3.12,10.96,129.46,2.68,0
56.29,9.71,0.75,4.75,1.36,10.56,133.36,2.67,0
54.76,0.09,4.47,-0.06,5.37,1.77,158.26,2.66,0
54.36,0.1,4.47,-0.05,5.3,1.72,153.88,2.66,0
52.79,0.1,4.47,-0.04,5.21,1.39,153.19,2.64,0
52.38,0.1,4.47,-0.03,5.13,1.0,152.31,2.65,0
51.97,0.09,4.47,-0.03,5.05,0.77,151.02,2.65,0
51.56,0.09,4.47,-0.02,4.97,0.81,149.02,2.65,0
51.16,0.09,4.47,-0.02,4.89,1.41,145.69,2.64,0
50.73,0.09,4.47,-0.02,4.81,1.1,143.94,2.64,0
54.1,0.09,4.47,-0.01,4.73,2.19,141.45,2.57,0
53.75,44.94,-1.38,4.09,-0.98,0.73,138.5,2.56,0
55.85,44.94,-1.38,4.02,-0.98,2.38,133.55,2.45,0
55.76,44.94,-1.37,3.95,-0.98,2.23,131.37,2.4,0
55.68,44.93,-1.37,3.88,-0.98,1.53,125.0,2.35,0
55.61,44.93,-1.37,3.8,-0.98,2.97,124.99,2.29,0
55.53,44.92,-1.37,3.73,-0.98,1.23,108.17,2.23,0
55.46,44.92,-1.37,3.66,-0.97,0.97,107.11,2.17,0
55.4,44.91,-1.37,3.58,-0.97,2.86,110.82,2.1,0
55.33,44.91,-1.37,3.51,-0.97,1.77,107.77,2.03,0
57.35,0.08,3.85,0.64,3.74,4.21,106.44,1.9,0
50.07,44.82,-1.22,4.97,-1.64,7.42,108.68,2.23,0
47.8,44.81,-1.22,4.95,-1.62,7.31,107.51,2.3,0
55.12,44.81,-1.22,4.93,-1.6,6.4,106.45,1.87,0
55.08,44.8,-1.22,4.91,-1.58,4.86,98.47,1.86,0
52.84,44.79,-1.22,4.89,-1.56,9.2,101.55,1.87,0
50.54,44.78,-1.22,4.88,-1.54,5.21,99.15,1.89,0
50.47,44.78,-1.22,4.86,-1.52,4.14,95.13,1.86,0
48.08,44.77,-1.22,4.84,-1.5,4.3,93.77,1.9,0
48.01,0.08,1.37,2.91,4.3,3.86,92.95,1.86,0
47.94,44.71,-1.22,4.8,-1.46,7.46,95.49,1.84,0
2.26,6.38,-2.51,4.65,0.4,467.45,1652.22,0.72,0
4.22,4.76,-2.51,-0.97,-5.26,454.07,1696.55,0.95,0
5.64,2.8,-2.51,1.06,-0.23,522.28,1720.85,1.09,0
9.32,1.86,-2.5,5.11,-0.09,53.31,1721.52,1.33,0
8.75,2.01,-2.5,4.76,0.42,49.07,2587.41,1.33,0
8.15,2.65,-2.5,1.08,1.11,41.24,2464.25,1.32,0
7.33,3.78,-2.5,-2.78,1.45,30.24,2559.88,1.3,0
7.72,6.01,-2.5,1.31,0.16,35.57,2569.14,1.34,0
6.76,6.53,-2.5,5.33,0.08,35.02,2503.79,1.31,0
7.22,6.65,-2.5,6.28,-0.14,32.83,2515.1,1.35,0
6.25,6.77,-2.46,7.95,1.05,24.26,2243.82,1.32,0
6.15,6.88,-2.6,5.53,5.01,32.47,2233.14,1.32,0
6.01,6.97,-2.6,5.51,5.0,28.51,2250.02,1.32,0
6.7,7.68,-2.6,5.49,4.99,29.06,2281.06,1.35,0
6.86,9.36,-2.6,5.47,4.99,30.37,2092.96,1.37,0
8.09,9.62,-2.59,5.45,4.98,26.69,2077.18,1.42,0
7.97,9.7,-2.59,5.43,4.97,25.95,2061.67,1.42,0
9.69,9.55,-2.59,5.41,4.97,22.34,2083.72,1.47,0
11.4,9.37,-2.59,5.39,4.96,25.33,2015.66,1.51,0
10.81,9.19,-2.59,5.37,4.95,21.09,2039.58,1.51,0
6.86,9.0,-2.1,5.59,5.24,21.19,1985.83,1.38,0
6.49,8.89,-2.03,5.6,5.27,21.65,2050.58,1.37,0
5.83,8.77,-2.03,5.58,5.25,21.53,1915.32,1.35,0
5.16,8.65,-2.03,9.78,4.11,20.25,1490.1,1.32,0
6.63,8.53,-2.03,9.77,4.06,21.24,1826.35,1.4,0
6.69,8.41,-2.02,9.75,4.01,20.73,1964.58,1.42,0
6.76,8.3,-2.02,10.55,5.15,21.19,1718.36,1.45,0
7.47,8.13,-2.02,11.54,6.54,31.17,1910.77,1.51,0
7.39,7.95,-2.01,11.54,6.49,23.04,1631.22,1.52,0
7.32,7.73,-2.01,11.54,6.44,20.09,1854.88,1.54,0
7.27,7.52,-1.96,11.56,6.4,28.75,1506.34,1.55,0
7.38,6.32,-1.7,10.82,8.41,27.71,1795.46,1.57,0
7.34,6.29,-1.7,10.81,8.35,29.61,1516.94,1.58,0
8.41,5.88,-1.68,12.68,12.19,27.47,1715.98,1.63,0
8.96,5.85,-1.67,12.92,12.62,30.27,1460.89,1.67,0
9.53,5.42,-1.67,12.94,12.62,25.61,317.79,1.7,0
11.1,5.18,-1.66,12.98,12.62,23.89,1417.08,1.77,0
12.52,5.14,-1.66,13.02,12.61,23.83,1414.34,1.83,0
14.94,4.91,-1.65,13.06,12.6,4.94,1412.89,1.86,0
20.06,4.59,-1.65,13.08,12.6,9.39,1181.1,1.88,0
22.89,4.64,-1.35,12.73,7.92,11.33,1161.46,1.9,0
23.94,4.51,-1.4,12.65,7.26,8.85,205.33,1.9,0
25.77,4.38,-1.4,12.66,7.22,15.22,204.07,1.9,0
34.23,4.25,-1.4,12.28,7.16,15.18,132.71,2.16,0
42.27,4.12,-1.4,10.71,7.11,16.01,1508.95,2.4,0
41.91,3.99,-1.4,10.75,7.09,13.72,1602.06,2.41,0
43.69,3.86,-1.4,10.79,7.07,33.65,1542.38,2.41,0
47.07,3.74,-1.63,10.94,7.21,19.75,1557.17,2.4,0
47.55,3.61,-3.68,11.98,8.69,29.29,494.95,2.39,0
48.59,3.48,-3.68,11.58,8.05,49.53,154.63,2.41,0
49.22,3.43,-3.2,10.57,6.63,42.79,152.93,2.42,0
49.52,3.43,-3.2,10.6,6.59,41.95,149.95,2.42,0
50.88,3.43,-3.2,10.54,7.31,36.55,146.79,2.4,0
51.08,3.43,-3.19,11.48,9.11,40.89,143.46,2.38,0
51.86,3.43,-3.19,11.94,9.65,14.26,137.31,2.36,0
52.38,3.43,-3.02,11.7,9.61,15.79,127.58,2.34,0
54.12,3.43,-1.44,8.21,4.82,13.25,116.54,2.3,0
54.41,3.43,-1.44,7.91,3.86,13.98,114.96,2.26,0
54.53,3.43,-1.45,7.74,3.63,13.55,108.68,2.23,0
54.59,3.43,-1.45,7.73,3.63,6.45,106.68,2.19,0
54.67,3.43,-3.27,7.72,3.63,2.6,105.32,2.16,0
56.01,3.43,-3.26,8.87,6.56,1.89,104.07,2.12,0
56.76,3.43,-3.25,10.08,7.52,1.9,108.01,2.14,0
57.18,3.43,-3.24,10.85,7.24,2.71,111.93,2.18,0
59.07,3.43,-3.22,10.84,7.23,70.33,118.66,2.3,0
59.41,3.43,-3.21,10.13,6.14,38.72,114.51,2.35,0
60.68,3.43,-3.2,10.12,6.11,43.89,115.8,2.39,0
60.39,3.43,-2.72,10.25,6.55,44.73,117.07,2.4,0
60.19,3.24,-1.62,10.38,7.93,42.88,117.13,2.4,0
61.06,3.43,-1.6,10.37,7.95,39.28,114.45,2.41,0
60.88,3.43,-1.72,10.36,7.96,35.56,111.95,2.41,0
62.78,3.43,-1.69,10.35,7.22,14.27,96.13,2.44,0
62.84,3.43,-1.67,10.33,7.15,11.54,107.47,2.45,0
62.89,3.43,-1.65,10.3,7.15,8.65,105.95,2.45,0
64.0,3.43,-1.63,10.27,7.16,7.35,105.64,2.48,0
64.08,3.43,-1.61,10.25,7.17,17.38,103.91,2.49,0
64.17,3.43,-1.59,9.71,5.59,13.25,101.25,2.5,0
65.18,3.43,-1.57,9.47,4.88,9.54,98.59,2.52,0
65.06,3.43,-1.55,9.46,4.84,8.09,97.06,2.53,0
65.44,3.43,-1.52,8.96,5.95,12.32,96.06,2.55,0
65.32,3.43,-1.5,8.92,6.04,14.01,102.84,2.55,0
65.2,3.43,-1.48,8.93,6.01,16.07,95.07,2.56,0
66.46,3.43,-1.46,8.94,5.97,23.54,84.44,2.57,0
66.53,3.43,-0.35,12.28,7.24,28.5,86.33,2.58,0
67.18,15.67,-0.31,12.27,7.08,24.68,87.78,2.58,0
68.13,15.84,-0.28,12.25,6.92,30.41,87.39,2.58,0
67.36,3.43,-0.25,12.23,6.77,24.9,81.22,2.57,0
68.79,3.43,-0.22,12.21,6.61,29.34,82.67,2.57,0
69.68,3.43,-0.18,12.19,6.45,43.9,96.55,2.55,0
70.6,3.43,-0.15,12.16,6.29,31.85,96.27,2.51,0
71.03,3.43,-0.12,11.62,8.44,48.54,99.5,2.45,0
71.95,3.43,-0.09,11.61,8.34,49.9,101.81,2.34,0
72.92,3.43,-0.05,11.6,8.25,52.16,101.66,2.23,0
75.08,3.43,-0.02,11.59,8.15,52.26,98.93,2.14,0
74.51,3.43,0.01,11.58,8.05,70.95,107.46,2.13,0
75.98,3.43,0.05,8.11,7.26,62.26,97.43,2.14,0
77.63,3.43,0.08,8.1,7.24,61.43,107.93,2.18,0
78.42,3.43,0.11,8.09,7.23,70.61,102.48,2.27,0
79.29,3.24,0.15,8.08,7.22,78.93,112.39,2.38,0
79.37,3.43,0.18,8.06,7.2,80.09,109.78,2.43,0
79.45,3.43,0.21,9.8,5.85,86.79,115.84,2.47,0
79.33,3.43,0.25,9.78,5.82,92.38,108.52,2.47,0
79.6,3.43,0.28,9.76,5.79,95.89,109.58,2.46,0
79.75,3.24,0.32,9.73,5.76,96.49,110.62,2.42,0
79.7,3.43,0.35,9.71,5.73,106.39,110.65,2.38,0
79.85,3.24,-3.13,13.2,6.29,106.23,114.05,2.35,0
80.01,3.43,-3.11,13.19,6.3,105.87,109.93,2.35,0
80.95,3.43,-3.1,13.18,6.32,105.05,109.44,2.39,0
80.94,3.43,-3.09,13.18,6.34,106.02,109.04,2.41,0
82.57,3.43,-3.07,13.17,6.35,104.75,103.25,2.46,0
83.28,3.43,-2.0,6.33,13.76,104.14,102.94,2.48,0
83.15,3.43,-1.98,6.29,13.75,107.37,101.53,2.48,0
84.68,3.43,-1.96,6.25,13.73,119.79,107.28,2.49,0
84.69,3.43,-1.94,6.21,13.72,122.54,105.93,2.49,0
85.31,3.43,-1.92,6.17,13.7,126.99,104.18,2.52,0
87.85,3.43,-1.9,6.13,13.68,92.32,100.36,2.6,0
87.28,3.43,-1.88,6.09,13.67,120.91,109.37,2.61,0
88.99,3.43,-1.86,6.05,13.65,130.93,106.48,2.67,0
88.57,3.43,-1.84,6.0,13.63,142.45,102.76,2.67,0
89.12,3.43,-1.82,5.96,13.61,150.08,100.28,2.68,0
88.66,3.43,0.34,4.56,14.13,134.14,98.33,2.68,0
88.18,3.26,-0.09,6.15,14.11,113.51,95.01,2.68,0
87.87,2.73,-0.06,6.13,14.01,81.31,75.13,2.68,0
87.61,2.38,-0.04,9.14,11.35,79.1,84.1,2.68,0
87.61,2.16,-0.02,9.22,11.28,47.47,69.31,2.68,0
87.8,1.57,0.0,8.85,10.08,22.4,63.11,2.68,0
87.96,1.41,-0.0,8.03,7.4,8.94,58.75,2.68,0
88.02,1.4,0.01,8.1,7.32,5.74,60.73,2.68,0
87.91,1.38,0.03,8.16,7.25,0.94,57.52,2.68,0
88.02,1.49,0.03,8.25,7.17,0.07,54.64,2.68,0
88.15,1.47,-0.05,8.04,3.28,-0.06,52.0,2.68,0
88.28,1.2,-0.39,8.08,0.66,0.0,42.85,2.68,0
86.81,9.15,0.04,-1.59,-2.56,0.0,43.67,2.68,0
83.68,9.23,0.05,-1.61,-2.54,-0.05,49.51,2.67,0
80.95,9.11,0.09,-1.64,-2.53,-0.05,47.16,2.65,0
79.64,8.98,0.13,-1.67,-2.51,0.0,44.37,2.65,0
78.7,22.8,0.25,-1.86,-2.38,0.0,46.78,2.65,0
77.55,22.63,0.3,-1.85,-2.29,-0.0,49.84,2.64,0
76.44,22.44,0.34,-1.5,-1.66,-0.01,53.02,2.64,0
75.46,22.27,0.39,2.21,-5.27,-0.0,55.49,2.63,0
73.82,22.13,1.49,1.09,-1.47,-0.01,59.24,2.63,0
76.03,22.19,1.48,1.12,-1.46,3.9,75.7,2.63,0
73.91,22.08,1.47,1.14,-1.45,1.03,83.33,2.63,0
72.85,21.77,1.77,1.3,-1.3,4.9,88.13,2.62,0
71.97,21.84,1.75,1.33,-1.29,15.08,97.23,2.62,0
69.71,21.71,1.62,1.47,-2.44,22.48,108.23,2.61,0
68.77,0.09,1.35,0.73,2.68,33.18,129.25,2.6,0
70.39,0.1,1.27,0.84,3.5,41.04,127.12,2.61,0
70.58,0.1,1.26,0.86,3.49,41.78,111.66,2.61,0
68.47,0.1,1.26,0.87,3.48,46.48,101.11,2.6,0
67.74,0.1,-2.1,0.89,3.48,29.12,84.89,2.6,0
77.54,0.1,-2.11,0.9,3.47,38.23,86.63,2.64,0
77.43,0.1,-2.11,0.92,3.46,13.37,70.39,2.64,0
77.33,0.1,-2.12,0.93,3.45,11.62,64.78,2.64,0
77.22,0.1,-1.28,0.11,6.14,21.18,68.5,2.64,0
84.08,0.1,-1.26,0.09,6.14,32.45,71.56,2.67,0
76.78,0.09,-1.24,1.27,3.44,48.06,74.91,2.64,0
74.38,19.13,2.49,3.41,-2.6,41.9,66.16,2.63,0
76.14,19.13,2.48,3.4,-2.6,6.21,65.58,2.64,0
81.69,0.03,-1.1,1.61,4.13,69.1,84.93,2.66,0
81.08,0.02,-4.55,0.56,2.29,76.0,86.96,2.66,0
74.34,17.49,-3.77,9.73,-3.6,16.77,63.09,2.63,0
75.14,16.77,-3.8,9.78,-3.53,22.72,66.08,2.63,0
74.91,16.06,-3.84,9.82,-3.47,25.93,68.61,2.63,0
74.69,15.53,-3.16,9.17,-4.71,86.49,71.51,2.63,0
74.09,15.02,-1.53,7.57,-7.72,110.17,76.21,2.63,0
75.95,14.94,-1.53,7.6,-7.7,90.4,77.19,2.63,0
75.59,15.05,-1.53,7.65,-7.68,79.78,77.6,2.63,0
76.13,15.17,-1.53,8.72,-7.9,124.51,82.46,2.64,0
76.77,15.28,-2.31,9.56,-7.32,145.57,100.51,2.64,0
76.52,15.23,-0.49,7.76,-0.66,153.21,146.47,2.64,0
76.27,14.93,-0.64,7.56,-1.75,119.61,148.94,2.64,0
76.03,14.82,-0.63,7.55,-1.76,102.02,149.03,2.64,0
75.78,14.7,-0.63,7.53,-1.76,87.33,149.48,2.65,0
75.53,14.59,-0.63,7.52,-1.76,79.78,156.76,2.65,0
74.34,14.47,-1.29,8.16,-1.43,137.28,157.0,2.64,0
74.09,14.24,-1.29,8.14,-1.42,112.93,162.96,2.65,0
73.84,14.01,-1.28,8.13,-1.42,106.78,168.45,2.66,0
74.42,13.78,-1.28,8.11,-1.41,94.53,173.95,2.7,0
74.16,13.54,-1.28,8.09,-1.41,80.31,177.23,2.71,0
73.91,13.31,-0.43,7.06,4.21,77.98,164.78,2.73,0
72.65,13.08,-0.44,7.01,4.23,72.68,132.74,2.72,0
72.37,12.85,-0.44,6.96,4.26,67.04,131.57,2.73,0
71.08,12.61,-0.44,6.91,4.28,92.18,122.79,2.72,0
69.78,12.43,-0.45,6.86,4.3,86.82,111.64,2.7,0
69.48,12.26,-0.45,6.81,4.33,77.36,104.06,2.72,0
68.15,12.08,-0.46,6.76,4.35,74.87,104.05,2.7,0
67.85,11.91,-0.46,6.7,4.37,98.31,114.68,2.71,0
66.48,11.74,-0.46,6.65,4.4,104.02,103.9,2.7,0
65.68,11.56,-0.47,6.6,4.42,9.65,88.98,2.7,0
65.3,11.39,-0.38,6.6,2.55,0.41,100.36,2.71,0
63.95,11.22,-0.37,6.52,2.53,0.43,102.82,2.7,0
63.58,11.04,-0.36,6.44,2.5,4.7,101.18,2.7,0
62.2,10.87,-0.35,6.36,2.47,1.19,102.98,2.69,0
61.82,10.7,-0.34,6.28,2.44,1.67,100.88,2.7,0
60.4,10.52,-0.33,6.2,2.41,5.04,101.14,2.68,0
60.02,10.35,-0.31,6.12,2.39,4.29,99.43,2.69,0
59.64,10.18,-0.3,6.04,2.36,3.59,98.23,2.69,0
58.18,10.19,0.42,5.6,3.16,6.02,92.19,2.68,0
57.79,9.85,-0.28,5.87,2.31,10.96,129.46,2.68,0
56.29,9.71,0.75,4.75,1.36,10.56,133.36,2.67,0
54.76,0.09,4.47,-0.06,5.37,1.77,158.26,2.66,0
54.36,0.1,4.47,-0.05,5.3,1.72,153.88,2.66,0
52.79,0.1,4.47,-0.04,5.21,1.39,153.19,2.64,0
52.38,0.1,4.47,-0.03,5.13,1.0,152.31,2.65,0
51.97,0.09,4.47,-0.03,5.05,0.77,151.02,2.65,0
51.56,0.09,4.47,-0.02,4.97,0.81,149.02,2.65,0
51.16,0.09,4.47,-0.02,4.89,1.41,145.69,2.64,0
50.73,0.09,4.47,-0.02,4.81,1.1,143.94,2.64,0
54.1,44.95,-1.67,4.46,-0.37,2.19,141.45,2.57,0
53.75,44.94,-1.38,4.09,-0.98,0.73,138.5,2.56,0
55.85,44.94,-1.38,4.02,-0.98,2.38,133.55,2.45,0
55.76,44.94,-1.37,3.95,-0.98,2.23,131.37,2.4,0
55.68,44.93,-1.37,3.88,-0.98,1.53,125.0,2.35,0
55.61,44.93,-1.37,3.8,-0.98,2.97,124.99,2.29,0
55.53,44.92,-1.37,3.73,-0.98,1.23,108.17,2.23,0
55.46,44.92,-1.37,3.66,-0.97,0.97,107.11,2.17,0
55.4,44.91,-1.37,3.58,-0.97,2.86,110.82,2.1,0
55.33,44.91,-1.37,3.51,-0.97,1.77,107.77,2.03,0
57.35,44.83,0.21,3.52,0.49,4.21,106.44,1.9,0
50.07,44.82,-1.22,4.97,-1.64,7.42,108.68,2.23,0
47.8,44.81,-1.22,4.95,-1.62,7.31,107.51,2.3,0
55.12,44.81,-1.22,4.93,-1.6,6.4,106.45,1.87,0
55.08,44.8,-1.22,4.91,-1.58,4.86,98.47,1.86,0
52.84,44.79,-1.22,4.89,-1.56,9.2,101.55,1.87,0
50.54,44.78,-1.22,4.88,-1.54,5.21,99.15,1.89,0
50.47,44.78,-1.22,4.86,-1.52,4.14,95.13,1.86,0
48.08,44.77,-1.22,4.84,-1.5,4.3,93.77,1.9,0
48.01,44.71,-1.22,4.82,-1.48,3.86,92.95,1.86,0
47.94,44.71,-1.22,4.8,-1.46,7.46,95.49,1.84,0
2.26,6.25,-2.45,4.6,0.97,467.45,1652.22,0.72,0
4.22,4.65,-2.44,-0.32,-5.34,454.07,1696.55,0.95,0
5.64,2.66,-2.44,1.1,-0.1,522.28,1720.85,1.09,0
9.32,1.68,-2.44,5.29,0.55,53.31,1721.52,1.33,0
8.75,1.85,-2.44,4.87,1.02,49.07,2587.41,1.33,0
8.15,2.49,-2.44,0.95,1.23,41.24,2464.25,1.32,0
7.33,3.62,-2.44,-3.12,1.09,30.24,2559.88,1.3,0
7.72,5.84,-2.43,1.27,0.32,35.57,2428.24,1.34,0
6.76,6.36,-2.43,5.42,0.75,35.02,2503.79,1.31,0
7.22,6.48,-2.43,6.45,0.64,32.83,2515.1,1.35,0
6.25,6.6,-2.38,7.83,2.03,24.26,2243.82,1.32,0
6.15,6.71,-2.48,4.89,5.65,32.47,2233.14,1.32,0
6.01,6.8,-2.48,4.87,5.64,28.51,2250.02,1.32,0
6.7,7.51,-2.48,4.85,5.63,29.06,2281.06,1.35,0
6.86,9.2,-2.48,4.83,5.62,30.37,2092.96,1.37,0
8.09,9.46,-2.47,4.81,5.61,26.69,2077.18,1.42,0
7.97,9.53,-2.47,4.79,5.6,25.95,2061.67,1.42,0
11.25,9.39,-2.47,4.77,5.59,22.34,2083.72,1.5,0
11.4,9.2,-2.47,4.75,5.59,25.33,2015.66,1.51,0
10.81,9.02,-2.46,4.73,5.58,21.09,2039.58,1.51,0
