Seafloor Age,Distance Along Trench,Trench Absolute Orthogonal,Convergence Orthogonal,Convergence Parallel,decompacted sediment thickness,sediment thickness,ocean crust carbon percent,Label
20.61,44.29,-1.94,6.82,-0.3,11.38,640.14,1.91,0
22.26,44.05,-1.95,6.76,-0.34,10.37,626.18,1.91,0
21.54,43.83,-1.95,6.7,-0.39,10.64,606.08,1.9,0
20.76,43.69,-1.95,6.64,-0.44,9.27,586.13,1.89,0
22.12,43.56,-1.3,4.75,-2.06,8.81,559.98,1.9,0
20.47,43.42,-1.34,4.42,-2.31,11.47,438.16,1.88,0
18.68,43.29,-1.34,4.35,-2.33,10.68,419.59,1.86,0
19.03,43.16,-1.34,4.34,-2.4,10.29,408.69,1.86,0
17.1,43.03,-1.35,4.52,-2.62,9.62,393.55,1.83,0
15.06,42.9,-1.35,4.44,-2.64,10.1,384.55,1.8,0
15.12,42.78,-1.36,4.36,-2.67,4.76,371.06,1.8,0
12.96,42.65,-1.54,4.71,-2.48,4.24,313.67,1.76,0
10.95,42.52,-3.13,8.49,-0.55,3.63,304.97,1.72,0
7.87,42.4,-3.14,8.31,-0.68,3.62,328.22,1.64,0
7.33,42.35,-2.54,7.95,-0.79,3.3,317.95,1.62,0
6.68,42.35,-2.55,7.93,-0.87,3.05,310.67,1.59,0
3.07,42.35,-2.55,11.51,0.96,2.79,303.51,1.4,0
0.81,42.35,-2.56,15.28,2.92,2.07,292.65,1.04,0
1.1,42.38,-2.56,15.87,3.18,1.61,284.67,1.12,0
0.73,42.37,-2.39,18.95,-17.18,1.09,275.27,1.01,0
4.02,42.26,-0.82,8.6,-4.52,0.36,268.39,1.44,0
3.72,42.4,-0.82,8.31,-5.07,0.04,260.95,1.42,0
3.07,42.32,-0.83,8.29,-5.05,0.35,252.13,1.37,0
2.39,42.37,-0.83,8.27,-5.02,0.12,246.2,1.3,0
2.42,42.41,-3.91,8.25,-5.0,-0.0,239.25,1.3,0
1.52,42.35,-3.91,10.95,-4.01,-0.0,232.54,1.17,0
0.26,42.38,-3.91,12.07,-3.6,-0.0,224.25,0.68,0
0.19,42.32,-3.91,12.06,-3.56,0.01,343.85,0.79,0
0.3,42.35,-3.91,12.05,-3.52,-0.0,420.52,0.94,0
9.59,42.35,-3.91,11.41,-4.02,0.0,494.48,1.73,0
8.51,42.35,-3.91,11.39,-4.0,0.08,473.01,1.7,0
9.01,42.35,-3.56,12.86,-5.62,0.0,535.7,1.73,0
8.81,42.35,-2.74,16.25,-9.16,-0.0,1345.89,1.73,0
10.48,42.35,-2.74,16.24,-9.14,0.03,1357.39,1.79,0
53.17,42.35,-2.78,16.24,-9.11,29.38,1393.07,2.28,0
68.08,42.35,-2.78,16.33,-9.68,22.4,1402.47,2.51,0
65.9,42.35,-2.77,16.33,-9.73,24.55,1393.02,2.49,0
70.23,42.35,-2.77,14.25,-5.75,29.23,1307.62,2.56,0
70.85,42.35,-2.76,11.2,0.35,35.04,1311.23,2.57,0
70.22,42.35,-2.76,11.21,0.47,37.76,1317.31,2.57,0
70.46,42.35,-2.75,11.57,-0.27,35.41,1328.9,2.58,0
69.84,42.35,-2.75,11.72,-0.53,27.1,1367.3,2.58,0
70.05,42.35,-2.74,11.71,-0.45,20.73,1394.37,2.59,0
70.27,42.35,-2.74,11.78,-0.33,19.16,1374.08,2.59,0
69.66,42.35,-2.73,11.77,-0.24,20.99,1286.43,2.59,0
70.0,42.35,-2.72,11.76,-0.16,22.58,1177.9,2.59,0
69.48,42.35,-2.72,11.75,-0.07,25.44,1085.55,2.59,0
69.92,42.35,-2.43,5.44,3.04,33.18,996.86,2.59,0
70.41,54.58,-2.41,13.7,0.51,37.14,911.44,2.58,0
70.06,54.75,-2.4,13.66,0.38,37.21,931.37,2.58,0
72.35,42.35,-2.38,13.63,0.26,33.44,996.51,2.55,0
72.07,42.35,-2.36,13.59,0.14,32.36,880.09,2.53,0
72.91,42.35,-2.35,13.55,0.02,32.88,1011.88,2.46,0
72.65,42.35,-2.33,13.51,-0.1,28.12,1093.26,2.42,0
73.6,42.35,-2.31,12.15,1.71,22.41,148.46,2.31,0
69.11,42.35,-2.29,12.18,1.64,24.69,149.57,2.46,0
74.63,42.35,-2.27,12.19,1.57,29.89,149.7,2.18,0
67.67,42.35,-2.25,12.21,1.5,32.48,149.89,2.45,0
68.73,42.35,-2.23,12.23,1.43,32.58,150.11,2.34,0
70.52,42.35,-2.21,7.77,2.15,32.87,149.17,2.19,0
69.96,42.35,-2.19,7.8,2.15,32.09,149.13,2.17,0
69.41,42.35,-2.17,7.84,2.15,34.11,149.68,2.15,0
70.1,42.35,-2.15,7.87,2.15,33.89,149.13,2.12,0
70.54,42.35,-2.13,7.9,2.16,34.19,148.93,2.12,0
70.57,42.35,-2.11,8.84,0.16,34.28,148.71,2.12,0
70.87,42.35,-2.08,8.85,0.15,34.09,148.13,2.12,0
71.88,42.35,-2.06,8.85,0.14,31.17,156.77,2.17,0
70.34,42.35,-2.04,8.85,0.13,30.05,157.11,2.15,0
71.37,42.35,-2.02,8.86,0.13,29.22,157.46,2.24,0
70.54,42.35,-3.51,10.38,-1.34,28.67,158.0,2.25,0
70.78,42.35,-3.53,10.44,-1.32,28.32,158.17,2.32,0
71.01,42.35,-3.55,10.49,-1.29,26.28,158.23,2.39,0
72.21,42.35,-3.58,10.55,-1.26,27.93,158.6,2.45,0
70.33,42.35,-3.6,10.61,-1.23,25.37,158.47,2.43,0
70.67,42.35,-2.95,12.61,9.38,27.28,158.84,2.44,0
75.39,42.35,-2.96,12.62,9.4,24.56,158.82,2.33,0
78.96,42.35,-2.97,12.63,9.41,24.11,159.3,2.44,0
80.65,42.35,-2.98,12.64,9.43,23.43,159.54,2.47,0
78.58,42.35,-2.99,12.65,9.44,23.27,159.71,2.46,0
82.67,42.35,-3.0,12.65,9.45,22.66,160.05,2.49,0
84.32,42.35,-3.01,12.66,9.47,22.22,159.99,2.53,0
87.65,42.35,-3.02,12.67,9.48,21.88,160.34,2.64,0
92.75,42.35,-3.02,12.67,9.5,21.44,160.28,2.7,0
94.95,42.35,-3.03,12.68,9.51,21.19,160.62,2.71,0
95.69,42.35,-2.19,13.42,10.96,20.67,159.94,2.71,0
97.86,42.18,-2.68,16.3,10.48,20.07,160.27,2.71,0
95.0,41.83,-2.67,16.32,10.39,19.3,160.7,2.71,0
87.91,41.49,-2.65,17.5,6.59,18.66,161.14,2.68,0
79.13,41.07,-2.63,17.5,6.51,18.35,163.38,2.58,0
78.17,40.65,-2.47,16.74,5.62,17.81,163.65,2.58,0
75.37,40.5,-2.11,14.99,3.66,16.48,164.33,2.52,0
68.63,40.49,-2.1,14.99,3.56,15.41,164.93,2.42,0
66.22,40.46,-2.09,15.0,3.46,14.15,165.83,2.41,0
63.97,40.44,-2.08,15.0,3.36,13.21,166.49,2.4,0
109.59,40.41,-2.6,14.12,0.22,12.95,167.18,2.75,0
106.98,40.28,-2.93,13.25,-2.08,11.95,168.0,2.74,0
100.23,40.04,-2.91,13.2,-2.15,11.44,168.67,2.72,0
96.09,39.81,-2.89,13.15,-2.22,10.95,169.08,2.71,0
88.05,39.57,-2.87,13.1,-2.29,11.02,169.86,2.68,0
86.62,39.34,-2.85,7.66,-1.15,11.48,168.69,2.68,0
84.94,38.95,-2.82,7.63,-1.14,11.88,169.07,2.67,0
80.62,38.71,-2.82,7.53,-1.2,11.5,169.86,2.65,0
75.2,38.48,-2.95,6.84,-1.77,9.43,170.64,2.63,0
72.6,38.29,-2.93,6.81,-1.77,8.8,170.73,2.62,0
71.74,2.19,2.53,1.52,1.01,7.5,169.33,2.62,0
67.27,1.65,2.54,1.52,1.03,7.56,168.52,2.59,0
65.13,1.65,2.55,1.53,1.05,7.25,167.36,2.58,0
63.43,1.65,2.55,1.53,1.07,7.6,167.06,2.57,0
61.11,4.28,2.49,1.62,-0.41,7.38,170.89,2.54,0
59.12,4.09,1.62,2.5,-1.42,7.25,170.52,2.51,0
57.27,4.09,1.32,2.29,-0.83,7.55,170.17,2.48,0
55.14,3.91,0.85,1.97,0.05,6.53,169.9,2.44,0
99.02,3.72,0.85,1.98,0.07,6.33,169.75,2.72,0
98.31,3.72,0.86,1.98,0.09,5.23,169.8,2.72,0
97.99,3.53,-1.6,10.77,0.73,5.44,170.06,2.72,0
97.91,3.34,-1.61,10.78,0.76,4.16,170.49,2.73,0
98.09,3.15,-1.63,10.79,0.79,3.6,168.24,2.74,0
98.95,3.15,-1.63,10.8,0.81,3.61,168.64,2.78,0
98.88,2.97,0.7,7.24,3.2,3.26,168.32,2.8,0
98.61,2.77,0.98,6.88,4.0,2.77,169.74,2.82,0
98.29,2.59,0.95,6.89,4.06,2.67,169.04,2.83,0
97.98,2.6,0.52,7.32,5.02,9.24,158.11,2.84,0
97.78,2.43,0.48,7.33,5.08,3.85,162.42,2.85,0
97.48,2.44,0.46,7.34,5.15,5.9,162.73,2.85,0
96.59,2.45,-2.46,10.25,1.44,9.16,159.12,2.85,0
96.29,2.28,-2.53,10.3,1.54,6.14,160.39,2.85,0
96.64,2.29,-2.58,10.34,1.63,7.38,158.68,2.85,0
96.89,2.3,-2.63,10.37,1.73,4.98,162.93,2.84,0
93.83,2.31,-3.02,10.74,0.61,3.37,161.16,2.85,0
90.2,2.12,-3.85,11.56,-2.17,3.54,164.57,2.81,0
83.94,2.13,-3.86,11.57,-2.13,10.31,160.61,2.69,0
77.27,2.14,-3.87,11.57,-2.09,2.51,165.92,2.64,0
73.65,2.15,-3.88,12.86,-1.72,2.4,166.99,2.62,0
66.87,1.96,-3.9,12.87,-1.68,2.62,163.3,2.59,0
63.73,2.06,-0.5,9.47,4.2,2.42,167.3,2.58,0
61.18,1.0,-0.5,9.46,4.2,2.35,169.42,2.57,0
58.39,1.0,-0.5,9.46,4.2,1.88,167.64,2.55,0
56.87,1.0,-0.5,9.46,4.21,1.79,161.99,2.54,0
55.41,1.0,-0.49,9.45,4.21,1.68,163.38,2.53,0
54.13,1.0,-0.49,9.45,4.22,1.76,163.25,2.53,0
55.35,1.0,-0.49,9.44,4.22,1.84,163.1,2.53,0
54.13,1.0,-0.49,9.44,4.22,1.87,162.97,2.53,0
53.0,1.0,-0.49,9.44,4.23,1.76,162.87,2.52,0
51.79,1.0,-0.49,9.43,4.23,1.64,162.77,2.51,0
50.56,1.0,8.79,0.0,0.0,1.66,162.7,2.51,0
49.58,24.15,-1.92,8.8,0.7,1.57,162.52,2.5,0
50.81,24.15,-1.92,8.81,0.72,1.32,165.3,2.51,0
52.83,24.24,-1.91,8.81,0.75,1.26,301.92,2.52,0
53.94,21.99,-8.99,6.95,5.46,1.27,238.36,2.53,0
53.84,22.49,-8.98,6.95,5.48,0.0,241.17,2.53,0
53.15,23.08,-9.03,6.48,6.04,5.77,214.82,2.52,0
52.27,20.62,-9.02,6.47,6.06,3.18,233.02,2.52,0
52.19,20.61,-9.0,6.46,6.07,2.94,229.91,2.52,0
59.57,20.4,-8.99,6.44,6.09,3.07,162.24,2.57,0
57.58,20.38,-9.1,10.59,4.81,3.03,215.54,2.55,0
49.06,0.09,-3.13,3.17,0.48,2.92,160.91,2.5,0
48.46,0.09,-3.12,3.17,0.48,16.18,160.08,2.49,0
47.36,0.09,-3.1,3.17,0.48,6.46,152.68,2.48,0
47.2,0.09,-3.09,3.17,0.48,2.57,154.99,2.48,0
46.1,0.09,-3.08,3.17,0.48,1.58,161.9,2.48,0
46.81,0.09,-3.06,3.17,0.48,1.23,165.4,2.48,0
46.17,0.28,-3.06,3.15,0.48,-0.0,166.73,2.48,0
44.71,0.09,-3.03,3.17,0.48,0.0,169.17,2.47,0
43.46,0.09,-3.02,3.17,0.48,0.0,173.26,2.46,0
43.73,0.09,-2.33,7.52,3.87,0.0,172.12,2.46,0
44.86,0.09,-2.32,7.52,3.87,0.0,168.52,2.47,0
43.88,0.09,-2.32,7.52,3.87,0.0,173.33,2.46,0
46.32,0.28,-2.33,7.52,3.87,0.0,173.01,2.49,0
45.86,0.09,-2.32,7.52,3.87,0.0,173.25,2.5,0
46.28,0.09,-2.31,7.52,3.87,0.0,172.26,2.52,0
45.63,0.09,-2.31,7.52,3.87,0.0,171.95,2.52,0
33.03,0.09,-2.31,7.52,3.87,0.0,172.15,2.37,0
33.82,0.09,-2.31,7.52,3.87,0.0,171.83,2.38,0
34.04,0.09,-2.3,7.52,3.87,0.0,172.01,2.38,0
34.3,0.09,-2.13,5.44,1.25,0.0,171.68,2.38,0
34.16,0.09,-2.13,5.44,1.25,0.0,171.35,2.38,0
34.06,0.09,-2.13,5.44,1.25,0.0,170.87,2.38,0
36.31,0.09,-2.13,5.44,1.25,0.0,169.96,2.42,0
36.18,0.09,-2.13,5.44,1.25,0.0,168.52,2.42,0
36.06,0.09,-2.12,5.44,1.25,0.0,163.93,2.44,0
35.98,0.09,-2.12,5.44,1.25,0.0,162.65,2.45,0
35.87,0.09,-2.12,5.44,1.25,0.0,161.29,2.47,0
35.77,0.28,-2.13,5.46,1.25,0.0,158.42,2.48,0
35.67,0.09,-2.11,5.44,1.25,0.0,157.5,2.5,0
35.58,0.09,-0.63,5.24,0.69,0.0,156.58,2.51,0
35.74,0.09,-0.63,5.24,0.69,-0.0,152.96,2.52,0
35.87,0.09,-0.62,5.24,0.69,0.02,151.64,2.52,0
36.02,0.09,-0.62,5.24,0.69,-0.0,150.77,2.52,0
36.17,22.98,-1.32,5.17,-1.05,0.0,149.57,2.51,0
36.24,0.09,-0.62,5.24,0.69,0.0,148.65,2.49,0
36.31,0.09,-0.62,5.24,0.69,0.01,145.25,2.47,0
36.24,0.09,-0.62,5.24,0.69,0.0,144.61,2.45,0
36.29,0.09,-0.62,5.24,0.69,0.0,144.72,2.42,0
36.35,0.28,-0.62,5.26,0.69,0.0,144.59,2.38,0
4.54,9.62,-1.97,4.38,0.15,53.28,4724.53,0.94,0
6.68,10.73,-1.98,4.39,0.14,45.91,6245.4,1.12,0
6.61,11.19,-1.98,4.4,0.12,44.39,6040.36,1.15,0
6.49,11.67,-1.99,4.41,0.11,48.52,5866.76,1.17,0
6.87,12.24,-1.99,4.42,0.09,179.22,5693.58,1.22,0
6.81,12.84,-2.0,4.44,0.08,113.85,583.4,1.25,0
6.74,11.55,-2.01,4.45,0.06,116.19,1476.4,1.27,0
6.66,13.37,-2.01,4.46,0.05,115.2,1468.88,1.29,0
9.12,13.37,-2.02,4.47,0.03,111.6,946.56,1.41,0
9.03,14.59,-2.02,4.47,0.02,111.22,1746.06,1.41,0
9.5,14.59,-2.04,4.45,-0.13,97.23,1050.74,1.43,0
9.36,14.59,-2.26,4.18,-1.34,95.84,955.86,1.44,0
8.81,14.59,-2.26,4.19,-1.35,102.03,1042.36,1.42,0
10.47,14.59,-2.27,4.2,-1.36,98.89,985.76,1.48,0
9.0,14.59,-2.28,4.2,-1.37,95.49,975.77,1.44,0
8.31,14.59,-2.28,4.2,-1.38,93.43,960.73,1.42,0
10.2,14.59,-2.29,4.21,-1.4,88.69,942.67,1.48,0
9.77,14.59,-2.29,4.21,-1.41,87.56,1096.44,1.47,0
11.86,14.59,-2.3,4.21,-1.42,36.2,1068.36,1.53,0
11.44,15.4,-2.03,3.68,-2.5,36.21,1050.19,1.53,0
13.39,15.71,-2.04,5.25,-3.02,39.78,1193.55,1.63,0
13.31,15.33,-2.04,5.32,-3.07,35.43,1175.02,1.65,0
14.06,15.65,-2.05,5.22,-3.07,41.67,1159.05,1.7,0
13.95,16.03,-2.05,5.13,-3.06,37.89,1095.43,1.71,0
15.64,16.54,-2.06,5.03,-3.05,34.18,1045.06,1.78,0
15.74,17.03,-2.07,5.8,-2.71,28.5,964.95,1.8,0
18.65,17.52,-2.07,6.89,-2.32,26.04,924.2,1.9,0
20.37,16.56,-2.1,8.91,-2.42,13.18,814.73,1.97,0
20.25,45.23,-2.0,9.17,2.28,9.59,773.38,1.96,0
20.27,45.01,-2.0,9.14,2.2,11.22,726.82,1.96,0
21.34,44.79,-1.94,7.27,0.07,12.8,700.62,1.95,0
20.7,44.57,-1.94,7.01,-0.21,9.98,666.9,1.93,0
21.13,44.33,-1.94,6.95,-0.25,10.3,663.95,1.92,0
20.61,44.09,-1.95,6.89,-0.3,11.38,640.14,1.91,0
22.26,43.86,-1.95,6.83,-0.34,10.37,626.18,1.91,0
21.54,43.63,-1.96,6.77,-0.39,10.64,606.08,1.9,0
20.76,43.5,-1.96,6.71,-0.44,9.27,586.13,1.89,0
22.12,43.36,-1.31,4.8,-2.06,13.44,559.98,1.9,0
20.47,43.23,-1.34,4.47,-2.31,11.47,438.16,1.88,0
18.68,43.1,-1.35,4.4,-2.33,10.68,419.59,1.86,0
19.03,42.97,-1.35,4.38,-2.4,10.29,408.69,1.86,0
17.1,42.84,-1.36,4.57,-2.62,9.62,393.55,1.83,0
15.06,42.71,-1.36,4.49,-2.64,10.1,384.55,1.8,0
15.12,42.59,-1.36,4.4,-2.67,4.76,371.06,1.8,0
12.96,42.46,-1.54,4.75,-2.48,4.24,313.67,1.76,0
10.95,42.33,-3.14,8.53,-0.55,3.63,304.97,1.72,0
7.87,42.21,-3.14,8.35,-0.68,3.62,328.22,1.64,0
7.33,42.16,-2.55,7.98,-0.79,3.3,317.95,1.62,0
6.68,42.16,-2.56,7.96,-0.87,3.05,310.67,1.59,0
3.07,42.16,-2.56,11.53,0.96,2.79,303.51,1.4,0
2.43,42.16,-2.57,15.29,2.92,2.07,292.65,1.33,0
1.1,42.18,-2.57,15.89,3.18,1.61,284.67,1.12,0
0.73,42.19,-2.4,19.01,-17.18,1.09,275.27,1.01,0
4.02,42.26,-0.82,8.6,-4.52,0.36,268.39,1.44,0
3.72,42.21,-0.83,8.31,-5.07,0.04,260.95,1.42,0
3.07,42.12,-0.83,8.29,-5.05,0.35,252.13,1.37,0
2.39,42.18,-0.84,8.27,-5.02,0.12,246.2,1.3,0
1.72,42.23,-3.91,8.24,-5.0,-0.0,239.25,1.21,0
1.52,42.16,-3.91,10.95,-4.01,-0.0,232.54,1.17,0
0.26,42.19,-3.91,12.07,-3.6,-0.0,224.25,0.68,0
0.19,42.12,-3.92,12.06,-3.56,0.01,343.85,0.79,0
0.3,42.16,-3.91,12.05,-3.52,-0.0,420.52,0.94,0
5.48,42.16,-3.92,11.41,-4.02,0.0,494.48,1.5,0
8.51,42.16,-3.92,11.39,-4.0,0.08,473.01,1.7,0
9.01,42.16,-3.57,12.86,-5.62,0.0,535.7,1.73,0
8.81,42.16,-2.75,16.26,-9.16,-0.0,1345.89,1.73,0
10.48,42.16,-2.75,16.26,-9.14,0.03,1357.39,1.79,0
53.17,42.16,-2.79,16.26,-9.11,29.38,1393.07,2.28,0
68.08,42.16,-2.78,16.34,-9.68,22.4,1402.47,2.51,0
65.9,42.16,-2.78,16.33,-9.73,23.41,1393.02,2.49,0
70.23,42.16,-2.77,14.25,-5.75,29.23,1307.62,2.56,0
70.85,42.16,-2.77,11.18,0.35,35.04,1311.23,2.57,0
70.22,42.16,-2.76,11.19,0.47,37.76,1317.31,2.57,0
70.46,42.16,-2.76,11.54,-0.27,35.41,1328.9,2.58,0
69.84,42.16,-2.75,11.69,-0.53,27.1,1367.3,2.58,0
70.05,42.16,-2.75,11.68,-0.45,20.73,1394.37,2.59,0
70.27,42.16,-2.74,11.74,-0.33,19.16,1374.08,2.59,0
69.66,42.16,-2.73,11.74,-0.24,20.99,1286.43,2.59,0
70.0,42.16,-2.73,11.73,-0.16,22.58,1177.9,2.59,0
69.48,42.16,-2.72,11.72,-0.07,25.44,1085.55,2.59,0
69.92,42.16,-2.44,5.42,3.04,33.18,996.86,2.59,0
70.41,54.39,-2.42,13.71,0.51,37.14,911.44,2.58,0
71.62,54.56,-2.4,13.68,0.38,37.21,931.37,2.57,0
72.35,42.16,-2.38,13.65,0.26,33.44,996.51,2.55,0
72.07,42.16,-2.37,13.61,0.14,32.36,880.09,2.53,0
72.91,42.16,-2.35,13.57,0.02,32.88,1052.51,2.46,0
72.65,42.16,-2.33,13.53,-0.1,28.12,1093.26,2.42,0
73.6,42.16,-2.31,12.18,1.71,22.41,148.46,2.31,0
75.29,42.16,-2.29,12.2,1.64,24.69,149.57,2.18,0
74.63,42.16,-2.27,12.22,1.57,29.89,149.7,2.18,0
67.67,42.16,-2.26,12.24,1.5,32.48,149.89,2.45,0
68.73,42.16,-2.24,12.25,1.43,32.58,150.11,2.34,0
70.52,42.16,-2.22,7.8,2.15,32.87,149.17,2.19,0
69.96,42.16,-2.19,7.83,2.15,33.77,149.84,2.17,0
69.41,42.16,-2.17,7.86,2.15,34.11,149.68,2.15,0
71.78,42.16,-2.15,7.89,2.15,33.89,149.13,2.12,0
70.54,42.16,-2.13,7.92,2.16,34.46,149.44,2.12,0
70.57,42.16,-2.11,8.87,0.16,34.28,148.71,2.12,0
70.87,42.16,-2.09,8.87,0.15,31.71,156.37,2.12,0
71.88,42.16,-2.06,8.88,0.14,31.17,156.77,2.17,0
71.09,42.16,-2.04,8.88,0.13,30.05,157.45,2.18,0
71.37,42.16,-2.02,8.88,0.13,29.22,157.46,2.24,0
72.44,42.16,-3.53,10.42,-1.34,28.67,158.0,2.36,0
70.78,42.16,-3.55,10.47,-1.32,28.32,158.17,2.32,0
71.01,42.16,-3.57,10.53,-1.29,26.28,158.23,2.39,0
72.21,42.16,-3.59,10.59,-1.26,27.93,158.6,2.45,0
71.48,42.16,-3.61,10.64,-1.23,25.37,158.47,2.44,0
72.89,42.16,-2.97,12.62,9.38,27.28,158.84,2.39,0
75.39,42.16,-2.98,12.63,9.4,24.56,158.82,2.33,0
78.96,42.16,-2.99,12.64,9.41,24.11,159.3,2.44,0
80.65,42.16,-3.0,12.65,9.43,23.43,159.54,2.47,0
81.23,42.16,-3.01,12.66,9.44,23.27,159.71,2.47,0
82.67,42.16,-3.01,12.66,9.45,22.66,160.05,2.49,0
84.32,42.16,-3.02,12.67,9.47,22.22,159.99,2.53,0
87.65,42.16,-3.03,12.68,9.48,21.88,160.34,2.64,0
93.07,42.16,-3.04,12.68,9.5,21.44,160.28,2.7,0
94.95,42.16,-3.04,12.69,9.51,21.19,160.62,2.71,0
95.69,42.16,-2.2,13.42,10.96,20.67,159.94,2.71,0
98.14,41.98,-2.68,16.3,10.48,20.07,160.27,2.72,0
95.0,41.64,-2.67,16.32,10.39,19.3,160.7,2.71,0
87.91,41.3,-2.65,17.49,6.59,18.66,161.14,2.68,0
79.13,40.88,-2.63,17.49,6.51,18.35,163.38,2.58,0
78.17,40.46,-2.47,16.74,5.62,17.81,163.65,2.58,0
72.09,40.31,-2.11,14.98,3.66,16.48,164.33,2.45,0
68.63,40.29,-2.1,14.99,3.56,15.41,164.93,2.42,0
66.22,40.27,-2.09,14.99,3.46,14.15,165.83,2.41,0
60.34,40.25,-2.08,14.99,3.36,13.21,166.49,2.34,0
109.59,40.22,-2.59,14.11,0.22,12.95,167.18,2.75,0
106.98,40.09,-2.93,13.23,-2.08,11.95,168.0,2.74,0
100.23,39.85,-2.91,13.18,-2.15,11.44,168.67,2.72,0
96.09,39.62,-2.88,13.13,-2.22,10.95,169.08,2.71,0
88.05,39.38,-2.86,13.08,-2.29,11.02,169.86,2.68,0
86.62,39.14,-2.84,7.66,-1.15,11.48,168.69,2.68,0
81.67,38.76,-2.82,7.63,-1.14,11.88,169.07,2.66,0
77.11,38.52,-2.81,7.53,-1.2,11.5,169.86,2.64,0
75.2,38.28,-2.94,6.83,-1.77,9.43,170.64,2.63,0
72.6,38.09,-2.92,6.8,-1.77,8.8,170.73,2.62,0
71.74,2.0,2.53,1.53,1.01,7.5,169.33,2.62,0
67.27,1.46,2.54,1.53,1.03,7.56,168.52,2.59,0
65.13,1.46,2.54,1.54,1.05,7.25,167.36,2.58,0
63.05,1.46,2.55,1.54,1.07,7.6,167.06,2.56,0
61.11,4.09,2.49,1.62,-0.41,7.38,170.89,2.54,0
59.12,4.09,1.62,2.5,-1.42,7.25,170.52,2.51,0
57.27,3.91,1.31,2.29,-0.83,7.55,170.17,2.48,0
55.14,3.72,0.85,1.98,0.05,6.53,169.9,2.44,0
99.02,3.53,0.85,1.99,0.07,5.69,169.75,2.72,0
98.91,3.53,0.86,1.99,0.09,5.23,169.8,2.72,0
97.99,3.34,-1.61,10.78,0.73,5.44,170.06,2.72,0
97.91,3.15,-1.62,10.79,0.76,4.16,170.49,2.73,0
98.09,3.15,-1.63,10.79,0.79,3.6,168.24,2.74,0
98.95,2.97,-1.64,10.8,0.81,3.61,170.59,2.78,0
98.88,2.78,0.99,6.88,3.94,3.26,168.32,2.8,0
98.61,2.58,0.96,6.9,4.0,2.77,169.74,2.82,0
98.29,2.4,0.93,6.91,4.06,2.67,169.04,2.83,0
98.11,2.24,0.48,7.35,5.02,9.24,158.11,2.84,0
97.78,2.25,0.46,7.35,5.08,3.85,162.42,2.85,0
97.48,2.26,0.45,7.35,5.15,5.9,162.73,2.85,0
96.59,2.27,-2.48,10.27,1.44,9.16,159.12,2.85,0
96.29,2.09,-2.55,10.32,1.54,6.14,160.39,2.85,0
96.64,2.1,-2.6,10.35,1.63,7.38,158.68,2.85,0
96.35,2.11,-2.65,10.39,1.73,4.98,162.93,2.85,0
93.83,2.12,-3.04,10.76,0.61,3.37,161.16,2.85,0
90.2,2.12,-3.85,11.56,-2.17,3.54,164.57,2.81,0
83.94,1.94,-3.87,11.58,-2.13,10.31,160.61,2.69,0
77.27,1.94,-3.88,11.58,-2.09,2.51,165.92,2.64,0
73.65,1.95,-3.89,12.87,-1.72,2.4,166.99,2.62,0
66.87,1.96,-3.9,12.87,-1.68,2.62,163.3,2.59,0
63.73,1.88,-0.5,9.47,4.2,2.42,167.3,2.58,0
61.18,0.82,-0.5,9.46,4.2,2.35,169.42,2.57,0
58.39,0.82,-0.5,9.46,4.2,1.88,167.64,2.55,0
56.87,0.82,-0.5,9.46,4.21,1.79,161.99,2.54,0
58.04,0.82,-0.5,9.45,4.21,1.68,163.38,2.55,0
56.64,0.82,-0.49,9.45,4.22,1.76,163.25,2.54,0
55.35,0.82,-0.49,9.44,4.22,1.84,163.1,2.53,0
54.13,0.82,-0.49,9.44,4.22,1.87,162.97,2.53,0
53.0,0.82,-0.49,9.43,4.23,1.76,162.87,2.52,0
51.79,0.82,-0.49,9.43,4.23,1.64,162.77,2.51,0
50.56,0.82,8.79,0.0,0.0,1.66,162.7,2.51,0
51.87,23.96,-1.93,8.81,0.7,1.57,162.52,2.51,0
50.81,23.96,-1.92,8.81,0.72,1.32,163.57,2.51,0
52.83,24.05,-1.92,8.81,0.75,1.26,301.92,2.52,0
54.6,22.18,-8.99,6.96,5.46,1.27,238.36,2.53,0
53.84,22.69,-8.98,6.95,5.48,0.0,241.17,2.53,0
53.15,23.27,-9.03,6.48,6.04,5.77,214.82,2.52,0
52.27,20.81,-9.01,6.47,6.06,3.18,233.02,2.52,0
52.19,20.61,-9.0,6.46,6.07,2.94,229.91,2.52,0
59.57,20.59,-8.98,6.44,6.09,3.07,162.24,2.57,0
57.58,20.58,-9.09,10.57,4.81,3.03,215.54,2.55,0
49.06,23.95,-4.49,3.2,-0.58,2.92,160.91,2.5,0
48.09,23.95,-4.48,3.2,-0.58,16.18,160.08,2.49,0
47.36,23.95,-4.47,3.2,-0.58,6.46,152.68,2.48,0
47.2,23.95,-4.46,3.2,-0.58,2.57,154.99,2.48,0
46.1,23.95,-4.45,3.2,-0.58,1.58,161.9,2.48,0
45.34,23.95,-4.44,3.2,-0.58,1.23,165.4,2.47,0
44.63,23.95,-4.43,3.2,-0.58,-0.0,166.73,2.47,0
44.71,23.95,-4.42,3.2,-0.58,0.0,169.17,2.47,0
43.46,23.95,-4.41,3.2,-0.58,0.0,173.26,2.46,0
43.73,23.95,-3.48,8.38,1.21,0.0,172.12,2.46,0
